,Open,High,Low,Close,Volume
2017-01-03,84.15081109577014,84.58628321554554,84.10242735553767,84.48950958251953,3230500
2017-01-04,84.45720976172223,84.626558908658,84.36850218677147,84.58623504638672,1523000
2017-01-05,84.75560604204935,85.2233358937167,84.6991563118522,85.13462829589844,3344400
2017-01-06,84.82010980621534,84.98139296899906,84.70721036175509,84.74752807617188,1601400
2017-01-09,85.05398064996433,85.10236437167302,84.96527305845926,85.07010650634766,1275000
2017-01-10,85.02979278564453,85.15881810045168,84.98946891395286,85.02979278564453,1352700
2017-01-11,85.07818029974068,85.42494469303631,84.92495696355725,85.1265640258789,1833700
2017-01-12,85.3362175390835,85.50556669432116,85.15073637712348,85.17493438720703,1544700
2017-01-13,84.97333794998022,85.12655511757053,84.71528118331595,84.98946380615234,1833200
2017-01-17,85.45715582164829,85.50553952132368,85.26361487039077,85.41683197021484,1656800
2017-01-18,85.1588372095658,85.23141896438591,84.77981487982625,84.81207275390625,3640400
2017-01-19,84.53789947531307,84.58628321554554,84.32016033914483,84.48950958251953,1840000
2017-01-20,84.38464309853978,84.6104420014145,84.2556177908508,84.52980041503906,1306400
2017-01-23,84.68302824704409,85.13462607685032,84.54593077508807,84.97334289550781,1720200
2017-01-24,84.78785577514988,84.90075522471264,84.53786501576927,84.65076446533203,1344000
2017-01-25,84.31206252908527,84.41689596991606,84.1185153501631,84.23141479492188,1816000
2017-01-26,84.19916341926373,84.36851258707557,84.01368224353173,84.34431457519531,2212900
2017-01-27,84.39269274128021,84.5136581736705,84.38462673843887,84.44914245605469,2285200
2017-01-30,84.46525972159424,84.63460884869991,84.42494201660156,84.42494201660156,1909300
2017-01-31,84.50564363878736,84.8524081414716,84.50564363878736,84.71531677246094,1411700
2017-02-01,84.44791899090758,84.68213833285064,84.31061990966333,84.55291748046875,2055100
2017-02-02,84.82756529341378,84.88410060477466,84.57719550908514,84.58527374267578,1423500
2017-02-03,84.80331215165091,84.98099626777501,84.49640714499972,84.64985656738281,1711100
2017-02-06,84.99712987727575,85.13443513397186,84.8032954986064,85.05366516113281,1500500
2017-02-07,85.00521780077315,85.36058600376232,84.94868251046893,85.2071304321289,1540600
2017-02-08,85.20714569536281,85.61097103041192,85.20714569536281,85.55443572998047,3182200
2017-02-09,85.55447221776177,85.55447221776177,85.0294978259266,85.045654296875,1530200
2017-02-10,84.85984003650896,85.05367443631613,84.85984003650896,84.98906707763672,1646400
2017-02-13,84.80331272711827,84.86792625376276,84.70639243715151,84.85984802246094,1045200
2017-02-14,84.81943741409489,84.88405092122744,84.3671551879335,84.55291748046875,2318100
2017-02-15,84.26219755144842,84.44795375857731,84.25411931926021,84.39141845703125,2750900
2017-02-16,84.48023026603313,84.81136988639828,84.48023026603313,84.73060607910156,2459800
2017-02-17,84.96481339986117,85.0617336590493,84.90020605561885,84.95674133300781,2237700
2017-02-21,84.75484656914817,85.0294447850962,84.73869010827806,84.91637420654297,2832700
2017-02-22,85.09405014755234,85.14250720174873,84.77098874184755,85.05366516113281,2812800
2017-02-23,85.20712246164928,85.2798080444336,85.15058717663348,85.2798080444336,1842700
2017-02-24,85.56251228709267,85.74019641693775,85.46559199029933,85.67558288574219,2677000
2017-02-27,85.60290997146495,85.61098820511451,85.32023341259902,85.36869049072266,3292600
2017-02-28,85.40906431633658,85.53829139026517,85.31214401089014,85.32830047607422,2482500
2017-03-01,84.68531728341837,84.75810894221841,84.63679362445393,84.73384094238281,2249000
2017-03-02,84.56399642117445,84.59634758181409,84.37798496043776,84.4912109375,2023300
2017-03-03,84.51546190887787,84.58016422184575,84.32136114032643,84.57207489013672,2509000
2017-03-06,84.58821502991279,84.59630435852782,84.45881662382152,84.55587005615234,1401700
2017-03-07,84.45887792197108,84.49931842404709,84.39417558679118,84.43461608886719,1596300
2017-03-08,84.04642269642697,84.2324403994586,84.03025019502896,84.15156555175781,2392800
2017-03-09,84.06256168338403,84.09491284126288,83.86845473611099,83.91698455810547,2322900
2017-03-10,84.09491729736328,84.11917912446991,83.90889967229117,84.09491729736328,1333000
2017-03-13,83.957421404947,84.04638554920366,83.86037409874163,83.88463592529297,1342600
2017-03-14,83.92507247018048,84.06256644153616,83.90889997550187,83.97360229492188,864600
2017-03-15,84.1030014719997,84.7095718383789,84.04638848461842,84.7095718383789,3701900
2017-03-16,84.50738778339895,84.61253060347916,84.45077479195318,84.47503662109375,2749900
2017-03-17,84.58018461548706,84.77428543083931,84.56400594816806,84.70149993896484,1186700
2017-03-20,84.71763842848432,84.927917826745,84.71763842848432,84.90365600585938,1362700
2017-03-21,84.84705156390127,85.21908058570271,84.84705156390127,85.18672943115234,1407000
2017-03-22,85.34850311279297,85.51025893118069,85.28380078543788,85.34850311279297,2231300
2017-03-23,85.39700163236864,85.43744211764833,85.113936746466,85.25951385498047,2584700
2017-03-24,85.23529090793288,85.41321925175421,85.20293973902405,85.3080825805664,2540000
2017-03-27,85.66389528692618,85.69624644155564,85.46170519825593,85.51831817626953,2614000
2017-03-28,85.61540356972672,85.61540356972672,85.21911257583805,85.2271957397461,1356800
2017-03-29,85.37274176237032,85.50214638194427,85.37274176237032,85.46979522705078,1860400
2017-03-30,85.42938590382153,85.43747523808369,85.21102324157587,85.2271957397461,1487800
2017-03-31,85.34851002713566,85.42938485770466,85.28380769453884,85.39703369140625,1698500
2017-04-03,85.50152909765649,85.8579224513609,85.47723067438756,85.81742095947266,4175500
2017-04-04,85.79313181393788,85.87412862681339,85.69593811035156,85.69593811035156,1319600
2017-04-05,85.59063039053416,85.93892222195139,85.55013507690812,85.85792541503906,2551100
2017-04-06,85.88219764891114,85.93889601442532,85.69590566778956,85.80120086669922,1496300
2017-04-07,86.01178209199843,86.11707727211403,85.5419921875,85.5419921875,1185400
2017-04-10,85.65543661408346,85.79313181393788,85.61493511781535,85.69593811035156,1752500
