,Open,High,Low,Close,Volume
2017-01-03,69.61914088709659,69.65214822718256,69.6026340693004,69.62738800048828,4196100
2017-01-04,69.6026220096298,69.64388275146484,69.6026220096298,69.64388275146484,2182500
2017-01-05,69.65212019691353,69.71812855501517,69.64386679133686,69.69337463378906,1614200
2017-01-06,69.65211929873342,69.66861981417009,69.62735908232274,69.63561248779297,919000
2017-01-09,69.66862071256297,69.69337463378906,69.6603673069863,69.69337463378906,1014100
2017-01-10,69.6768782839998,69.69337880063578,69.66862487792969,69.66862487792969,1125800
2017-01-11,69.70164489746094,69.72639882467405,69.66038415510218,69.70164489746094,1166800
2017-01-12,69.72637939453125,69.73463279980417,69.69337206894323,69.72637939453125,820900
2017-01-13,69.69337463378906,69.69337463378906,69.63561338576021,69.69337463378906,1436300
2017-01-17,69.7511275500986,69.7676343592802,69.72637363182935,69.74287414550781,1326600
2017-01-18,69.71814959092472,69.74290351961977,69.66038832546768,69.67689514160156,996100
2017-01-19,69.63558517551427,69.67684589117844,69.63558517551427,69.65209197998047,963500
2017-01-20,69.6603673069863,69.72638196059182,69.6603673069863,69.69337463378906,1134400
2017-01-23,69.74292311086987,69.78418386728922,69.71816917522128,69.75942993164062,1546900
2017-01-24,69.75113934748573,69.75113934748573,69.70988490856041,69.71813201904297,5300100
2017-01-25,69.70989830503378,69.70989830503378,69.67689097024784,69.70164489746094,1454500
2017-01-26,69.69336257646808,69.72636989756039,69.67686206367331,69.70986938476562,1658000
2017-01-27,69.71812022723854,69.7511275500986,69.71812022723854,69.74287414550781,1184700
2017-01-30,69.74287414550781,69.7593809546894,69.72637363182935,69.74287414550781,1381300
2017-01-31,69.73467599599203,69.78418386728922,69.73467599599203,69.75942993164062,1207800
2017-02-01,69.69414852650026,69.76845509998292,69.6693733693701,69.73542785644531,2079600
2017-02-02,69.75197129910904,69.77674016640754,69.74371291024121,69.76022338867188,1341800
2017-02-03,69.78496557210042,69.80974072923058,69.73542785644531,69.73542785644531,1433300
2017-02-06,69.79320613318878,69.82623336829148,69.78494774958784,69.80972290039062,1663400
2017-02-07,69.81804280134189,69.83455958458707,69.79327392578125,69.79327392578125,730000
2017-02-08,69.82627907872585,69.85930633544922,69.80976860001671,69.85930633544922,1197000
2017-02-09,69.83455619624482,69.84280828815992,69.78501214822028,69.80152893066406,1149800
2017-02-10,69.77676344184319,69.80979070902642,69.77676344184319,69.79327392578125,968400
2017-02-13,69.76844449640446,69.78495496601265,69.76018611194954,69.77670288085938,666000
2017-02-14,69.76023062873467,69.77674740818453,69.71069288899642,69.72720336914062,781100
2017-02-15,69.68592787343479,69.71895513485558,69.6776694832531,69.70243835449219,963900
2017-02-16,69.72716947073526,69.76845509998292,69.71065899861776,69.73542785644531,1933700
2017-02-17,69.79323153113742,69.80148991774361,69.76846267062218,69.78497314453125,986600
2017-02-21,69.77676344184319,69.79327392578125,69.76024665859802,69.79327392578125,840400
2017-02-22,69.80972290039062,69.82623336829148,69.76017889808605,69.80972290039062,695300
2017-02-23,69.82626296260155,69.85103182460107,69.82626296260155,69.8427734375,1517100
2017-02-24,69.86753374159412,69.90881306971411,69.86753374159412,69.87578582763672,587700
2017-02-27,69.88405528808002,69.88405528808002,69.80974870610665,69.81800079345703,1030700
2017-02-28,69.82625877825885,69.8510276387741,69.78497314453125,69.78497314453125,1043500
2017-03-01,69.70567642065751,69.73046112060547,69.69741275289765,69.73046112060547,1541500
2017-03-02,69.6891610442776,69.69742471345556,69.63959163587522,69.65611267089844,930300
2017-03-03,69.66438952749992,69.6974379071351,69.64786848934926,69.67265319824219,1569200
2017-03-06,69.68089191008343,69.69741924714313,69.6726345448858,69.68915557861328,684600
2017-03-07,69.67259319243375,69.68085055273045,69.64780850488675,69.6643295288086,652600
2017-03-08,69.60651397705078,69.63956233652554,69.59825031134957,69.60651397705078,862700
