,hedged
2022-02-07,160700.08185512864
2022-02-08,161068.68800247088
2022-02-09,161755.27066960547
2022-02-10,160853.16990558984
2022-02-11,159944.16835244172
2022-02-14,159788.40696528164
2022-02-15,160388.83208494916
2022-02-16,160457.86130068765
2022-02-17,159497.45915926635
2022-02-18,159240.0060778389
2022-02-22,158808.7316621567
2022-02-23,158141.6723360363
2022-02-24,158660.14311581824
2022-02-25,159446.9507366042
2022-02-28,159407.11062792703
2022-03-01,158820.58848970706
2022-03-02,159416.62748446493
2022-03-03,159197.75445001753
2022-03-04,158906.33244937615
2022-03-07,157997.47183692319
2022-03-08,157730.2788146509
2022-03-09,158490.86441845744
2022-03-10,158343.55609283983
2022-03-11,157963.6613502165
2022-03-14,157794.53253455888
2022-03-15,158396.21816660304
2022-03-16,159040.10574865478
2022-03-17,159647.21149580297
2022-03-18,160145.675231088
2022-03-21,160129.7368671688
2022-03-22,160762.0196298496
2022-03-23,159472.43517189127
2022-03-24,162543.44551391844
2022-03-25,162439.76299758308
2022-03-28,164838.55648531858
2022-03-29,167701.38926117384
2022-03-30,165882.54607963553
2022-03-31,163457.23621390908
2022-04-01,163245.10605879175
2022-04-04,166416.35181102832
2022-04-05,162613.7374641809
2022-04-06,159176.96085695346
2022-04-07,159377.04163250205
2022-04-08,157757.18860866615
2022-04-11,155184.83167609316
2022-04-12,156263.2824382974
2022-04-13,156546.97309349533
2022-04-14,156181.99585472327
2022-04-18,156179.95229831518
2022-04-19,156674.15342588018
2022-04-20,156670.53358922974
2022-04-21,156128.07856884025
2022-04-22,155127.0289124778
2022-04-25,155089.09032633484
2022-04-26,154570.8180083584
2022-04-27,154639.9376597937
2022-04-28,155263.84775791588
2022-04-29,154183.35795038738
2022-05-02,154328.4715356303
2022-05-03,154454.28256240135
2022-05-04,155361.71897961287
2022-05-05,154080.45926474416
2022-05-06,153856.01733448455
2022-05-09,152978.14557771836
2022-05-10,152987.6842928652
2022-05-11,152598.81028090286
2022-05-12,152571.1565204928
2022-05-13,153132.6300929093
2022-05-16,153033.85589125863
2022-05-17,153561.9517437718
2022-05-18,152294.1978234415
2022-05-19,152053.91240113403
2022-05-20,152071.2701623463
2022-05-23,152511.35311548915
2022-05-24,152396.29360001683
2022-05-25,152562.57100392156
2022-05-26,153064.78701427043
2022-05-27,153834.18237292525
2022-05-31,153637.8272775157
2022-06-01,153348.16936103487
2022-06-02,153997.50513016828
2022-06-03,153390.70213347883
2022-06-06,152874.51731999818
2022-06-07,153581.73326328048
2022-06-08,152961.61736118695
2022-06-09,150743.98580390596
2022-06-10,148881.08792481996
2022-06-13,147845.52782669733
2022-06-14,147805.8496896648
2022-06-15,147945.41634328658
2022-06-16,147447.72581650343
2022-06-17,147413.36591641838
2022-06-21,147765.80361128194
2022-06-22,147719.07621704508
2022-06-23,147846.79157007913
2022-06-24,148414.008398125
2022-06-27,148310.03162372563
2022-06-28,147919.56805944123
2022-06-29,147892.9426342358
2022-06-30,147748.2281319677
2022-07-01,147953.641063395
2022-07-05,147944.56604997782
2022-07-06,147991.98989150464
2022-07-07,148293.5727378396
2022-07-08,148255.25087171054
2022-07-11,148036.47950817482
2022-07-12,147852.69555535866
2022-07-13,147724.40692279342
2022-07-14,147643.64099259203
2022-07-15,148044.88291257486
2022-07-18,147864.81024435934
2022-07-19,148471.77951256584
2022-07-20,148624.34982190703
2022-07-21,148884.0937042038
2022-07-22,148658.2640687916
2022-07-25,148698.81315750416
2022-07-26,148158.55578378757
2022-07-27,149225.73643102363
2022-07-28,149614.23980329747
2022-07-29,150236.8369579474
2022-08-01,150235.978196071
2022-08-02,150000.57143595832
2022-08-03,150838.58941457875
2022-08-04,150982.6890763474
2022-08-05,150682.1861246508
2022-08-08,150500.10327459325
2022-08-09,149930.20595080857
2022-08-10,151399.74374737372
2022-08-11,150981.76471044484
2022-08-12,152289.7045503144
2022-08-15,152883.87023427172
2022-08-16,152716.23507728396
2022-08-17,151844.23542210917
2022-08-18,152047.56682345294
2022-08-19,150583.40696766792
2022-08-22,148814.8853118368
2022-08-23,148739.50019517163
2022-08-24,148862.5872434269
2022-08-25,149480.96079699212
2022-08-26,148253.33950162164
2022-08-29,148010.27278515676
2022-08-30,147818.26708921895
2022-08-31,147691.17156420884
2022-09-01,147747.25961239383
2022-09-02,147585.63149058344
2022-09-06,147552.99700622607
2022-09-07,147795.3930632831
2022-09-08,147915.81321365974
2022-09-09,148163.69773925113
2022-09-12,148411.17354055584
2022-09-13,147440.88247386846
2022-09-14,147527.79182712632
2022-09-15,147237.72287157158
2022-09-16,147083.83129318772
2022-09-19,147238.53330058767
2022-09-20,147028.4304117524
2022-09-21,146674.98304452503
2022-09-22,146501.7936553149
2022-09-23,146228.37633997505
2022-09-26,146041.07335375334
2022-09-27,145984.67466220757
2022-09-28,146421.33499490676
2022-09-29,145978.58554528744
2022-09-30,145644.09176882988
2022-10-03,146152.72872336503
2022-10-04,146721.3954255688
2022-10-05,146725.27719839176
2022-10-06,146490.87447096084
2022-10-07,145879.8696194102
2022-10-10,145735.74446608286
2022-10-11,145631.08829559627
2022-10-12,145553.5752270721
2022-10-13,146120.9206461278
2022-10-14,145641.92925722565
2022-10-17,146170.32977911277
2022-10-18,146444.33957602762
2022-10-19,146274.56396162434
2022-10-20,146071.0252198997
2022-10-21,146648.49700883657
2022-10-24,146968.31286211507
2022-10-25,147399.25982817708
2022-10-26,147268.30004459692
2022-10-27,147208.56239230977
2022-10-28,148476.02961720206
2022-10-31,147941.25133438138
2022-11-01,147468.2813694185
2022-11-02,145793.07075613635
2022-11-03,144951.17168589152
2022-11-04,145751.49866260192
2022-11-07,145987.53554076573
2022-11-08,146127.88596773444
2022-11-09,145640.29307565006
2022-11-10,146958.63459540284
2022-11-11,147220.67249023975
2022-11-14,146986.87689028293
2022-11-15,147238.47583106754
2022-11-16,147028.4686927241
2022-11-17,147290.9031882865
2022-11-18,147353.329010618
2022-11-21,146930.15493306477
2022-11-22,147748.26263567878
2022-11-23,148333.45053042693
2022-11-25,147979.06416749273
2022-11-28,147052.45676043964
2022-11-29,146775.4562871618
2022-11-30,148795.25371141333
2022-12-01,148851.637168117
2022-12-02,148605.9442873666
2022-12-05,147545.21940834203
2022-12-06,146595.20973857233
2022-12-07,146423.70192735942
2022-12-08,146781.20103916444
2022-12-09,146528.5411720462
2022-12-12,147090.6269683872
2022-12-13,147772.4334381288
2022-12-14,147463.97109158247
2022-12-15,145985.32183235785
2022-12-16,145591.1401520191
2022-12-19,145208.02198262664
2022-12-20,145129.5489619695
2022-12-21,145406.99944123256
2022-12-22,145223.4962732803
2022-12-23,145355.84211701492
2022-12-27,145340.28322276165
2022-12-28,144818.2521728994
2022-12-29,145455.42903626352
2022-12-30,145397.759774859
2023-01-03,145341.1357258697
2023-01-04,145526.4346143459
2023-01-05,145293.8216254256
2023-01-06,146119.9849974394
2023-01-09,146293.60104334465
2023-01-10,146659.55174085047
2023-01-11,147412.62202256173
2023-01-12,147631.15386902477
2023-01-13,148178.24147085182
2023-01-17,148310.36756338668
2023-01-18,147430.7459080074
2023-01-19,146851.80801072778
2023-01-20,148176.02670488946
2023-01-23,149249.29610497205
2023-01-24,149192.82950624765
2023-01-25,149058.99735306975
2023-01-26,150258.0277413233
2023-01-27,150824.4285004416
2023-01-30,149538.78798953732
2023-01-31,150434.34603735208
2023-02-01,151687.2829751905
2023-02-02,154082.9117849591
2023-02-03,152630.58002553074
2023-02-06,151995.9025103514
2023-02-07,153609.92455653808
2023-02-08,152019.8942019698
2023-02-09,151595.16091474678
2023-02-10,151175.86277560683
2023-02-13,152166.72225692795
2023-02-14,152567.04858267977
2023-02-15,153389.1722234474
2023-02-16,151702.64761781666
2023-02-17,151119.43088804316
2023-02-21,149501.05131797362
2023-02-22,149553.61157522706
2023-02-23,149997.6262120087
2023-02-24,149111.29622018637
2023-02-27,149613.48742704227
2023-02-28,149503.43165131236
2023-03-01,149017.07165521002
2023-03-02,149549.61100540357
2023-03-03,150847.56599081433
2023-03-06,150844.83604906165
2023-03-07,149788.72561493554
2023-03-08,150190.57203538436
2023-03-09,148830.93072103613
2023-03-10,148207.41230319146
2023-03-13,148244.73321434384
2023-03-14,148842.80368405403
2023-03-15,149081.46983002467
2023-03-16,149987.3014008218
2023-03-17,149625.9789119234
2023-03-20,149826.93542960702
2023-03-21,150512.1265707768
2023-03-22,149594.0925324163
2023-03-23,150351.63255126344
2023-03-24,150591.01561949772
2023-03-27,150271.05863109676
2023-03-28,149953.14237908096
2023-03-29,151190.1165795703
2023-03-30,151819.8789612641
2023-03-31,153032.9400218188
2023-04-03,152954.1161474407
2023-04-04,152654.42557682903
2023-04-05,151759.72326590138
2023-04-06,152338.58713438752
2023-04-10,152268.92780406852
2023-04-11,151759.86867509628
2023-04-12,151041.91472470365
2023-04-13,152593.5721050874
2023-04-14,152427.9125258309
2023-04-17,152505.88925162217
2023-04-18,152549.86567531934
2023-04-19,152505.85409434748
2023-04-20,151784.0080715225
2023-04-21,151840.5262415128
2023-04-24,151678.29942329117
2023-04-25,150115.49467738462
2023-04-26,150593.24613136594
2023-04-27,152568.89509531812
2023-04-28,153133.05829821285
2023-05-01,153040.17991817108
2023-05-02,152321.72248313358
2023-05-03,151942.1197100336
2023-05-04,151735.0337265876
2023-05-05,152688.46593038764
2023-05-08,152905.98796480632
2023-05-09,152493.0164687407
2023-05-10,153224.3281286508
2023-05-11,153458.33397517595
2023-05-12,153155.60529695023
2023-05-15,153635.07080449793
2023-05-16,153738.22601464484
2023-05-17,154849.45729211715
2023-05-18,156541.69831575715
2023-05-19,156323.7470608066
2023-05-22,156671.6748540014
2023-05-23,155378.25783312457
2023-05-24,154853.92053019986
2023-05-25,156964.11105338673
2023-05-26,159281.4909961898
2023-05-30,159631.8288502736
2023-05-31,158966.70001996172
2023-06-01,159958.7340395948
2023-06-02,160630.87786058354
2023-06-05,160740.42825663512
2023-06-06,160704.4135104085
2023-06-07,158230.1839473823
2023-06-08,159834.3766795024
2023-06-09,160421.9701101448
2023-06-12,162938.0722546353
2023-06-13,164091.46313259215
2023-06-14,165126.71768678678
2023-06-15,167149.19170836447
2023-06-16,166071.97427226522
2023-06-20,165828.40894029007
2023-06-21,163612.13852103392
2023-06-22,165420.19000341077
2023-06-23,163799.58169524217
2023-06-26,161693.7342781867
2023-06-27,164026.12359581742
2023-06-28,164320.00683006938
2023-06-29,164019.80681641612
2023-06-30,166064.82769181643
2023-07-03,166414.16055492163
2023-07-05,166382.42479245612
2023-07-06,165172.41743708722
2023-07-07,164636.75619592535
2023-07-10,164701.34365807686
2023-07-11,165434.09222423958
2023-07-12,167365.7584862294
2023-07-13,169988.228278618
2023-07-14,169954.8907125648
2023-07-17,171539.3382436405
2023-07-18,172959.781530084
2023-07-19,172951.8061576438
2023-07-20,168807.99795248342
2023-07-21,168332.9479640385
2023-07-24,168579.0359906397
2023-07-25,169718.32376231148
2023-07-26,169158.08493815863
2023-07-27,168704.35175278797
2023-07-28,171664.72965459726
2023-07-31,171786.32534997351
2023-08-01,171344.51032876226
2023-08-02,167648.91108419676
2023-08-03,167194.93107888594
2023-08-04,166511.4838325411
2023-08-07,167617.1296163736
2023-08-08,166439.90440583054
2023-08-09,164889.78763582202
2023-08-10,165072.27313486557
2023-08-11,164143.47101091573
2023-08-14,165760.8626360513
2023-08-15,164247.09421889784
2023-08-16,162792.60422036165
2023-08-17,161413.7701462736
2023-08-18,161118.1767559393
2023-08-21,162825.1099112096
2023-08-22,162525.56537591352
2023-08-23,164471.17083361995
2023-08-24,161337.90838056596
2023-08-25,162234.9970266497
2023-08-28,163090.55121967616
2023-08-29,166423.37589213112
2023-08-30,167391.9029110352
2023-08-31,167928.4838771633
2023-09-01,167732.11437113266
2023-09-05,167945.2208915015
2023-09-06,166364.0305583487
2023-09-07,165107.9095256407
2023-09-08,165275.76916952425
2023-09-11,167243.34462024955
2023-09-12,165358.18022545206
2023-09-13,165900.29275641928
2023-09-14,167204.58638216785
2023-09-15,164108.38289612986
2023-09-18,164256.78482277124
2023-09-19,163910.72146025163
2023-09-20,161485.9399155762
2023-09-21,158473.79340406184
2023-09-22,158577.96073442162
2023-09-25,159152.4185123144
2023-09-26,157127.78271941846
2023-09-27,157414.74463731592
2023-09-28,158350.0602223045
2023-09-29,158344.71165925122
2023-10-02,159417.84563802273
2023-10-03,157086.9985571992
2023-10-04,158687.00448309307
2023-10-05,158278.13992016143
2023-10-06,160307.4466092132
2023-10-09,161175.75657938066
2023-10-10,161987.53025940224
2023-10-11,163081.4489996702
2023-10-12,162454.0980295713
2023-10-13,160457.24609282095
2023-10-16,162062.35898022808
2023-10-17,161772.25631002415
2023-10-18,159529.99963772998
2023-10-19,158326.08378245085
2023-10-20,156412.1758990197
2023-10-23,156757.76799254114
2023-10-24,157960.5634969226
2023-10-25,154643.08655205858
2023-10-26,152234.4510226088
2023-10-27,152801.30563046937
2023-10-30,153949.98095501037
2023-10-31,154547.72163249078
2023-11-01,156822.10019867637
2023-11-02,159353.00773582482
2023-11-03,161296.09296772978
2023-11-06,161985.49977673186
2023-11-07,163670.5064369199
2023-11-08,163801.55177877104
2023-11-09,162374.9225314536
2023-11-10,166364.27648316493
2023-11-13,165809.92170311353
2023-11-14,169788.0203403556
2023-11-15,170050.26529034504
2023-11-16,170174.9118346992
2023-11-17,170239.80152348525
2023-11-20,172491.91547446634
2023-11-21,171341.0300955721
2023-11-22,172102.70374281454
2023-11-24,171806.5327669856
2023-11-27,171641.10541784894
2023-11-28,172119.34860429325
2023-11-29,172017.434215945
2023-11-30,171555.90276601026
2023-12-01,172019.19600582225
2023-12-04,170444.0647949296
2023-12-05,170832.71248411364
2023-12-06,169947.28523946877
2023-12-07,172147.2468864913
2023-12-08,172785.6198083959
2023-12-11,174245.50023500857
2023-12-12,177092.79515608496
2023-12-13,181432.850849513
2023-12-14,181215.60108042415
2023-12-15,182692.87564757577
2023-12-18,185306.96278199847
2023-12-19,187201.59803277833
2023-12-20,181502.81578237805
2023-12-21,185555.76697928007
2023-12-22,186023.51587785955
2023-12-26,188227.77004795452
2023-12-27,188905.30750261495
2023-12-28,188587.3834371872
2023-12-29,186880.29936235482
2024-01-02,180839.05469743386
2024-01-03,177227.32335067613
2024-01-04,175379.81191376748
2024-01-05,175684.98585718733
2024-01-08,182081.8350025846
2024-01-09,182945.28304324712
2024-01-10,185331.74453429115
2024-01-11,185894.99433138527
2024-01-12,186046.67659217003
2024-01-16,185940.68383405433
2024-01-17,183791.65881051298
2024-01-18,188641.1366920346
2024-01-19,195651.38825689047
2024-01-22,196116.25248978098
2024-01-23,197743.42735313505
2024-01-24,200014.4987262845
2024-01-25,200424.80983143862
2024-01-26,197849.69913808946
2024-01-29,201936.01131281274
2024-01-30,199216.86298768836
2024-01-31,191573.78349108656
2024-02-01,195576.49841136014
2024-02-02,201391.5087913895
2024-02-05,200748.36024533183
2024-02-06,199935.208162853
2024-02-07,203855.54478318832
2024-02-08,204430.25281780103
2024-02-09,208524.62047345372
2024-02-12,206808.1900765926
2024-02-13,199956.09095086931
2024-02-14,204090.31069006101
2024-02-15,205176.8663993442
2024-02-16,201345.49337687582
2024-02-20,198208.77720753785
2024-02-21,196518.963508905
2024-02-22,207748.59951549894
2024-02-23,206359.41304020523
2024-02-26,206131.62459432875
2024-02-27,207077.28543488533
2024-02-28,204647.5123036554
2024-02-29,208102.21260853103
2024-03-01,214778.0442856028
2024-03-04,212970.92366563302
2024-03-05,204789.81088562091
2024-03-06,207566.04612704366
2024-03-07,213860.7304992996
2024-03-08,207404.22564210554
2024-03-11,205768.7429293966
2024-03-12,211526.07870954895
2024-03-13,208056.97476387804
2024-03-14,206877.29467255506
2024-03-15,201577.72301829414
2024-03-18,205520.26915792795
2024-03-19,206598.34018652447
2024-03-20,212026.09129418904
2024-03-21,214104.66820624017
2024-03-22,214450.12016343235
2024-03-25,212800.1341047062
2024-03-26,211306.0359664431
2024-03-27,212759.0660930825
2024-03-28,211783.8713611012
2024-04-01,212762.07416059345
2024-04-02,208731.42936614054
2024-04-03,209587.46406778033
2024-04-04,202739.29875293013
2024-04-05,207237.43845721797
2024-04-08,207262.04218383433
2024-04-09,208601.9033417786
2024-04-10,204870.18486426878
2024-04-11,211347.11077121794
2024-04-12,204287.541388836
2024-04-15,198453.63085620143
2024-04-16,198362.95850562883
2024-04-17,194074.8513654954
2024-04-18,193255.24937466296
2024-04-19,190338.68927111095
2024-04-22,191474.20734391487
2024-04-23,193651.80468700407
2024-04-24,194134.94701572566
2024-04-25,193066.59590620056
2024-04-26,195926.79135621383
2024-04-29,196796.60438395434
2024-04-30,192690.43628675732
2024-05-01,191306.3414134205
2024-05-02,193687.1524210504
2024-05-03,198204.2160945174
2024-05-06,203044.54342429392
2024-05-07,203033.47505510002
2024-05-08,202744.5016842601
2024-05-09,203578.93999831704
2024-05-10,204625.01571901873
2024-05-13,205658.9319300961
2024-05-14,208570.74691655356
2024-05-15,215744.09267536557
2024-05-16,214768.34224605956
2024-05-17,214426.15005004633
2024-05-20,217722.4376015367
2024-05-21,218567.6206007256
2024-05-22,218478.0572869151
2024-05-23,216324.57000317733
2024-05-24,220678.91652796025
2024-05-28,222430.74855306602
2024-05-29,218948.788477317
2024-05-30,214236.26331997983
2024-05-31,214045.65063869322
2024-06-03,215301.41358312033
2024-06-04,216362.7040692382
2024-06-05,225074.065275791
2024-06-06,224886.2681749928
2024-06-07,224311.638314282
2024-06-10,226062.26797820925
2024-06-11,229378.30850900893
2024-06-12,235731.74694308176
2024-06-13,238315.11644647171
2024-06-14,240626.89782772213
2024-06-17,246158.66158153708
2024-06-18,246253.09145710446
2024-06-20,242336.6532871581
2024-06-21,240900.07176098172
2024-06-24,235537.7978557735
2024-06-25,240731.3950973663
2024-06-26,241741.24293769515
2024-06-27,242912.40181825135
2024-06-28,240361.49107920186
2024-07-01,242925.93880030455
2024-07-02,248260.34807193297
2024-07-03,252453.4357742293
2024-07-05,257624.7195140545
2024-07-08,258782.93540218196
2024-07-09,259147.24557435737
2024-07-10,264540.576971438
2024-07-11,252934.01079778868
2024-07-12,255621.64572979748
2024-07-15,256911.912027238
2024-07-16,257043.02538740306
2024-07-17,242239.6278399163
2024-07-18,240408.17650637284
2024-07-19,238413.55843239772
2024-07-22,241077.1219513439
2024-07-23,240351.31289818799
2024-07-24,233041.18488577334
2024-07-25,231303.08078917747
2024-07-26,232594.92544603528
2024-07-29,232718.7226776226
2024-07-30,230060.36440332208
2024-07-31,235109.11993904394
2024-08-01,230670.19025010677
2024-08-02,226659.53179114006
2024-08-05,222047.9644583917
2024-08-06,222533.55549409735
2024-08-07,221190.61059745867
2024-08-08,223667.68448929902
2024-08-09,224365.91135215416
2024-08-12,224616.46367543135
2024-08-13,228466.70593307278
2024-08-14,228481.30480596866
2024-08-15,233549.78219393644
2024-08-16,233841.9982364116
2024-08-19,236960.91761290657
2024-08-20,236475.86251386823
2024-08-21,237636.6763323756
2024-08-22,233657.94679058695
2024-08-23,236153.09821700075
2024-08-26,233863.31769700543
2024-08-27,234548.85993826078
2024-08-28,231943.46281617368
2024-08-29,231510.71691149528
2024-08-30,233966.21224853498
2024-09-03,226772.19794290033
2024-09-04,225912.64033959416
2024-09-05,225993.10072670196
2024-09-06,222207.6531821586
2024-09-09,223749.57881840007
2024-09-10,225004.41801435422
2024-09-11,228321.01643036262
2024-09-12,230184.9004174839
2024-09-13,231015.74773262846
2024-09-16,230164.85754470684
2024-09-17,230230.2637747398
2024-09-18,229303.73280473144
2024-09-19,234606.99292232713
2024-09-20,234135.19891777445
2024-09-23,234756.4769231531
2024-09-24,235929.98080270505
2024-09-25,236245.1616052719
2024-09-26,238022.24733841556
2024-09-27,236596.51789043646
2024-09-30,237228.12567690253
2024-10-01,233905.27874785828
2024-10-02,234090.4891128127
2024-10-03,233986.86787480125
2024-10-04,236311.66982726796
2024-10-07,234047.20574556402
2024-10-08,236813.106415046
2024-10-09,238323.63347957467
2024-10-10,238168.96113022714
2024-10-11,238350.3100888182
2024-10-14,240183.7649313388
2024-10-15,237070.6068242906
2024-10-16,237024.11470905173
2024-10-17,237217.3801634783
2024-10-18,238501.12180419095
2024-10-21,239034.3226946997
2024-10-22,239304.97415078734
2024-10-23,235279.22069127407
2024-10-24,237283.03983763963
2024-10-25,238755.9764935459
2024-10-28,238863.57741604227
2024-10-29,241205.38158735583
2024-10-30,239292.10869865277
2024-10-31,232914.52704517692
2024-11-01,234440.65854464314
2024-11-04,233743.89849997684
2024-11-05,236644.01515135146
2024-11-06,243233.4113571587
2024-11-07,250745.05298671292
2024-11-08,251248.037024628
2024-11-11,250874.4252440761
2024-11-12,249737.79362267052
2024-11-13,248827.66600234382
2024-11-14,244456.66857714328
2024-11-15,233576.8188880057
2024-11-18,235492.04640686183
2024-11-19,237445.79069764452
2024-11-20,237350.75937677236
2024-11-21,238394.13167201466
2024-11-22,238762.17511408002
2024-11-25,239215.02705721097
2024-11-26,240688.82288672574
2024-11-27,238491.8611719348
2024-11-29,240716.18321101862
2024-12-02,243702.49200472806
2024-12-03,246237.24061905537
2024-12-04,253494.19407400323
2024-12-05,251791.230941063
2024-12-06,257054.94002161492
2024-12-09,252159.48820022025
2024-12-10,249926.53571576526
2024-12-11,260572.08881816507
2024-12-12,256483.77242114957
2024-12-13,260839.59529669664
2024-12-16,269860.68718999415
2024-12-17,266973.5038346738
2024-12-18,245161.42220703358
2024-12-19,244728.4383387959
2024-12-20,245204.271750054
2024-12-23,247490.17203936758
2024-12-24,253873.0987494592
2024-12-26,253537.569563851
2024-12-27,245246.862591142
2024-12-30,237510.73971344778
2024-12-31,235420.29761197884
2025-01-02,234950.44345390692
2025-01-03,238643.23495044626
2025-01-06,241496.71951930967
2025-01-07,236913.97094102862
2025-01-08,236964.19551950984
2025-01-10,233163.13234692003
2025-01-13,232355.46928533504
2025-01-14,232051.5010434209
2025-01-15,237066.09821388507
2025-01-16,235185.64524649552
2025-01-17,239470.4509095547
2025-01-21,241008.70012401513
2025-01-22,244719.4759239623
2025-01-23,245345.6632016026
2025-01-24,243556.9014176731
2025-01-27,234998.1384889534
2025-01-28,238586.65002249976
2025-01-29,238036.25007562837
2025-01-30,239177.0121020525
2025-01-31,238721.503423271
2025-02-03,236693.47496714533
2025-02-04,239408.86146487528
2025-02-05,240528.56007834245
2025-02-06,241788.23588447872
2025-02-07,238535.59468064076
2025-02-10,241441.58250774594
2025-02-11,240835.67182308793
2025-02-12,241012.25328833368
2025-02-13,244651.98151557494
2025-02-14,245719.205476113
2025-02-18,246318.19621647193
2025-02-19,246346.99401357386
2025-02-20,245237.18842706905
2025-02-21,239586.0857372901
2025-02-24,237130.25447609602
2025-02-25,234518.70242646206
2025-02-26,234945.32758232552
2025-02-27,229888.32437269893
2025-02-28,232149.66679813064
2025-03-03,228125.29707398496
2025-03-04,226739.27722471056
2025-03-05,227332.43636520172
2025-03-06,226434.0670828001
2025-03-07,226722.3485702051
2025-03-10,225478.13729675108
2025-03-11,225047.24140493912
2025-03-12,225152.38329160685
2025-03-13,224685.28199973973
2025-03-14,225440.6863172868
2025-03-17,225845.35200028113
2025-03-18,225347.54137666992
2025-03-19,225845.63583161743
2025-03-20,225712.58949206534
2025-03-21,225696.34879504447
2025-03-24,226783.7364581564
2025-03-25,226935.52190550207
2025-03-26,226178.27461877407
2025-03-27,226019.73782709974
2025-03-28,224862.12963131303
2025-03-31,225127.05121633498
2025-04-01,225067.9134509022
2025-04-02,225385.71180213068
2025-04-03,223064.02619931262
2025-04-04,221346.3567538793
2025-04-07,221024.0782174451
2025-04-08,220871.88344142804
2025-04-09,222300.46287133853
2025-04-10,221458.12125637315
2025-04-11,221729.47659706065
2025-04-14,221836.37988044575
2025-04-15,221651.78945455543
2025-04-16,221087.09419135278
2025-04-17,221081.39827899143
2025-04-21,220497.148661179
2025-04-22,221137.8380992975
2025-04-23,221481.5211163704
2025-04-24,222348.26330220822
2025-04-25,222681.23116806013
2025-04-28,222695.25342988377
2025-04-29,224017.01148256456
2025-04-30,224025.5144638272
2025-05-01,225743.35844715947
2025-05-02,227868.61166426915
2025-05-05,227139.5733834976
2025-05-06,225526.45419266695
2025-05-07,226108.7003519262
2025-05-08,227578.74143641817
2025-05-09,227456.29090680278
2025-05-12,233649.87686777976
2025-05-13,236804.26758336683
2025-05-14,238157.38077308313
2025-05-15,238420.2817614422
2025-05-16,239395.89167091073
2025-05-19,239619.59002195057
2025-05-20,238826.6570399615
2025-05-21,235649.65172057788
2025-05-22,236037.6299697256
2025-05-23,234249.3096133486
2025-05-27,238296.8189454215
2025-05-28,237323.94210872924
2025-05-29,237700.58533233334
2025-05-30,237354.49787978156
2025-06-02,238992.52232797618
2025-06-03,240578.28209740497
2025-06-04,241159.92945120033
2025-06-05,239613.11789704993
2025-06-06,241535.4972286704
2025-06-09,241883.61527078526
2025-06-10,243396.1034360592
2025-06-11,242599.84358127494
2025-06-12,243041.36697050792
2025-06-13,240325.90280098908
2025-06-16,242858.45773026196
2025-06-17,241047.61375691288
2025-06-18,241004.98292596426
2025-06-20,240263.80266061798
2025-06-23,241953.9262726862
2025-06-24,244603.41314792493
2025-06-25,245055.12922514655
2025-06-26,248345.27325218348
2025-06-27,249938.2829375395
2025-06-30,253145.21774543397
2025-07-01,248870.39044596188
2025-07-02,252312.20279968838
2025-07-03,257162.24773951885
2025-07-07,253102.75214722697
2025-07-08,253347.2314470793
2025-07-09,256805.61472071506
2025-07-10,255956.65865426208
2025-07-11,254619.93169892696
2025-07-14,256447.95891307306
2025-07-15,257021.67188398345
2025-07-16,257490.69392278654
2025-07-17,261383.8116676291
2025-07-18,260715.3086055132
2025-07-21,263419.31977088784
2025-07-22,260617.8003888479
2025-07-23,262897.38381743076
2025-07-24,264033.3384727323
2025-07-25,265111.3177848245
2025-07-28,266977.9653088017
2025-07-29,265946.5222798424
2025-07-30,266652.71339751873
2025-07-31,263542.1407001321
2025-08-01,252658.95144817026
2025-08-04,260624.47054908003
2025-08-05,257137.9937098658
2025-08-06,262884.4360992456
2025-08-07,264334.98244004295
2025-08-08,269008.5461117348
2025-08-11,267356.70987082785
2025-08-12,273968.52760459884
2025-08-13,274055.00194658485
2025-08-14,273526.18337497377
2025-08-15,270756.06628730585
2025-08-18,270500.94086038764
2025-08-19,262802.6797791973
2025-08-20,259605.61780723577
2025-08-21,257262.73152308873
2025-08-22,264347.73318070866
2025-08-25,262908.07272723794
2025-08-26,265049.36201656214
2025-08-27,265893.79664544045
2025-08-28,269215.8187797171
2025-08-29,262592.76573706977
2025-09-02,258030.51493611708
2025-09-03,261825.1121856975
2025-09-04,266055.5703709402
2025-09-05,266390.74245200295
2025-09-08,268827.75599248166
2025-09-09,270234.08539317833
2025-09-10,270326.0634952193
2025-09-11,273366.2485877978
2025-09-12,275671.1776989661
2025-09-15,280529.36309604894
2025-09-16,280043.3664742677
2025-09-17,278882.3985979056
2025-09-18,283741.0623250366
2025-09-19,287570.0001329443
2025-09-22,291056.6595927865
2025-09-23,286888.7472255523
2025-09-24,284931.3587004289
2025-09-25,282445.06847769715
2025-09-26,284722.16558467096
2025-09-29,287232.62651694246
2025-09-30,288726.7861678082
2025-10-01,291503.6976857311
2025-10-02,293867.3576070166
2025-10-03,291279.7836408115
2025-10-06,295502.2975853995
2025-10-07,292258.42198251863
2025-10-08,298544.0402583517
2025-10-09,297750.71641255805
2025-10-10,277384.180388131
2025-10-13,287762.97228339495
2025-10-14,285453.10735862545
2025-10-15,288803.83673305495
2025-10-16,287131.38517798897
2025-10-17,288843.9918577412
2025-10-20,293989.29012258607
2025-10-21,293768.8421909669
2025-10-22,288348.86551791005
2025-10-23,292814.00070304004
2025-10-24,298569.46308730636
2025-10-27,309384.32859772345
