,w_tqqq,w_spy,w_cash,score,deviation,bands,gate_open
2018-08-02,0.6,0.0,0.4,0.7407062409861581,-0.023560238436866165,-0.0,1
2018-08-03,0.6,0.0,0.4,0.7653472430176061,0.010337394155649493,0.0,1
2018-08-06,0.6,0.0,0.4,0.7769723563980301,0.016018727489877094,0.0,1
2018-08-07,0.5,0.0,0.5,0.7830105297409706,0.03167279045426974,1.0,1
2018-08-08,0.5,0.0,0.5,0.7854727655981377,0.038330690210591545,1.0,1
2018-08-09,0.5,0.0,0.5,0.7841835645535166,0.03682641623763816,1.0,1
2018-08-10,0.5,0.0,0.5,0.7773888648785575,0.034127688163814396,1.0,1
2018-08-13,0.6,0.0,0.4,0.742249848040856,0.00963853878148302,0.0,1
2018-08-14,0.6,0.0,0.4,0.7144333463666448,0.006163876337361485,0.0,1
2018-08-15,0.6,0.0,0.4,0.7360516259365381,0.024165486922145485,0.0,1
2018-08-16,0.6,0.0,0.4,0.7092998729110409,-0.01214848493561882,-0.0,1
2018-08-17,0.6,0.0,0.4,0.7388639051290994,-0.003301050886450274,-0.0,1
2018-08-20,0.6,0.0,0.4,0.7587470890669893,-0.0037302846126945344,-0.0,1
2018-08-21,0.6,0.0,0.4,0.7592381012340604,-0.005474086027992153,-0.0,1
2018-08-22,0.6,0.0,0.4,0.7497978978269345,0.005192016121128962,0.0,1
2018-08-23,0.6,0.0,0.4,0.7548358015048692,0.01880633172681434,0.0,1
2018-08-24,0.6,0.0,0.4,0.7561975703310159,0.013579632749413317,0.0,1
2018-08-27,0.5,0.0,0.5,0.7650999529483037,0.03793752991153898,1.0,1
2018-08-28,0.5,0.0,0.5,0.765846947195688,0.06147530600612772,1.0,1
2018-08-29,0.5,0.0,0.5,0.7579077268524456,0.05924522630218032,1.0,1
2018-08-30,0.39999999999999997,0.0,0.6000000000000001,0.7689726231080568,0.08787811771001319,2.0,1
2018-08-31,0.39999999999999997,0.0,0.6000000000000001,0.7464290711107381,0.07580131134070078,2.0,1
2018-09-04,0.5,0.0,0.5,0.754489159993612,0.07335336456058217,1.0,1
2018-09-05,0.5,0.0,0.5,0.7481071883151604,0.05673459833036287,1.0,1
2018-09-06,0.6,0.0,0.4,0.7304174359749749,0.013660697714238168,0.0,1
2018-09-07,0.6,0.0,0.4,0.7191968316030583,-0.013511777255304613,-0.0,1
2018-09-10,0.6,0.0,0.4,0.7172559197226888,-0.02237995168947815,-0.0,1
2018-09-11,0.6,0.0,0.4,0.7325524986691669,-0.014468796696742059,-0.0,1
2018-09-12,0.6,0.0,0.4,0.7464273036636326,0.005490174620232713,0.0,1
2018-09-13,0.6,0.0,0.4,0.7458943313308026,-0.0037981516072247423,-0.0,1
2018-09-14,0.6,0.0,0.4,0.7655008889058337,0.021768244264848358,0.0,1
2018-09-17,0.6,0.0,0.4,0.7682244061583804,0.010935672039936728,0.0,1
2018-09-18,0.7,0.0,0.30000000000000004,0.7351720872465624,-0.03254385203594201,-1.0,1
2018-09-19,0.6,0.0,0.4,0.7513628404277455,-0.01166251115142547,-0.0,1
2018-09-20,0.6,0.0,0.4,0.7665378023116157,-0.015348711611204213,-0.0,1
2018-09-21,0.6,0.0,0.4,0.7774303513050791,0.01302635151581133,0.0,1
2018-09-24,0.6,0.0,0.4,0.7755485567991504,-0.005045235017950844,-0.0,1
2018-09-25,0.6,0.0,0.4,0.7661751648511697,0.0024874242075934028,0.0,1
2018-09-26,0.6,0.0,0.4,0.7577674060307347,0.006796648239495662,0.0,1
2018-09-27,0.6,0.0,0.4,0.7501771851515565,0.006306616933123177,0.0,1
2018-09-28,0.5,0.0,0.5,0.7668179012992823,0.035114061218487924,1.0,1
2018-10-01,0.5,0.0,0.5,0.7657321363153567,0.03422972935594104,1.0,1
2018-10-02,0.5,0.0,0.5,0.76702842952374,0.04075765417944388,1.0,1
2018-10-03,0.5,0.0,0.5,0.7618174946331147,0.03501970098770446,1.0,1
2018-10-04,0.5,0.0,0.5,0.7729178607187044,0.03600205624124664,1.0,1
2018-10-05,0.6,0.0,0.4,0.7207755720610364,-0.02348379968474823,-0.0,1
2018-10-08,0.7,0.0,0.30000000000000004,0.7044639971367138,-0.059303894810833424,-1.0,1
2018-10-09,0.7,0.0,0.30000000000000004,0.6899115269559525,-0.07409843403838245,-1.0,1
2018-10-10,0.7,0.0,0.30000000000000004,0.6849710129682548,-0.0642044609006227,-1.0,1
2018-10-11,1.0,0.0,0.0,0.5646932975674157,-0.1784999035713455,-4.0,1
2018-10-12,1.0,0.0,0.0,0.5180643586528025,-0.20237302551216652,-4.0,1
2018-10-15,0.9,0.0,0.09999999999999998,0.5782386153124793,-0.127860279025933,-3.0,1
2018-10-16,0.9,0.0,0.09999999999999998,0.5671888219916266,-0.15425332862468955,-3.0,1
2018-10-17,0.8,0.0,0.19999999999999996,0.6420278940327122,-0.07649204359386197,-2.0,1
2018-10-18,0.7,0.0,0.30000000000000004,0.6547869530265381,-0.06871753369072175,-1.0,1
2018-10-19,0.8,0.0,0.19999999999999996,0.5955951442466726,-0.12458750625409531,-2.0,1
2018-10-22,0.8,0.0,0.19999999999999996,0.6016077295555103,-0.1198913966501618,-2.0,1
2018-10-23,0.8,0.0,0.19999999999999996,0.6067572388251404,-0.09827584475017237,-2.0,1
2018-10-24,0.8,0.0,0.19999999999999996,0.5828997272472347,-0.09913215351316951,-2.0,1
2018-10-25,0.0,0.0,1.0,0.4842659436203433,-0.20879849395964833,-4.0,0
2018-10-26,0.8,0.0,0.19999999999999996,0.5286823299409241,-0.11522275506506052,-2.0,1
2018-10-29,0.9,0.0,0.09999999999999998,0.5082580924949288,-0.16937969083680637,-3.0,1
2018-10-30,0.0,0.0,1.0,0.48194019401054783,-0.19740254346149366,-4.0,0
2018-10-31,0.9,0.0,0.09999999999999998,0.5245424048410904,-0.15028540171156202,-3.0,1
2018-11-01,0.8,0.0,0.19999999999999996,0.5969308068421962,-0.07761885657828305,-2.0,1
2018-11-02,0.7,0.0,0.30000000000000004,0.6536737938299794,-0.02633812796529833,-1.0,1
2018-11-05,0.7,0.0,0.30000000000000004,0.6448499743776419,-0.05926371005234876,-1.0,1
2018-11-06,0.7,0.0,0.30000000000000004,0.6382014657940257,-0.05822588046839727,-1.0,1
2018-11-07,0.7,0.0,0.30000000000000004,0.6424267524353048,-0.028141959787723825,-1.0,1
2018-11-08,0.5,0.0,0.5,0.7306838469486743,0.059569608256503814,1.0,1
2018-11-09,0.5,0.0,0.5,0.71749945754746,0.03864824601750638,1.0,1
2018-11-12,0.6,0.0,0.4,0.6915743017126182,-0.010107591767904656,-0.0,1
2018-11-13,0.8,0.0,0.19999999999999996,0.6020762447388884,-0.09124698273394538,-2.0,1
2018-11-14,0.8,0.0,0.19999999999999996,0.6096017929016433,-0.0815847079702885,-2.0,1
2018-11-15,0.8,0.0,0.19999999999999996,0.578547306364402,-0.0936411334736238,-2.0,1
2018-11-16,0.7,0.0,0.30000000000000004,0.6250615463017205,-0.03926219976721135,-1.0,1
2018-11-19,0.7,0.0,0.30000000000000004,0.6531731550326958,-0.043610567671464096,-1.0,1
2018-11-20,0.8,0.0,0.19999999999999996,0.5901388820498324,-0.12488300251028928,-2.0,1
2018-11-21,0.9,0.0,0.09999999999999998,0.516214785618952,-0.16180679202527803,-3.0,1
2018-11-23,0.9,0.0,0.09999999999999998,0.5498902733663991,-0.13828252121947726,-3.0,1
2018-11-26,0.9,0.0,0.09999999999999998,0.5247148994711769,-0.14757991963131278,-3.0,1
2018-11-27,0.8,0.0,0.19999999999999996,0.5932191097080034,-0.08496864489621436,-2.0,1
2018-11-28,0.7,0.0,0.30000000000000004,0.5886610030928477,-0.07424062932247288,-1.0,1
2018-11-29,0.6,0.0,0.4,0.6301202006026445,0.012312978339560354,0.0,1
2018-11-30,0.6,0.0,0.4,0.6333537571994491,0.005620562499165427,0.0,1
2018-12-03,0.5,0.0,0.5,0.6495030292162182,0.030651178217287578,1.0,1
2018-12-04,0.39999999999999997,0.0,0.6000000000000001,0.6991090483658856,0.08215120796790987,2.0,1
2018-12-06,0.7,0.0,0.30000000000000004,0.5655514944954787,-0.03281064469846484,-1.0,1
2018-12-07,0.6,0.0,0.4,0.561739525424252,-0.014207273428531897,-0.0,1
2018-12-10,0.0,0.0,1.0,0.4921269754541097,-0.09770216631499351,-2.0,0
2018-12-11,0.7,0.0,0.30000000000000004,0.5115572196104397,-0.05795971350581508,-1.0,1
2018-12-12,0.7,0.0,0.30000000000000004,0.5279649453995457,-0.03940070802531348,-1.0,1
2018-12-13,0.6,0.0,0.4,0.5395302778826147,-0.012558451173324658,-0.0,1
2018-12-14,0.6,0.0,0.4,0.5608509841532229,-0.009721264783638106,-0.0,1
2018-12-17,0.8,0.0,0.19999999999999996,0.5141167003936914,-0.07975443189648268,-2.0,1
2018-12-18,0.0,0.0,1.0,0.4429955297528838,-0.1297748416972474,-3.0,0
2018-12-19,0.0,0.0,1.0,0.42667015116499535,-0.10667372771402561,-2.0,0
2018-12-20,0.0,0.0,1.0,0.40677477745801216,-0.1648280927297755,-3.0,0
2018-12-21,0.0,0.0,1.0,0.3658258502777925,-0.19296251501597084,-4.0,0
2018-12-24,0.0,0.0,1.0,0.3328123609483811,-0.2623061829447543,-5.0,0
2018-12-26,0.0,0.0,1.0,0.2795990092571467,-0.3075871364943862,-5.0,0
2018-12-27,0.0,0.0,1.0,0.34463678006070325,-0.17300559723599318,-3.0,0
2018-12-28,0.0,0.0,1.0,0.3622385523122571,-0.15211412971720217,-3.0,0
2018-12-31,0.0,0.0,1.0,0.3927029808017462,-0.14178350627802516,-3.0,0
2019-01-02,0.0,0.0,1.0,0.4612031422921037,-0.10911526995412624,-2.0,0
2019-01-03,0.8,0.0,0.19999999999999996,0.5078091497561803,-0.08195877887011183,-2.0,1
2019-01-04,0.0,0.0,1.0,0.4335954987126609,-0.15089394855850746,-3.0,0
2019-01-07,0.7,0.0,0.30000000000000004,0.5450323381152976,-0.03125862155685244,-1.0,1
2019-01-08,0.6,0.0,0.4,0.557169776048835,0.010578799817988038,0.0,1
2019-01-09,0.5,0.0,0.5,0.57448121673681,0.043385376385092655,1.0,1
2019-01-10,0.5,0.0,0.5,0.5853531552454189,0.07233357587305234,1.0,1
2019-01-11,0.39999999999999997,0.0,0.6000000000000001,0.5968220561831429,0.08713049064143585,2.0,1
2019-01-14,0.39999999999999997,0.0,0.6000000000000001,0.6112922820202544,0.08095460897296403,2.0,1
2019-01-15,0.5,0.0,0.5,0.5954182835615316,0.06100910187470854,1.0,1
2019-01-16,0.39999999999999997,0.0,0.6000000000000001,0.6088238331362238,0.1201054514554627,2.0,1
2019-01-17,0.39999999999999997,0.0,0.6000000000000001,0.6073714201751423,0.11781479176507093,2.0,1
2019-01-18,0.29999999999999993,0.0,0.7000000000000001,0.6235549746579734,0.1395652666121947,3.0,1
2019-01-22,0.29999999999999993,0.0,0.7000000000000001,0.6406086280084532,0.16009667771718816,3.0,1
2019-01-23,0.39999999999999997,0.0,0.6000000000000001,0.5733242363373646,0.08739838678742085,2.0,1
2019-01-24,0.39999999999999997,0.0,0.6000000000000001,0.5879990544175412,0.07506879506373787,2.0,1
2019-01-25,0.39999999999999997,0.0,0.6000000000000001,0.5927031135887045,0.07651705930275576,2.0,1
2019-01-28,0.39999999999999997,0.0,0.6000000000000001,0.6205366583157309,0.10265303340764764,2.0,1
2019-01-29,0.5,0.0,0.5,0.5775704518629392,0.053261856413604036,1.0,1
2019-01-30,0.6,0.0,0.4,0.5536680489139721,0.01641447777320315,0.0,1
2019-01-31,0.39999999999999997,0.0,0.6000000000000001,0.5959443264770321,0.08211369441580785,2.0,1
2019-02-01,0.39999999999999997,0.0,0.6000000000000001,0.6258469367913546,0.117024988468865,2.0,1
2019-02-04,0.39999999999999997,0.0,0.6000000000000001,0.627410104076974,0.086656241256861,2.0,1
2019-02-05,0.39999999999999997,0.0,0.6000000000000001,0.6459164810460697,0.11363162378460712,2.0,1
2019-02-06,0.29999999999999993,0.0,0.7000000000000001,0.6596447562229412,0.13009352128983753,3.0,1
2019-02-07,0.39999999999999997,0.0,0.6000000000000001,0.6745464482969227,0.11054440082478045,2.0,1
2019-02-08,0.5,0.0,0.5,0.6293255597211559,0.05872695680940043,1.0,1
2019-02-11,0.5,0.0,0.5,0.6430370850614755,0.05788924523507788,1.0,1
2019-02-12,0.5,0.0,0.5,0.6563258801013282,0.04881259604470101,1.0,1
2019-02-13,0.39999999999999997,0.0,0.6000000000000001,0.6722665462288894,0.08366679652971509,2.0,1
2019-02-14,0.39999999999999997,0.0,0.6000000000000001,0.6666129625929064,0.07801732065124733,2.0,1
2019-02-15,0.5,0.0,0.5,0.6476111596927062,0.07404720550686061,1.0,1
2019-02-19,0.39999999999999997,0.0,0.6000000000000001,0.6704472071382392,0.07945410439619094,2.0,1
2019-02-20,0.39999999999999997,0.0,0.6000000000000001,0.6616024107089763,0.07961440234952466,2.0,1
2019-02-21,0.5,0.0,0.5,0.6758302566902411,0.06973825873775263,1.0,1
2019-02-22,0.5,0.0,0.5,0.6614736088875879,0.049520770849969864,1.0,1
2019-02-25,0.5,0.0,0.5,0.6803499775491734,0.06380744020734963,1.0,1
2019-02-26,0.5,0.0,0.5,0.6603503135370495,0.06815305975288566,1.0,1
2019-02-27,0.5,0.0,0.5,0.6413079305460915,0.062191284163283456,1.0,1
2019-02-28,0.5,0.0,0.5,0.6412579280579993,0.04865557109365315,1.0,1
2019-03-01,0.5,0.0,0.5,0.6405126333142624,0.03576679783112002,1.0,1
2019-03-04,0.5,0.0,0.5,0.6715325659264034,0.05108003446566456,1.0,1
2019-03-05,0.5,0.0,0.5,0.654845128440566,0.045309572163530154,1.0,1
2019-03-06,0.5,0.0,0.5,0.6507649642758021,0.04363458690191924,1.0,1
2019-03-07,0.6,0.0,0.4,0.6178892183983089,0.02367626073810647,0.0,1
2019-03-08,0.6,0.0,0.4,0.5871598293417124,-0.014071797980113931,-0.0,1
2019-03-11,0.6,0.0,0.4,0.5920635978746396,-0.02176389493729891,-0.0,1
2019-03-12,0.5,0.0,0.5,0.6446653633446137,0.034202690738060815,1.0,1
2019-03-13,0.5,0.0,0.5,0.6470473029659566,0.044880470510634485,1.0,1
2019-03-14,0.5,0.0,0.5,0.6573950812731281,0.06223131219693401,1.0,1
2019-03-15,0.5,0.0,0.5,0.6600121471338652,0.0526623327816691,1.0,1
2019-03-18,0.5,0.0,0.5,0.6717758522546315,0.07264381053042368,1.0,1
2019-03-19,0.39999999999999997,0.0,0.6000000000000001,0.6710930873773001,0.07629722956408758,2.0,1
2019-03-20,0.39999999999999997,0.0,0.6000000000000001,0.6642977513837799,0.0807908513223734,2.0,1
2019-03-21,0.39999999999999997,0.0,0.6000000000000001,0.6627838658405946,0.08623798238757985,2.0,1
2019-03-22,0.29999999999999993,0.0,0.7000000000000001,0.6801567072085014,0.12586960455716234,3.0,1
2019-03-25,0.5,0.0,0.5,0.6087863368339803,0.047348166332157327,1.0,1
2019-03-26,0.5,0.0,0.5,0.6241651189356864,0.03682052893597243,1.0,1
2019-03-27,0.5,0.0,0.5,0.6661798349120672,0.046482417424196676,1.0,1
2019-03-28,0.6,0.0,0.4,0.6367734104374713,0.022443143727251424,0.0,1
2019-03-29,0.6,0.0,0.4,0.6668728196425237,0.024767342851963914,0.0,1
2019-04-01,0.5,0.0,0.5,0.7028946626995013,0.04342890038028946,1.0,1
2019-04-02,0.39999999999999997,0.0,0.6000000000000001,0.7164222997386364,0.07770971750075062,2.0,1
2019-04-03,0.39999999999999997,0.0,0.6000000000000001,0.722007667370371,0.0823176520869513,2.0,1
2019-04-04,0.39999999999999997,0.0,0.6000000000000001,0.7139600425156497,0.09182358246724376,2.0,1
2019-04-05,0.39999999999999997,0.0,0.6000000000000001,0.7142652773843126,0.07943392005105676,2.0,1
2019-04-08,0.39999999999999997,0.0,0.6000000000000001,0.7262855242805425,0.08382010183004729,2.0,1
2019-04-09,0.39999999999999997,0.0,0.6000000000000001,0.7295018990067867,0.08305075508387749,2.0,1
2019-04-10,0.5,0.0,0.5,0.7032156427383423,0.0635706945799186,1.0,1
2019-04-11,0.5,0.0,0.5,0.7143506846497876,0.0733353284264755,1.0,1
2019-04-12,0.5,0.0,0.5,0.7223500558783263,0.05814533827498303,1.0,1
2019-04-15,0.5,0.0,0.5,0.7385514109398302,0.06463270824310485,1.0,1
2019-04-16,0.5,0.0,0.5,0.7355946929307945,0.059418582029133526,1.0,1
2019-04-17,0.5,0.0,0.5,0.7343688204666536,0.06365420576938163,1.0,1
2019-04-18,0.5,0.0,0.5,0.7176082506057675,0.06819443234676537,1.0,1
2019-04-22,0.5,0.0,0.5,0.7262896214719602,0.06769036698638975,1.0,1
2019-04-23,0.5,0.0,0.5,0.7190804920727354,0.06889829558707894,1.0,1
2019-04-24,0.39999999999999997,0.0,0.6000000000000001,0.732740292076491,0.09898204202290128,2.0,1
2019-04-25,0.39999999999999997,0.0,0.6000000000000001,0.7163932034552373,0.07933009012788617,2.0,1
2019-04-26,0.39999999999999997,0.0,0.6000000000000001,0.7247157580538346,0.08083713946360294,2.0,1
2019-04-29,0.5,0.0,0.5,0.7336371952325274,0.0744260198065454,1.0,1
2019-04-30,0.5,0.0,0.5,0.721120126033029,0.0707867633869288,1.0,1
2019-05-01,0.5,0.0,0.5,0.7156802055161758,0.04032031947069781,1.0,1
2019-05-02,0.6,0.0,0.4,0.6865922218816324,0.023692226679939754,0.0,1
2019-05-03,0.6,0.0,0.4,0.6897229587577431,0.008029200123435665,0.0,1
2019-05-06,0.5,0.0,0.5,0.7273867001716682,0.049704403329400515,1.0,1
2019-05-07,0.5,0.0,0.5,0.680885919921809,0.026942261293880332,1.0,1
2019-05-08,0.7,0.0,0.30000000000000004,0.6031504208377692,-0.03326340871902367,-1.0,1
2019-05-09,0.7,0.0,0.30000000000000004,0.6001679416419686,-0.04233358939221399,-1.0,1
2019-05-10,0.7,0.0,0.30000000000000004,0.6007403358745277,-0.056600915832587084,-1.0,1
2019-05-13,0.7,0.0,0.30000000000000004,0.6471726043153473,-0.053552945782039285,-1.0,1
2019-05-14,0.9,0.0,0.09999999999999998,0.5448600889647054,-0.14633199437772526,-3.0,1
2019-05-15,0.8,0.0,0.19999999999999996,0.5950392363694906,-0.11542912010127215,-2.0,1
2019-05-16,0.8,0.0,0.19999999999999996,0.6333237483133896,-0.07559721184659929,-2.0,1
2019-05-17,0.7,0.0,0.30000000000000004,0.6745530350448514,-0.0444421808162101,-1.0,1
2019-05-20,0.7,0.0,0.30000000000000004,0.6545694406502784,-0.0704359625375528,-1.0,1
2019-05-21,0.8,0.0,0.19999999999999996,0.6420644364844226,-0.11099445325202173,-2.0,1
2019-05-22,0.8,0.0,0.19999999999999996,0.6813885698018182,-0.07738915563397386,-2.0,1
2019-05-23,0.8,0.0,0.19999999999999996,0.6789602304160539,-0.08243832522070349,-2.0,1
2019-05-24,0.8,0.0,0.19999999999999996,0.6242671533889098,-0.11651428903884054,-2.0,1
2019-05-28,0.8,0.0,0.19999999999999996,0.6459587044014731,-0.10820035976098763,-2.0,1
2019-05-29,0.8,0.0,0.19999999999999996,0.6065208444054011,-0.10734247911863881,-2.0,1
2019-05-30,0.8,0.0,0.19999999999999996,0.5909926901639008,-0.11945763446984359,-2.0,1
2019-05-31,0.8,0.0,0.19999999999999996,0.609965296463634,-0.09942821792374934,-2.0,1
2019-06-03,0.9,0.0,0.09999999999999998,0.5629774062812611,-0.13218527419926562,-3.0,1
2019-06-04,0.9,0.0,0.09999999999999998,0.5504999672213099,-0.17296337731740008,-3.0,1
2019-06-05,0.8,0.0,0.19999999999999996,0.6097653362014165,-0.09354415906807467,-2.0,1
2019-06-06,0.7,0.0,0.30000000000000004,0.6292272735745542,-0.06475923455118382,-1.0,1
2019-06-07,0.7,0.0,0.30000000000000004,0.6412877130949904,-0.035501757192494376,-1.0,1
2019-06-10,0.6,0.0,0.4,0.647770511429775,0.023953592034431592,0.0,1
2019-06-11,0.5,0.0,0.5,0.6679241226519724,0.06415649196765494,1.0,1
2019-06-12,0.5,0.0,0.5,0.6647419779108582,0.0646554351686568,1.0,1
2019-06-13,0.5,0.0,0.5,0.6624706940022286,0.045752843247141683,1.0,1
2019-06-14,0.5,0.0,0.5,0.667453150899251,0.06334731205193211,1.0,1
2019-06-17,0.5,0.0,0.5,0.6760948517046715,0.05247785535161942,1.0,1
2019-06-18,0.5,0.0,0.5,0.6719761861055732,0.0718101640890898,1.0,1
2019-06-19,0.39999999999999997,0.0,0.6000000000000001,0.685873747809243,0.11278755974178178,2.0,1
2019-06-20,0.39999999999999997,0.0,0.6000000000000001,0.7025690963518084,0.1214208369111911,2.0,1
2019-06-21,0.29999999999999993,0.0,0.7000000000000001,0.7094234258571598,0.14512952022325143,3.0,1
2019-06-24,0.29999999999999993,0.0,0.7000000000000001,0.696406002631094,0.1305434456627439,3.0,1
2019-06-25,0.39999999999999997,0.0,0.6000000000000001,0.6988006780032592,0.12091473621529669,2.0,1
2019-06-26,0.5,0.0,0.5,0.6629712600205523,0.0573826487859026,1.0,1
2019-06-27,0.5,0.0,0.5,0.6760915569487512,0.06261286606836691,1.0,1
2019-06-28,0.5,0.0,0.5,0.685006346916789,0.06599415701017897,1.0,1
2019-07-01,0.5,0.0,0.5,0.7084822744885249,0.05989249009780995,1.0,1
2019-07-02,0.39999999999999997,0.0,0.6000000000000001,0.7285083107113896,0.0860580149360124,2.0,1
2019-07-03,0.39999999999999997,0.0,0.6000000000000001,0.7364863225862998,0.08621563866504545,2.0,1
2019-07-05,0.39999999999999997,0.0,0.6000000000000001,0.7428319690614789,0.09697825615374223,2.0,1
2019-07-08,0.39999999999999997,0.0,0.6000000000000001,0.7372581303627767,0.07841428330898093,2.0,1
2019-07-09,0.5,0.0,0.5,0.7127066555017988,0.04846493972540378,1.0,1
2019-07-10,0.5,0.0,0.5,0.7048556341640716,0.05786823290135312,1.0,1
2019-07-11,0.39999999999999997,0.0,0.6000000000000001,0.7269246259584586,0.08121940045558396,2.0,1
2019-07-12,0.5,0.0,0.5,0.7308772527630253,0.06985167351493105,1.0,1
2019-07-15,0.39999999999999997,0.0,0.6000000000000001,0.7438683194711121,0.07914358589091663,2.0,1
2019-07-16,0.39999999999999997,0.0,0.6000000000000001,0.7319727049840453,0.07856155253626618,2.0,1
2019-07-17,0.5,0.0,0.5,0.7228495290385538,0.055503440919260516,1.0,1
2019-07-18,0.5,0.0,0.5,0.6998784884548389,0.03514522760945771,1.0,1
2019-07-19,0.5,0.0,0.5,0.70910343330286,0.03528286710539841,1.0,1
2019-07-22,0.6,0.0,0.4,0.6885036751636461,0.0086072044845531,0.0,1
2019-07-23,0.5,0.0,0.5,0.708138272052827,0.029276711193430005,1.0,1
2019-07-24,0.5,0.0,0.5,0.7278523250185115,0.044957826630610764,1.0,1
2019-07-25,0.5,0.0,0.5,0.7362990801437448,0.05916518522878578,1.0,1
2019-07-26,0.6,0.0,0.4,0.7154345288030851,0.02335441019787754,0.0,1
2019-07-29,0.5,0.0,0.5,0.7232876063837413,0.046992903141047426,1.0,1
2019-07-30,0.5,0.0,0.5,0.7154220224409177,0.03138552763162972,1.0,1
2019-07-31,0.6,0.0,0.4,0.70068571426102,0.014358714767989555,0.0,1
2019-08-01,0.7,0.0,0.30000000000000004,0.6626191752810415,-0.028867535680744183,-1.0,1
2019-08-02,0.7,0.0,0.30000000000000004,0.6225098982572682,-0.0412308590838808,-1.0,1
2019-08-05,0.8,0.0,0.19999999999999996,0.6167761517807119,-0.08218273055335634,-2.0,1
2019-08-06,0.0,0.0,1.0,0.4908464479454417,-0.17276899440029925,-3.0,0
2019-08-07,0.9,0.0,0.09999999999999998,0.5549827547412739,-0.13352668476831586,-3.0,1
2019-08-08,0.8,0.0,0.19999999999999996,0.566251844157754,-0.1147421222199253,-2.0,1
2019-08-09,0.7,0.0,0.30000000000000004,0.6316536071490336,-0.052478578756631644,-1.0,1
2019-08-12,0.7,0.0,0.30000000000000004,0.609891687308646,-0.07478210276023867,-1.0,1
2019-08-13,0.8,0.0,0.19999999999999996,0.5496192643059908,-0.09833337591786762,-2.0,1
2019-08-14,0.7,0.0,0.30000000000000004,0.6347893098724229,-0.03474178640197667,-1.0,1
2019-08-15,0.8,0.0,0.19999999999999996,0.5286987303398557,-0.11400820277664303,-2.0,1
2019-08-16,0.8,0.0,0.19999999999999996,0.5455801250903365,-0.11010430143610295,-2.0,1
2019-08-19,0.7,0.0,0.30000000000000004,0.6185971475322553,-0.06405742075789411,-1.0,1
2019-08-20,0.6,0.0,0.4,0.6642313733614259,-0.015909910359377832,-0.0,1
2019-08-21,0.7,0.0,0.30000000000000004,0.6423134258638212,-0.029869126098093224,-1.0,1
2019-08-22,0.6,0.0,0.4,0.6846939871872663,0.001308286053643526,0.0,1
2019-08-23,0.6,0.0,0.4,0.6689061289022403,-0.0030282974852866573,-0.0,1
2019-08-26,0.8,0.0,0.19999999999999996,0.5771315424209691,-0.08365101066767644,-2.0,1
2019-08-27,0.7,0.0,0.30000000000000004,0.6063071697570713,-0.03752725470649865,-1.0,1
2019-08-28,0.7,0.0,0.30000000000000004,0.5804971812564946,-0.034686991684265034,-1.0,1
2019-08-29,0.6,0.0,0.4,0.6042806128267825,-0.01896591783232726,-0.0,1
2019-08-30,0.5,0.0,0.5,0.6485756391039564,0.02890626235979532,1.0,1
2019-09-03,0.6,0.0,0.4,0.6207561095335579,0.02270627556910232,0.0,1
2019-09-04,0.6,0.0,0.4,0.594458846873155,-0.009971094977189954,-0.0,1
2019-09-05,0.5,0.0,0.5,0.6498895850945022,0.02846775402429369,1.0,1
2019-09-06,0.39999999999999997,0.0,0.6000000000000001,0.6865098407442844,0.07961714229625882,2.0,1
2019-09-09,0.5,0.0,0.5,0.7082367125279737,0.0746408652444619,1.0,1
2019-09-10,0.5,0.0,0.5,0.7075820099526869,0.06458362768961878,1.0,1
2019-09-11,0.5,0.0,0.5,0.7076665259422622,0.05129763911541252,1.0,1
2019-09-12,0.39999999999999997,0.0,0.6000000000000001,0.7224118670095123,0.0769586063338834,2.0,1
2019-09-13,0.39999999999999997,0.0,0.6000000000000001,0.7285689537169935,0.08196776056135424,2.0,1
2019-09-16,0.5,0.0,0.5,0.7321831821530246,0.06272466213705719,1.0,1
2019-09-17,0.5,0.0,0.5,0.6997421991366677,0.04347823890845626,1.0,1
2019-09-18,0.5,0.0,0.5,0.7042482645171363,0.05426484805996368,1.0,1
2019-09-19,0.5,0.0,0.5,0.720976513535831,0.04960647350368386,1.0,1
2019-09-20,0.5,0.0,0.5,0.7156313277603686,0.051330272096681506,1.0,1
2019-09-23,0.6,0.0,0.4,0.6897917161842937,0.01660675543650969,0.0,1
2019-09-24,0.6,0.0,0.4,0.6862657314415403,0.011327334907382136,0.0,1
2019-09-25,0.7,0.0,0.30000000000000004,0.6299235047055136,-0.03092253238136089,-1.0,1
2019-09-26,0.6,0.0,0.4,0.6619169169419049,-0.0040679808890281555,-0.0,1
2019-09-27,0.6,0.0,0.4,0.6608453222309818,-0.017166816900032078,-0.0,1
2019-09-30,0.7,0.0,0.30000000000000004,0.6320038930282248,-0.05216029409415279,-1.0,1
2019-10-01,0.7,0.0,0.30000000000000004,0.6484440041228638,-0.02777228430818912,-1.0,1
2019-10-02,0.7,0.0,0.30000000000000004,0.5947615210641223,-0.052331258944484316,-1.0,1
2019-10-03,0.8,0.0,0.19999999999999996,0.5421645793974738,-0.097922524599667,-2.0,1
2019-10-04,0.7,0.0,0.30000000000000004,0.5761550855335227,-0.06402855670499863,-1.0,1
2019-10-07,0.6,0.0,0.4,0.6280730079000644,-0.02233251292613081,-0.0,1
2019-10-08,0.7,0.0,0.30000000000000004,0.6191636565768114,-0.028979165573843835,-1.0,1
