,vix,vix_ma,irx,irx_delta,curve_slope,spy_sma,spy_above_sma,qqq_mom,score_vix_level,score_vix_trend,score_rate_easing,score_trend,score_momentum,score_curve,composite
2021-10-12,19.850000381469727,20.861499977111816,0.03999999910593033,0.0,1.034000001847744,388.014015045166,1,0.21906891467412737,2,1,1,1,1,1,6.0
2021-10-13,18.639999389648438,20.884499931335448,0.04500000178813934,0.0,1.0420000106096268,388.32712051391604,1,0.22887357206247416,2,1,1,1,1,1,6.0
2021-10-14,16.860000610351562,20.792999935150146,0.03999999910593033,-0.005000002682209015,1.0099999532103539,388.67793685913085,1,0.2620466536836088,2,1,1,1,1,1,6.0
2021-10-15,16.299999237060547,20.567499923706055,0.03799999877810478,-0.005000002682209015,1.0839999802410603,389.0421255493164,1,0.27857835737355563,2,1,1,1,1,1,6.0
2021-10-18,16.309999465942383,20.097499942779542,0.0430000014603138,-0.0020000003278255463,1.1189999394118786,389.40372116088867,1,0.2985528840855298,2,1,1,1,1,1,6.0
2021-10-19,15.699999809265137,19.66449990272522,0.05000000074505806,0.010000001639127731,1.106999944895506,389.80522491455076,1,0.3300932111710244,2,1,1,1,1,1,6.0
2021-10-20,15.489999771118164,19.395499849319457,0.05000000074505806,0.004999998956918716,1.096999954432249,390.203225402832,1,0.3255090605637665,2,1,1,1,1,1,6.0
2021-10-21,15.010000228881836,19.21449990272522,0.05000000074505806,0.004999998956918716,1.162000011652708,390.59643814086917,1,0.3346359583556622,2,1,1,1,1,1,6.0
2021-10-22,15.430000305175781,19.098499917984007,0.05000000074505806,0.010000001639127731,1.1609999649226665,390.96160903930667,1,0.3234682306263299,2,1,1,1,1,1,6.0
2021-10-25,15.239999771118164,18.922499895095825,0.05000000074505806,0.010000001639127731,1.1259999983012676,391.3281466674805,1,0.3343886124245017,2,1,1,1,1,1,6.0
2021-10-26,15.979999542236328,18.558999872207643,0.05000000074505806,0.012000001966953278,1.1329999677836895,391.7085740661621,1,0.35896947953581204,2,1,1,1,1,1,6.0
2021-10-27,16.979999542236328,18.279999876022337,0.05000000074505806,0.004999998956918716,1.0880000106990337,392.07913482666015,1,0.3515702159486347,2,1,1,1,1,1,6.0
2021-10-28,16.530000686645508,17.949499940872194,0.04800000041723251,0.00299999862909317,1.1399999633431435,392.4655348205566,1,0.42201941079683625,2,1,1,1,1,1,6.0
2021-10-29,16.260000228881836,17.707499933242797,0.04800000041723251,0.004999998956918716,1.1399999633431435,392.8624963378906,1,0.40445548051791524,2,1,1,1,1,1,6.0
2021-11-01,16.40999984741211,17.379999971389772,0.03999999910593033,-0.0030000023543834686,1.1579999551177025,393.27601806640627,1,0.44592989065482747,2,1,1,1,1,1,6.0
2021-11-02,16.030000686645508,17.116500043869017,0.04500000178813934,0.0,1.1040000468492508,393.68455108642576,1,0.4487485815715533,2,1,1,1,1,1,6.0
2021-11-03,15.100000381469727,16.821500062942505,0.04500000178813934,-0.004999998956918716,1.1399999409914017,394.0819479370117,1,0.43923321188053666,2,1,1,1,1,1,6.0
2021-11-04,15.4399995803833,16.616499996185304,0.03500000014901161,-0.010000001639127731,1.0689999721944332,394.48801010131837,1,0.39539344412252597,2,1,1,1,1,1,6.0
2021-11-05,16.479999542236328,16.501999950408937,0.03999999910593033,-0.0030000023543834686,1.0140000209212303,394.90801605224607,1,0.36123696330185484,2,1,1,1,1,1,6.0
2021-11-08,17.219999313354492,16.36299991607666,0.03500000014901161,-0.010000001639127731,1.08500000461936,395.32287338256833,1,0.3583772664577636,2,0,1,1,1,1,6.0
2021-11-09,17.780000686645508,16.259499931335448,0.03999999910593033,-0.017999999225139618,1.027999959886074,395.73323867797853,1,0.3771676774442623,2,0,1,1,1,1,6.0
2021-11-10,18.729999542236328,16.263999938964844,0.04500000178813934,-0.017999999225139618,1.1689999848604202,396.1695913696289,1,0.381680062202596,2,0,1,1,1,1,6.0
2021-11-11,17.65999984741211,16.30399990081787,0.03999999910593033,-0.015000000596046448,1.1809999570250511,396.59166107177737,1,0.3551959046447781,2,0,1,1,1,1,6.0
2021-11-12,16.290000915527344,16.30349998474121,0.0430000014603138,0.0,1.192999940365553,397.0653712463379,1,0.37591372008312196,2,1,1,1,1,1,6.0
2021-11-15,16.489999771118164,16.3125,0.03799999877810478,-0.005000002682209015,1.218999970704317,397.51116012573243,1,0.3636373887512545,2,0,1,1,1,1,6.0
2021-11-16,16.3700008392334,16.346000051498415,0.03999999910593033,0.0,1.2269999608397484,397.9408819580078,1,0.3627154453858594,2,0,1,1,1,1,6.0
2021-11-17,17.110000610351562,16.427000093460084,0.04500000178813934,-0.00299999862909317,1.1909999400377274,398.3638491821289,1,0.3677733907239553,2,0,1,1,1,1,6.0
2021-11-18,17.59000015258789,16.556000089645387,0.04500000178813934,0.0,1.178000047802925,398.7740884399414,1,0.3922350709737916,2,0,1,1,1,1,6.0
2021-11-19,17.90999984741211,16.680000066757202,0.04500000178813934,0.0020000003278255463,1.1579999476671219,399.17330490112306,1,0.38912858591175614,2,0,1,1,1,1,6.0
2021-11-22,19.170000076293945,16.87650008201599,0.03999999910593033,-0.0030000023543834686,1.2699999436736107,399.55328369140625,1,0.3824584155036448,2,0,1,1,1,1,6.0
2021-11-23,19.3799991607666,17.046500062942506,0.04500000178813934,0.007000003010034561,1.2889999896287918,399.93738693237304,1,0.3761092876823784,2,0,1,1,1,1,6.0
2021-11-24,18.579999923706055,17.12650008201599,0.05000000074505806,0.010000001639127731,1.29399998113513,400.3281562805176,1,0.36141334446832785,2,0,1,1,1,1,6.0
2021-11-26,28.6200008392334,17.731000089645384,0.0430000014603138,0.0030000023543834686,1.12600002810359,400.6667825317383,1,0.3274431105452704,1,0,1,1,1,1,5.0
2021-11-29,22.959999084472656,18.066000032424927,0.03799999877810478,-0.0020000003278255463,1.1469999440014362,401.0228871154785,1,0.34386901232822664,1,0,1,1,1,1,5.0
2021-11-30,27.190000534057617,18.605000066757203,0.04800000041723251,0.008000001311302185,1.1019999757409096,401.3380848693848,1,0.3214369751022199,1,0,1,1,1,1,5.0
2021-12-01,31.1200008392334,19.359500074386595,0.05000000074505806,0.015000000596046448,1.1049999706447124,401.6290803527832,1,0.28251811565955975,0,0,1,1,1,1,4.0
2021-12-02,27.950000762939453,20.002000093460083,0.0430000014603138,0.0030000023543834686,1.1649999432265759,401.9602803039551,1,0.29010317885383197,1,0,1,1,1,1,5.0
2021-12-03,30.670000076293945,20.763500118255614,0.0430000014603138,0.005000002682209015,1.0809999518096447,402.27598571777344,1,0.2658788616279737,0,0,1,1,1,1,4.0
2021-12-06,27.18000030517578,21.29850015640259,0.0430000014603138,0.005000002682209015,1.1700000576674938,402.6308953857422,1,0.27084361939795376,1,0,1,1,1,1,5.0
2021-12-07,21.889999389648438,21.532000160217287,0.057999998331069946,0.019999999552965164,1.198999971151352,403.02822143554687,1,0.30174191073132284,1,0,1,1,1,1,5.0
2021-12-08,19.899999618530273,21.638000106811525,0.05999999865889549,0.02499999850988388,1.2010000385344028,403.41150054931643,1,0.30315574752178054,2,1,1,1,1,1,6.0
2021-12-09,21.579999923706055,21.78050012588501,0.05299999937415123,0.017999999225139618,1.2039999701082706,403.82382049560545,1,0.3137244063427296,1,1,1,1,1,1,6.0
2021-12-10,18.690000534057617,21.832000160217284,0.05000000074505806,0.020000001415610313,1.2019999735057354,404.26594345092775,1,0.3226941768832099,2,1,1,1,1,1,6.0
2021-12-13,20.309999465942383,22.03300008773804,0.0430000014603138,0.015000000596046448,1.1700000576674938,404.645550994873,1,0.3064783994134448,1,1,1,1,1,1,6.0
2021-12-14,21.889999389648438,22.303000068664552,0.04800000041723251,0.023000000044703484,1.1859999671578407,405.02422073364255,1,0.2836426426093055,1,1,1,1,1,1,6.0
2021-12-15,19.290000915527344,22.449000072479247,0.04500000178813934,0.02500000223517418,1.216000035405159,405.460751953125,1,0.29902082307444133,2,1,1,1,1,1,6.0
2021-12-16,20.56999969482422,22.62200002670288,0.03500000014901161,0.009999999776482582,1.137999977916479,405.8997473144531,1,0.258694632145545,1,1,1,1,1,1,6.0
2021-12-17,21.56999969482422,22.821000003814696,0.029999999329447746,0.004999998956918716,1.1470000464469194,406.2831524658203,1,0.24428024294158934,1,1,1,1,1,1,6.0
2021-12-20,22.8700008392334,23.069000053405762,0.03799999877810478,0.012999998405575752,1.1260000355541706,406.65238327026367,1,0.23594552728854623,1,1,1,1,1,1,6.0
2021-12-21,21.010000228881836,23.161000061035157,0.06499999761581421,0.03999999724328518,1.1700000166893005,407.034356842041,1,0.2659751484383863,1,1,1,1,1,1,6.0
2021-12-22,18.6299991607666,23.123500061035156,0.06499999761581421,0.03499999828636646,1.1570000052452087,407.4269512939453,1,0.2779175356070738,2,1,1,1,1,1,6.0
2021-12-23,17.959999084472656,23.092500019073487,0.057999998331069946,0.0279999990016222,1.1850000321865082,407.81488571166994,1,0.2940694252729359,2,1,1,1,1,1,6.0
2021-12-27,17.68000030517578,22.545499992370605,0.0430000014603138,0.015000000596046448,1.2089999727904797,408.2317660522461,1,0.30967752172703955,2,1,1,1,1,1,6.0
2021-12-28,17.540000915527344,22.27450008392334,0.05000000074505806,0.02199999988079071,1.1950000040233135,408.63586853027346,1,0.29060008342072496,2,1,1,1,1,1,6.0
2021-12-29,16.950000762939453,21.762500095367432,0.04500000178813934,0.017000000923871994,1.2490000277757645,409.04517593383787,1,0.28925308938529226,2,1,1,1,1,1,6.0
2021-12-30,17.329999923706055,21.073000049591066,0.02500000037252903,-0.009999999776482582,1.249000048264861,409.4419734191895,1,0.2853586518648592,2,1,1,1,1,1,6.0
2021-12-31,17.219999313354492,20.536499977111816,0.032999999821186066,-0.006999999284744263,1.2300000116229057,409.86001388549806,1,0.27419701083424797,2,1,1,1,1,1,6.0
2022-01-03,16.600000381469727,19.832999992370606,0.05299999937415123,0.013000000268220901,1.312000010162592,410.29439727783205,1,0.3048885513714248,2,1,1,1,1,1,6.0
2022-01-04,16.90999984741211,19.319499969482422,0.07999999821186066,0.03999999910593033,1.2950000017881393,410.7135023498535,1,0.27743233448195403,2,1,1,1,1,1,6.0
2022-01-05,19.729999542236328,19.211499977111817,0.08500000089406967,0.04500000178813934,1.3479999676346779,411.1037858581543,1,0.2555812630590888,2,0,1,1,1,1,6.0
2022-01-06,19.610000610351562,19.19700002670288,0.09000000357627869,0.05000000447034836,1.3869999945163727,411.5012409973144,1,0.22506198123423848,2,0,1,1,1,1,6.0
2022-01-07,18.760000228881836,19.05600004196167,0.08799999952316284,0.0429999977350235,1.4169999957084656,411.8797894287109,1,0.19640761953941044,2,1,1,1,1,1,6.0
2022-01-10,19.399999618530273,19.091499996185302,0.09000000357627869,0.05000000447034836,1.4479999840259552,412.2262745666504,1,0.21474810648242348,2,0,1,1,1,1,6.0
2022-01-11,18.40999984741211,18.99650001525879,0.11800000071525574,0.08000000193715096,1.3889999687671661,412.5936923217773,1,0.23495990729574578,2,1,1,1,1,1,6.0
2022-01-12,17.6200008392334,18.78300008773804,0.11500000208616257,0.07200000062584877,1.3780000284314156,412.9720045471191,1,0.23154033167754262,2,1,1,1,1,1,6.0
2022-01-13,20.309999465942383,18.834000015258788,0.10999999940395355,0.05999999865889549,1.3709999471902847,413.3122329711914,1,0.20718741313727507,1,0,1,1,1,1,5.0
2022-01-14,19.190000534057617,18.76500005722046,0.11800000071525574,0.06799999997019768,1.429999977350235,413.6333703613281,1,0.2243979232140889,2,0,1,1,1,1,6.0
2022-01-18,22.790000915527344,18.826000118255614,0.12999999523162842,0.07999999448657036,1.5180000066757202,413.88883728027344,1,0.17674903399365127,1,0,1,1,1,1,5.0
2022-01-19,23.850000381469727,18.875000095367433,0.16500000655651093,0.11500000581145287,1.4459999352693558,414.1230679321289,1,0.13736790659085818,1,0,1,1,1,1,5.0
2022-01-20,25.59000015258789,19.104000091552734,0.1679999977350235,0.11799999698996544,1.4500000327825546,414.3315196228027,1,0.1136862788532933,1,0,1,1,1,1,5.0
2022-01-21,28.850000381469727,19.61500015258789,0.15800000727176666,0.1080000065267086,1.389000043272972,414.4895935058594,0,0.08593277772601193,1,0,1,0,1,1,4.0
2022-01-24,29.899999618530273,20.212000179290772,0.1550000011920929,0.10500000044703484,1.3590000569820404,414.64257034301755,1,0.08196035709857608,1,0,1,1,1,1,5.0
2022-01-25,31.15999984741211,20.886000156402588,0.1850000023841858,0.13700000196695328,1.3809999823570251,414.76951751708987,0,0.055335115042924876,0,0,1,0,1,1,3.0
2022-01-26,31.959999084472656,21.607000064849853,0.17800000309944153,0.13000000268220901,1.4719999730587006,414.8856268310547,0,0.08389956982718161,0,0,1,0,1,1,3.0
2022-01-27,30.489999771118164,22.28400001525879,0.1850000023841858,0.14500000327825546,1.4769999384880066,414.99822677612303,0,0.06667295783486615,0,0,1,0,1,1,3.0
2022-01-28,27.65999984741211,22.800500011444093,0.17299999296665192,0.12799999117851257,1.4509999603033066,415.14070190429686,1,0.1237755244120351,1,0,1,1,1,1,5.0
2022-01-31,24.829999923706055,23.18100004196167,0.17299999296665192,0.12799999117851257,1.4409999698400497,415.31423095703127,1,0.13144032565737396,1,0,1,1,1,1,5.0
2022-02-01,21.959999084472656,23.448999977111818,0.2029999941587448,0.1679999940097332,1.4209999591112137,415.5116716003418,1,0.12085216041514513,1,1,1,1,1,1,6.0
2022-02-02,22.09000015258789,23.707999992370606,0.1850000023841858,0.14500000327825546,1.4150000214576721,415.7440629577637,1,0.13446047145888484,1,1,1,1,1,1,6.0
2022-02-03,24.350000381469727,23.939000034332274,0.19300000369548798,0.15800000354647636,1.4680000096559525,415.90753646850584,1,0.07574269594207661,1,0,1,1,1,1,5.0
2022-02-04,23.219999313354492,24.119499969482423,0.22300000488758087,0.18300000578165054,1.564999982714653,416.09866119384765,1,0.08563118304184214,1,1,1,1,1,1,6.0
2022-02-07,22.860000610351562,24.324499988555907,0.2029999941587448,0.15799999237060547,1.5619999915361404,416.2621192932129,1,0.06973105055083728,1,1,1,1,1,1,6.0
2022-02-08,21.440000534057617,24.426500034332275,0.2750000059604645,0.23500000685453415,1.532999962568283,416.4388722229004,1,0.08197667903111494,1,1,1,1,1,1,6.0
2022-02-09,19.959999084472656,24.503999996185303,0.27000001072883606,0.22700000926852226,1.5320000350475311,416.64717559814454,1,0.10742813776579596,2,1,1,1,1,1,6.0
2022-02-10,23.90999984741211,24.818499946594237,0.3700000047683716,0.3320000059902668,1.5740000009536743,416.81726806640626,1,0.07644429788440643,1,1,1,1,1,1,6.0
2022-02-11,27.360000610351562,25.171000003814697,0.33799999952316284,0.2980000004172325,1.5300000309944153,416.9331481933594,0,0.036504359868638314,1,0,1,0,0,1,3.0
2022-02-14,28.329999923706055,25.62799997329712,0.36000001430511475,0.3150000125169754,1.5579999685287476,417.0551252746582,0,0.040603220826253006,1,0,1,0,0,1,3.0
2022-02-15,25.700000762939453,25.773499965667725,0.4000000059604645,0.35500000417232513,1.5349999368190765,417.2062936401367,1,0.07161857137765337,1,1,1,1,1,1,6.0
2022-02-16,24.290000915527344,25.795499992370605,0.37299999594688416,0.3279999941587448,1.5469999611377716,417.37186874389647,1,0.07605265513105297,1,1,1,1,1,1,6.0
2022-02-17,28.110000610351562,25.92150001525879,0.3449999988079071,0.3049999997019768,1.5030000507831573,417.49183914184573,0,0.04862014040918505,1,0,1,0,0,1,3.0
2022-02-18,27.75,25.866499996185304,0.3179999887943268,0.27299998700618744,1.5060000121593475,417.5829573059082,0,0.0642453438860946,1,0,1,0,1,1,4.0
2022-02-22,28.809999465942383,25.811999988555907,0.33000001311302185,0.2800000123679638,1.5360000431537628,417.63785232543944,0,0.056702403665003676,1,0,1,0,1,1,4.0
2022-02-23,31.020000457763672,25.805000019073486,0.3400000035762787,0.2970000021159649,1.5530000030994415,417.67632614135744,0,0.02121677174703085,0,0,1,0,0,1,2.0
2022-02-24,30.31999969482422,25.723000049591064,0.28299999237060547,0.2449999935925007,1.5670000314712524,417.76217056274413,0,0.09366241009571175,0,0,1,0,1,1,3.0
2022-02-25,27.59000015258789,25.57800006866455,0.2980000078678131,0.2500000074505806,1.5869999825954437,417.93368240356443,0,0.1059902850165495,1,0,1,0,1,1,4.0
2022-02-28,30.149999618530273,25.70250005722046,0.2879999876022339,0.23799998685717583,1.4329999685287476,418.0771691894531,0,0.07688961120091364,0,0,1,0,1,1,3.0
2022-03-01,33.31999969482422,26.127000045776366,0.31299999356269836,0.26999999210238457,1.2360000312328339,418.1598693847656,0,0.07768576210986389,0,0,1,0,1,1,3.0
2022-03-02,30.739999771118164,26.566000080108644,0.32499998807907104,0.28199998661875725,1.4269999861717224,418.2848292541504,0,0.12851818411901084,0,0,1,0,1,1,3.0
2022-03-03,30.479999542236328,26.985500049591064,0.33500000834465027,0.29200000688433647,1.401999980211258,418.4162242126465,0,0.13090711080490225,0,0,1,0,1,1,3.0
2022-03-04,31.979999542236328,27.367000007629393,0.3050000071525574,0.24700000882148743,1.3260000348091125,418.53596588134764,0,0.09798160832776559,0,0,1,0,1,1,3.0
2022-03-07,36.45000076293945,28.028500080108643,0.3050000071525574,0.24500000849366188,1.3859999775886536,418.5749758911133,0,0.08830114330830963,0,0,1,0,1,1,3.0
2022-03-08,35.130001068115234,28.642000102996825,0.36000001430511475,0.3070000149309635,1.4459999799728394,418.6005743408203,0,0.04213912090788785,0,0,1,0,0,1,2.0
2022-03-09,32.45000076293945,29.192500114440918,0.3700000047683716,0.3200000040233135,1.5099999904632568,418.6590571594238,0,0.08274524420604412,0,0,1,0,1,1,3.0
2022-03-10,30.229999542236328,29.706000137329102,0.36000001430511475,0.31700001284480095,1.5809999704360962,418.7127798461914,0,0.046616473018372906,0,0,1,0,0,1,2.0
2022-03-11,30.75,30.048000144958497,0.36500000953674316,0.31700000911951065,1.5950000286102295,418.73710891723636,0,0.03329372064731917,0,0,1,0,0,1,2.0
2022-03-14,31.770000457763672,30.268500137329102,0.3779999911785126,0.33299998939037323,1.714000016450882,418.7459303283691,0,0.002737488402042132,0,0,1,0,0,1,2.0
2022-03-15,29.829999923706055,30.3435001373291,0.4480000138282776,0.413000013679266,1.6660000681877136,418.79450210571287,0,0.028544830744808847,1,1,1,0,0,1,4.0
2022-03-16,26.670000076293945,30.392000102996825,0.43299999833106995,0.4029999990016222,1.7649999558925629,418.8893748474121,0,0.06231588453091619,1,1,1,0,1,1,5.0
2022-03-17,25.670000076293945,30.461000061035158,0.36000001430511475,0.32200001552700996,1.8079999685287476,419.00687133789063,0,0.10915069039433756,1,1,1,0,1,1,5.0
2022-03-18,23.8700008392334,30.249000072479248,0.382999986410141,0.3179999887943268,1.7599999010562897,419.1544386291504,1,0.12787655943988718,1,1,1,1,1,1,6.0
2022-03-21,23.530000686645508,30.038000106811523,0.45500001311302185,0.39000001549720764,1.8849999010562897,419.2835057067871,1,0.10403685694590403,1,1,1,1,1,1,6.0
2022-03-22,22.940000534057617,29.744500160217285,0.5199999809265137,0.4619999825954437,1.8659999370574951,419.439090423584,1,0.13066650752262898,1,1,1,1,1,1,6.0
2022-03-23,23.56999969482422,29.37200012207031,0.47999998927116394,0.43699998781085014,1.8599999248981476,419.5668600463867,1,0.13353494322776704,1,1,1,1,1,1,6.0
2022-03-24,21.670000076293945,28.9395001411438,0.4830000102519989,0.43300000950694084,1.889999896287918,419.7292242431641,1,0.16073939393939396,1,1,1,1,1,1,6.0
2022-03-25,20.809999465942383,28.600500106811523,0.5199999809265137,0.47499997913837433,2.052999973297119,419.8928448486328,1,0.1426315228510202,1,1,1,1,1,1,6.0
2022-03-28,19.6299991607666,28.07450008392334,0.5080000162124634,0.48300001583993435,2.0570000410079956,420.06843139648436,1,0.16064123341071346,2,1,1,1,1,1,6.0
2022-03-29,18.899999618530273,27.353500080108642,0.5550000071525574,0.5220000073313713,1.9299998879432678,420.2662661743164,1,0.18658758243179818,2,1,0,1,1,1,6.0
2022-03-30,19.329999923706055,26.78300008773804,0.5249999761581421,0.47199997678399086,1.9229999780654907,420.45426010131837,1,0.15579432979770558,2,1,1,1,1,1,6.0
2022-03-31,20.559999465942383,26.28700008392334,0.49300000071525574,0.4130000025033951,1.9289999306201935,420.6199183654785,1,0.12233707201528676,1,1,1,1,1,1,6.0
2022-04-01,19.6299991607666,25.669500064849853,0.5,0.41499999910593033,2.0490000247955322,420.79228591918945,1,0.09827381332918916,2,1,1,1,1,1,6.0
2022-04-04,18.56999969482422,24.77550001144409,0.5379999876022339,0.4479999840259552,2.0170000791549683,421.0095950317383,1,0.12166509834869843,2,1,1,1,1,1,6.0
2022-04-05,21.030000686645508,24.070499992370607,0.6679999828338623,0.5799999833106995,2.0280001163482666,421.1717741394043,1,0.09411339979767108,1,1,0,1,1,1,5.0
2022-04-06,22.100000381469727,23.55299997329712,0.6629999876022339,0.5729999840259552,2.038999915122986,421.30207305908203,1,0.059306871446344056,1,1,0,1,1,1,5.0
2022-04-07,21.549999237060547,23.11899995803833,0.6600000262260437,0.542000025510788,2.0309999585151672,421.4454072570801,1,0.05543108160801813,1,1,0,1,1,1,5.0
2022-04-08,21.15999984741211,22.639499950408936,0.6679999828338623,0.5529999807476997,2.0880000591278076,421.571350402832,1,0.04203726059212087,1,1,0,1,0,1,4.0
2022-04-11,24.3700008392334,22.26949996948242,0.6800000071525574,0.5700000077486038,2.105000078678131,421.6540240478516,0,0.0056464197285563955,1,0,0,0,0,1,2.0
2022-04-12,24.260000228881836,21.99099998474121,0.7379999756813049,0.6199999749660492,1.9380001425743103,421.7249565124512,0,0.013569205752894664,1,0,0,0,0,1,2.0
2022-04-13,21.81999969482422,21.748499965667726,0.7400000095367432,0.6100000143051147,1.9019999504089355,421.8185624694824,0,0.01873316743491049,1,0,0,0,0,1,2.0
2022-04-14,22.700000762939453,21.6,0.7480000257492065,0.5830000191926956,2.037999987602234,421.88436447143556,0,-0.005726767133200528,1,0,0,0,0,1,2.0
2022-04-18,22.170000076293945,21.51499996185303,0.7549999952316284,0.5869999974966049,2.041000008583069,421.93991470336914,0,0.004227145994386561,1,0,0,0,0,1,2.0
2022-04-19,21.3700008392334,21.40699996948242,0.8330000042915344,0.6749999970197678,2.0559999346733093,422.01350143432614,0,0.03421082643453799,1,1,0,0,0,1,3.0
2022-04-20,20.31999969482422,21.27599992752075,0.7950000166893005,0.6400000154972076,2.0649998784065247,422.0892276000977,0,0.010476590174047784,1,1,0,0,0,1,3.0
2022-04-21,22.68000030517578,21.23149995803833,0.800000011920929,0.6150000095367432,2.1790000796318054,422.12632217407224,0,0.0016432994969624026,1,0,0,0,0,1,2.0
2022-04-22,28.209999084472656,21.558499908447267,0.7799999713897705,0.601999968290329,2.1689999103546143,422.1231315612793,0,-0.03671299321167443,1,0,0,0,0,1,2.0
2022-04-25,27.020000457763672,21.86899995803833,0.7979999780654907,0.6129999756813049,2.0609999895095825,422.1100750732422,0,-0.030650222626020462,1,0,0,0,0,1,2.0
2022-04-26,33.52000045776367,22.563500022888185,0.8330000042915344,0.6600000113248825,1.9639999270439148,422.03099380493165,0,-0.06317989047790917,0,0,0,0,0,1,1.0
2022-04-27,31.600000381469727,23.198500061035155,0.8080000281333923,0.6350000351667404,2.0070000290870667,421.96442886352537,0,-0.06112833558969777,0,0,0,0,0,1,1.0
2022-04-28,29.989999771118164,23.73150005340576,0.7850000262260437,0.5820000320672989,2.0950000882148743,421.94468688964844,0,-0.03126981527129569,1,0,0,0,0,1,2.0
2022-04-29,33.400001525878906,24.37350015640259,0.8080000281333923,0.6230000257492065,2.1039999127388,421.8571235656738,0,-0.06875729105277917,0,0,0,0,0,1,1.0
2022-05-02,32.34000015258789,25.00900020599365,0.7649999856948853,0.5719999819993973,2.2450000047683716,421.7972705078125,0,-0.04814001633596254,0,0,0,0,0,1,1.0
2022-05-03,29.25,25.54300022125244,0.8949999809265137,0.6719999760389328,2.1080000400543213,421.7762509155273,0,-0.02966220400354691,1,0,0,0,0,1,2.0
2022-05-04,25.420000076293945,25.762500190734862,0.8330000042915344,0.6300000101327896,2.062999904155731,421.78669311523436,0,0.006531302578916431,1,1,0,0,0,1,3.0
2022-05-05,31.200000762939453,26.21750020980835,0.8029999732971191,0.5279999673366547,2.2209999561309814,421.70862991333007,0,-0.051312382579478344,0,0,0,0,0,1,1.0
2022-05-06,30.190000534057617,26.6495002746582,0.8149999976158142,0.5449999868869781,2.227999985218048,421.6146170043945,0,-0.07022272190231071,0,0,0,0,0,1,1.0
2022-05-09,34.75,27.3290002822876,0.800000011920929,0.4300000071525574,2.1830000281333923,421.4373025512695,0,-0.08345504075304044,0,0,1,0,0,1,2.0
2022-05-10,32.9900016784668,27.76000032424927,0.878000020980835,0.5400000214576721,2.0399999618530273,421.25928100585935,0,-0.07103710929551221,0,0,0,0,0,1,1.0
2022-05-11,32.560001373291016,28.175000381469726,0.8830000162124634,0.5230000019073486,1.9959999322891235,421.06067932128906,0,-0.07463766037700648,0,0,0,0,0,1,1.0
2022-05-12,31.770000457763672,28.6725004196167,0.9049999713897705,0.504999965429306,1.877000093460083,420.8609812927246,0,-0.08390815690453002,0,0,0,0,0,1,1.0
2022-05-13,28.8700008392334,28.981000423431396,0.9430000185966492,0.570000022649765,1.9449999928474426,420.69713668823243,0,-0.07047860783624926,1,1,0,0,0,1,3.0
2022-05-16,27.469999313354492,29.246000385284425,0.9800000190734863,0.6350000202655792,1.8399999141693115,420.53560592651365,0,-0.07564571728911329,1,1,0,0,0,1,3.0
2022-05-17,26.100000381469727,29.48250036239624,1.0379999876022339,0.7199999988079071,1.908000111579895,420.41732513427735,0,-0.04525870966211876,1,1,0,0,0,1,3.0
2022-05-18,30.959999084472656,30.01450033187866,1.003000020980835,0.6730000078678131,1.8880000114440918,420.20448638916014,0,-0.09316823772457472,0,0,0,0,0,1,1.0
2022-05-19,29.350000381469727,30.34800033569336,1.0,0.6599999964237213,1.8469998836517334,419.990458984375,0,-0.11514369746918707,1,1,0,0,0,1,3.0
2022-05-20,29.43000030517578,30.409000396728516,0.9779999852180481,0.6949999928474426,1.828000009059906,419.76421157836916,0,-0.1129845983290847,1,1,0,0,0,1,3.0
2022-05-23,28.479999542236328,30.48200035095215,0.9929999709129333,0.6949999630451202,1.8820000290870667,419.5690353393555,0,-0.11315125300964624,1,1,0,0,0,1,3.0
2022-05-24,29.450000762939453,30.278500366210938,1.0429999828338623,0.7549999952316284,1.7139999866485596,419.3612100219727,0,-0.13320698431101774,1,1,0,0,0,1,3.0
2022-05-25,28.3700008392334,30.117000389099122,1.0449999570846558,0.7319999635219574,1.6759999990463257,419.16727325439456,0,-0.12412711920797503,1,1,0,0,0,1,3.0
2022-05-26,27.5,29.992500400543214,1.027999997138977,0.703000009059906,1.6880000829696655,419.00574951171876,0,-0.0964790694994081,1,1,0,0,0,1,3.0
2022-05-27,25.719999313354492,29.608500289916993,1.024999976158142,0.6899999678134918,1.6990000009536743,418.8850718688965,0,-0.06992238850498922,1,1,0,0,0,1,3.0
2022-05-31,26.190000534057617,29.301000308990478,1.0299999713897705,0.7249999642372131,1.7810001373291016,418.7495742797852,0,-0.0692958634399532,1,1,0,0,0,1,3.0
2022-06-01,25.690000534057617,29.12300033569336,1.1030000448226929,0.7980000376701355,1.834999918937683,418.59335494995116,0,-0.0779798738800368,1,1,0,0,0,1,3.0
2022-06-02,24.719999313354492,29.088000297546387,1.1130000352859497,0.753000020980835,1.7959998846054077,418.48776809692384,0,-0.04276904771411616,1,1,0,0,0,1,3.0
2022-06-03,24.790000915527344,28.76750030517578,1.1349999904632568,0.7649999856948853,1.815999984741211,418.3725413513184,0,-0.0832331233804805,1,1,0,0,0,1,3.0
2022-06-06,25.06999969482422,28.51150026321411,1.159999966621399,0.7999999523162842,1.8750001192092896,418.26004302978515,0,-0.08291192381452794,1,1,0,0,0,1,3.0
