,equity
2022-01-14,169331.06588482056
2022-01-18,168224.3676397003
2022-01-19,167691.47480189338
2022-01-20,167103.0826556743
2022-01-21,166160.0393231868
2022-01-24,166357.57819821176
2022-01-25,165790.15914759843
2022-01-26,165799.21300037723
2022-01-27,165610.36380865506
2022-01-28,166560.93539769098
2022-01-31,167390.19570861798
2022-02-01,167704.22276053665
2022-02-02,168192.5127252398
2022-02-03,166872.5528444617
2022-02-04,167102.95638550117
2022-02-07,166943.56241864746
2022-02-08,167354.46534055058
2022-02-09,168090.99278839162
2022-02-10,167133.56461277822
2022-02-11,166135.2728117496
2022-02-14,165988.1504044525
2022-02-15,166662.10509833274
2022-02-16,166743.66164974277
2022-02-17,165718.93622242924
2022-02-18,165450.86359622455
2022-02-22,165005.65256485192
2022-02-23,164276.71707931158
2022-02-24,164887.18671584112
2022-02-25,165794.58018237897
2022-02-28,165752.4562187939
2022-03-01,165081.22145018505
2022-03-02,165781.62524727453
2022-03-03,165524.30788960384
2022-03-04,165172.71846948282
2022-03-07,164057.65682207272
2022-03-08,163782.91878948637
2022-03-09,164754.33931115957
2022-03-10,164588.5317258168
2022-03-11,164120.33045060016
2022-03-14,163855.45262593566
2022-03-15,164654.0692588796
2022-03-16,165477.36673466745
2022-03-17,166148.601091478
2022-03-18,166698.4914707046
2022-03-21,166684.31079415084
2022-03-22,167349.80100321973
2022-03-23,166007.50404994423
2022-03-24,169204.92549304437
2022-03-25,169096.98869378396
2022-03-28,171681.37694052077
2022-03-29,174736.37674814463
2022-03-30,172811.90463351907
2022-03-31,170245.50593001407
2022-04-01,170045.66212831825
2022-04-04,173431.92479290825
2022-04-05,169384.5430659388
2022-04-06,165705.85889551713
2022-04-07,165948.1430827396
2022-04-08,164215.59565466514
2022-04-11,161372.95127148042
2022-04-12,162495.64135111845
2022-04-13,162985.0444302052
2022-04-14,162454.28810967272
2022-04-18,162475.27038436377
2022-04-19,163163.17300916332
2022-04-20,163107.03275377228
2022-04-21,162387.08108930453
2022-04-22,161082.8531034566
2022-04-25,161224.74712557427
2022-04-26,160204.25876870597
2022-04-27,160303.1095793715
2022-04-28,161048.444253885
2022-04-29,159806.23939833257
2022-05-02,160013.15098343007
2022-05-03,160172.40307081986
2022-05-04,161214.13300900458
2022-05-05,159750.0114626971
2022-05-06,159493.88836355746
2022-05-09,158429.5797181746
2022-05-10,158508.21423958422
2022-05-11,157998.29833878594
2022-05-12,157969.45285605598
2022-05-13,158734.9066738978
2022-05-16,158607.40576973974
2022-05-17,159279.94864510227
2022-05-18,157761.41332869505
2022-05-19,157513.96985361958
2022-05-20,157532.1621521627
2022-05-23,158100.0836974494
2022-05-24,157871.11184601818
2022-05-25,158145.13174936044
2022-05-26,158763.5951499571
2022-05-27,159641.92993164415
2022-05-31,159433.17818194607
2022-06-01,159131.80656981323
2022-06-02,159852.52655495267
2022-06-03,159197.31942667926
2022-06-06,158669.94402753812
2022-06-07,159425.92684892117
2022-06-08,158782.71660103937
2022-06-09,156442.57983305317
2022-06-10,154437.16477203133
2022-06-13,153165.23297282332
2022-06-14,153164.5430542778
2022-06-15,153440.79346393916
2022-06-16,152756.90586672968
2022-06-17,152810.13803212496
2022-06-21,153296.64372103557
2022-06-22,153269.21727177151
2022-06-23,153468.08684189257
2022-06-24,154100.84465225498
2022-06-27,153993.6509645626
2022-06-28,153471.5583624321
2022-06-29,153459.67869823152
2022-06-30,153261.92912748706
2022-07-01,153536.5932927063
2022-07-05,153592.836655391
2022-07-06,153687.29915448945
2022-07-07,154080.08022694415
2022-07-08,154068.12798956706
2022-07-11,153780.90265900423
2022-07-12,153563.70526889566
2022-07-13,153440.84495428615
2022-07-14,153391.20483825263
2022-07-15,153885.06269609448
2022-07-18,153684.0284499325
2022-07-19,154384.90068875538
2022-07-20,154564.3691521597
2022-07-21,154845.00506374743
2022-07-22,154609.84830606848
2022-07-25,154653.89502601398
2022-07-26,154092.31271688212
2022-07-27,155203.12026205013
2022-07-28,155665.68533579423
2022-07-29,156387.24368720542
2022-08-01,156375.98601131985
2022-08-02,156118.77691952727
2022-08-03,157073.49290978294
2022-08-04,157237.84943237927
2022-08-05,156925.47762758122
2022-08-08,156734.781570737
2022-08-09,156126.58226127242
2022-08-10,157708.62203509896
2022-08-11,157272.33013373404
2022-08-12,158648.64549758835
2022-08-15,159270.5207099249
2022-08-16,159096.68940028088
2022-08-17,158187.68993544733
2022-08-18,158401.2185336381
2022-08-19,156874.9718004984
2022-08-22,155027.32370075362
2022-08-23,154953.59889744787
2022-08-24,155083.84795629865
2022-08-25,155728.1039296009
2022-08-26,154202.51925418727
2022-08-29,153896.92516282693
2022-08-30,153646.7739876006
2022-08-31,153490.24001465016
2022-09-01,153565.3351151478
2022-09-02,153313.80722155073
2022-09-06,153224.90717378526
2022-09-07,153663.87748001478
2022-09-08,153855.3925480243
2022-09-09,154277.9561353203
2022-09-12,154606.3632561775
2022-09-13,153216.4792571687
2022-09-14,153393.64985059146
2022-09-15,152975.04948659719
2022-09-16,152777.8757183052
2022-09-19,153031.6899196438
2022-09-20,152753.51621049788
2022-09-21,152215.65680385055
2022-09-22,151908.2196665494
2022-09-23,151438.82173170726
2022-09-26,151195.58885792355
2022-09-27,151145.23885385622
2022-09-28,151669.5243700014
2022-09-29,151135.53513085996
2022-09-30,150752.86359355776
2022-10-03,151364.80731311112
2022-10-04,152039.2354588472
2022-10-05,152051.49469782924
2022-10-06,151792.49654992222
2022-10-07,151071.89349708837
