,sleeve_equity
2019-01-24,99647.41461170309
2019-01-25,100440.22052177301
2019-01-28,100636.02915158753
2019-01-29,100947.69130868561
2019-01-30,101292.00906061589
2019-01-31,101324.57340521527
2019-02-01,101209.09166870505
2019-02-04,100955.15245929486
2019-02-05,101111.80340832243
2019-02-06,100714.67675939505
2019-02-07,100861.82734210868
2019-02-08,101090.12916077909
2019-02-11,100811.97601099162
2019-02-12,100946.15148492383
2019-02-13,100703.82897355416
2019-02-14,101053.86007094452
2019-02-15,101428.99707044255
2019-02-19,102386.44853037864
2019-02-20,102279.66290729158
2019-02-21,101565.4648979753
2019-02-22,101795.05171003536
2019-02-25,101733.47642688252
2019-02-26,101842.58099016912
2019-02-27,101399.49312850021
2019-02-28,101051.77298103165
2019-03-01,99996.21423858902
2019-03-04,99837.58856033527
2019-03-05,99914.85886982766
2019-03-06,99868.82705259239
2019-03-07,99827.3737210925
2019-03-08,100439.16901862949
2019-03-11,100169.27959743877
2019-03-12,100511.52383767598
2019-03-13,100908.60893367564
2019-03-14,100261.09490785202
2019-03-15,100542.39720347011
2019-03-18,100578.87049221923
2019-03-19,100740.02867434741
2019-03-20,101125.67412908087
2019-03-21,100886.21468998869
2019-03-22,101031.24495270917
2019-03-25,101497.47606896887
2019-03-26,101199.5876735984
2019-03-27,100887.1199095278
2019-03-28,100039.24537407786
2019-03-29,100122.72027823047
2019-04-01,99914.4916427976
2019-04-02,100117.95122020275
2019-04-03,100042.60592874934
2019-04-04,100184.17934742676
2019-04-05,100130.97028016127
2019-04-08,100369.92941473656
2019-04-09,100657.57499860597
2019-04-10,100837.70182470599
2019-04-11,100098.41195957822
2019-04-12,100048.71846144556
2019-04-15,99951.64447607749
2019-04-16,99475.25743531756
2019-04-17,99382.03853779526
2019-04-18,99424.00546727906
2019-04-22,99428.65634464793
2019-04-23,99329.75690309085
2019-04-24,99479.455787957
2019-04-25,99525.55518926936
2019-04-26,99861.63443797073
2019-04-29,99640.1140522083
2019-04-30,99808.2311346517
2019-05-01,99458.41373189703
2019-05-02,99259.1024255706
2019-05-03,99577.76276302955
2019-05-06,99652.9304762742
2019-05-07,99834.33878688746
2019-05-08,99705.8711692949
2019-05-09,99838.59296809706
2019-05-10,99944.75790389898
2019-05-13,100498.04326726281
2019-05-14,100409.38526034442
2019-05-15,100382.71025402672
2019-05-16,99997.44787940977
2019-05-17,99621.01632804725
2019-05-20,99620.86100040289
2019-05-21,99501.16143110453
2019-05-22,99452.31011713826
2019-05-23,99868.27247770457
2019-05-24,99930.04967509938
2019-05-28,99726.17974077648
2019-05-29,99748.10418348803
2019-05-30,100115.33095708647
2019-05-31,100845.59030727608
2019-06-03,101673.97004618216
2019-06-04,101704.90155522368
2019-06-05,101872.72978949064
2019-06-06,102086.78537736417
2019-06-07,102454.94420127245
2019-06-10,101810.82253979717
2019-06-11,101737.04478756576
2019-06-12,102074.31421416692
2019-06-13,102473.16850046905
2019-06-14,102455.7932805971
2019-06-17,102417.84671662081
2019-06-18,102749.8665775898
2019-06-19,103185.31717951171
2019-06-20,104951.50895945125
2019-06-21,105439.88114893538
2019-06-24,106621.12131215792
2019-06-25,106756.30885029677
2019-06-26,105979.3747730702
2019-06-27,105898.87609418869
2019-06-28,106128.60310161924
2019-07-01,104496.91160169628
2019-07-02,106199.84218405443
2019-07-03,106334.15477374573
2019-07-05,105394.31629263578
2019-07-08,104858.97814566607
2019-07-09,105141.40462474196
2019-07-10,106399.22464374194
2019-07-11,105694.64168895349
2019-07-12,106219.71732004706
2019-07-15,106221.54533857167
2019-07-16,105511.00369139701
2019-07-17,106887.14038457948
2019-07-18,108086.7275670609
2019-07-19,106785.05598225933
2019-07-22,106773.10967786412
2019-07-23,106268.34659709003
2019-07-24,106728.31364181067
2019-07-25,106127.5622108637
2019-07-26,106268.8465821413
2019-07-29,106835.04978956905
2019-07-30,107122.19033133882
2019-07-31,106001.3964705033
2019-08-01,108032.58373178449
2019-08-02,107716.65146731169
2019-08-05,108973.20446988608
2019-08-06,109714.47004428382
2019-08-07,111109.74932257764
2019-08-08,111610.06717809998
2019-08-09,111282.7324527083
2019-08-12,112240.73069540132
2019-08-13,111647.92212471971
2019-08-14,112326.49601605632
2019-08-15,112991.07245291909
2019-08-16,112349.32850922813
2019-08-19,111183.66098585262
2019-08-20,111952.99923301736
2019-08-21,111639.59342583419
2019-08-22,111389.07944227726
2019-08-23,113325.04020249659
2019-08-26,113339.9703443661
2019-08-27,114304.94256494648
2019-08-28,114019.50667886937
2019-08-29,113293.97849805308
2019-08-30,113036.48928951191
2019-09-03,114434.56033866723
2019-09-04,115071.20134598872
2019-09-05,112567.83664934622
2019-09-06,111686.88190320747
2019-09-09,111330.14729138321
2019-09-10,110489.73328023801
2019-09-11,111081.78767275589
2019-09-12,111284.4380965736
2019-09-13,110471.82762267497
2019-09-16,111286.39818433944
2019-09-17,111482.10489694927
2019-09-18,110864.2294916847
2019-09-19,111261.55465415571
2019-09-20,112423.78981811424
2019-09-23,112981.04176487477
2019-09-24,113510.47056041575
2019-09-25,111647.86258611931
2019-09-26,111620.99548426426
2019-09-27,111114.29509777702
2019-09-30,109592.3330340012
2019-10-01,110066.47931347103
2019-10-02,111144.91762443053
2019-10-03,111569.094828082
2019-10-04,111570.27040775359
2019-10-07,110771.79972563064
2019-10-08,111585.84048284973
2019-10-09,111672.92472512466
2019-10-10,110854.60002114043
2019-10-11,110340.28060421348
2019-10-14,110711.50896878152
2019-10-15,110065.00840707352
2019-10-16,110594.84427515602
2019-10-17,110728.15591874262
2019-10-18,110630.17849978313
2019-10-21,110188.5391884743
2019-10-22,110460.64390603185
2019-10-23,110679.87133508117
2019-10-24,111341.87622230139
2019-10-25,111561.10945156706
2019-10-28,110756.00361054094
2019-10-29,110499.40168411541
2019-10-30,110996.26369433689
2019-10-31,111893.9613976199
2019-11-01,111985.87663651473
2019-11-04,111715.59860507847
2019-11-05,110194.64523755634
2019-11-06,110579.52850317225
2019-11-07,109215.76097265487
2019-11-08,108666.05843203198
2019-11-11,108478.04519918485
2019-11-12,108698.81051273123
2019-11-13,109026.2054882587
2019-11-14,109371.36920790093
2019-11-15,109169.1865817036
2019-11-18,109423.62279989582
2019-11-19,109468.26522738882
2019-11-20,109512.90022237436
2019-11-21,109045.37803881388
2019-11-22,108886.39603219808
2019-11-25,108485.96894570778
2019-11-26,108877.08880274493
2019-11-27,108448.06866488593
2019-11-29,108951.31937609799
2019-12-02,108911.69956089596
2019-12-03,109692.23966518408
2019-12-04,109581.81613870556
2019-12-05,109630.66177055993
2019-12-06,108818.04200739457
