,w_tqqq,w_qld,w_spy,w_cash
2018-10-17,0.0,0.0,0.2927184982489613,0.7072815017510387
2018-10-18,0.0,0.0,0.3250208350721875,0.6749791649278125
2018-10-19,0.11177072355659205,0.1819989666170659,0.0,0.7062303098263419
2018-10-22,0.11304164169628893,0.18323927085511907,0.0,0.7037190874485921
2018-10-23,0.11206365563375564,0.18247994128931588,0.0,0.7054564030769285
2018-10-24,0.10003677326140416,0.17102969066885326,0.0,0.7289335360697426
2018-10-25,0.0,0.0,0.24398146160116838,0.7560185383988317
2018-10-26,0.0,0.0,0.24070684542333276,0.7592931545766671
2018-10-29,0.0,0.0,0.23967648151742418,0.7603235184825758
2018-10-30,0.0,0.0,0.2423508100238885,0.7576491899761114
2018-10-31,0.0,0.0,0.24429026108001176,0.7557097389199883
2018-11-01,0.0,0.0,0.2999346184025756,0.7000653815974244
2018-11-02,0.0,0.0,0.29866991257323544,0.7013300874267646
2018-11-05,0.0,0.0,0.2998046834053527,0.7001953165946473
2018-11-06,0.0,0.0,0.3011116448770052,0.6988883551229949
2018-11-07,0.0,0.0,0.3055686632206519,0.6944313367793481
2018-11-08,0.3359660913275246,0.028178009343969038,0.0,0.6358558993285063
2018-11-09,0.32473208686506605,0.02771831487484371,0.0,0.6475495982600903
2018-11-12,0.0,0.0,0.3419948171713468,0.6580051828286533
2018-11-13,0.0,0.0,0.30024349392140803,0.699756506078592
2018-11-14,0.0,0.0,0.29878509119707514,0.7012149088029248
2018-11-15,0.0,0.0,0.300945464192836,0.6990545358071639
2018-11-16,0.0,0.0,0.3014728644319,0.6985271355681
2018-11-19,0.0,0.0,0.2978735000094373,0.7021264999905626
2018-11-20,0.0,0.0,0.29396265461007076,0.7060373453899292
2018-11-21,0.0,0.0,0.2575019439455557,0.7424980560544443
2018-11-23,0.0,0.0,0.2562049772846574,0.7437950227153425
2018-11-26,0.0,0.0,0.25925097936755903,0.7407490206324409
2018-11-27,0.0,0.0,0.29821967585822007,0.7017803241417799
2018-11-28,0.0,0.0,0.3029859792902403,0.6970140207097597
2018-11-29,0.0,0.0,0.3025046263670021,0.6974953736329979
2018-11-30,0.0,0.0,0.30376901815605345,0.6962309818439466
2018-12-03,0.0,0.0,0.3065387671869252,0.6934612328130748
2018-12-04,0.0,0.0,0.34285381102423584,0.6571461889757643
2018-12-06,0.0,0.0,0.2857531684746684,0.7142468315253315
2018-12-07,0.0,0.0,0.2809601389440874,0.7190398610559127
2018-12-10,0.0,0.0,0.24655624331278783,0.7534437566872122
2018-12-11,0.0,0.0,0.2465812579072111,0.7534187420927889
2018-12-12,0.0,0.0,0.24749806364853116,0.7525019363514688
2018-12-13,0.0,0.0,0.24741732320663934,0.7525826767933607
2018-12-14,0.0,0.0,0.27850961118861617,0.7214903888113838
2018-12-17,0.0,0.0,0.27452700093367177,0.7254729990663282
2018-12-18,0.0,0.0,0.22007373825463195,0.779926261745368
2018-12-19,0.0,0.0,0.21747910666628417,0.7825208933337158
2018-12-20,0.0,0.0,0.21468342258864898,0.7853165774113511
2018-12-21,0.0,0.0,0.17923797022536966,0.8207620297746303
2018-12-24,0.0,0.0,0.1753189867885385,0.8246810132114615
2018-12-26,0.0,0.0,0.14497155917131493,0.8550284408286851
2018-12-27,0.0,0.0,0.14591035540011976,0.8540896445998802
2018-12-28,0.0,0.0,0.18003033013349826,0.8199696698665017
2018-12-31,0.0,0.0,0.1813075378489421,0.818692462151058
2019-01-02,0.0,0.0,0.2336190833432778,0.7663809166567223
2019-01-03,0.0,0.0,0.22930613050388352,0.7706938694961165
2019-01-04,0.0,0.0,0.23516368854788797,0.764836311452112
2019-01-07,0.0,0.0,0.2738394275324989,0.7261605724675012
2019-01-08,0.0,0.0,0.2756842632514536,0.7243157367485464
2019-01-09,0.0,0.0,0.27659723958472304,0.723402760415277
2019-01-10,0.0,0.0,0.27728334756994916,0.7227166524300508
2019-01-11,0.11609345144569672,0.1833932207237578,0.0,0.7005133278305454
2019-01-14,0.11378727684582945,0.18119862557185687,0.0,0.7050140975823137
2019-01-15,0.1184930898483617,0.18583006309921968,0.0,0.6956768470524186
2019-01-16,0.11863811622731826,0.1857460390455068,0.0,0.695615844727175
2019-01-17,0.12075464086801563,0.18735318014378743,0.0,0.6918921789881969
2019-01-18,0.15453152226662495,0.15817925945935973,0.0,0.6872892182740153
2019-01-22,0.1481462905555761,0.15438656863835126,0.0,0.6974671408060726
2019-01-23,0.08334553170985948,0.2015336199988988,0.0,0.7151208482912417
2019-01-24,0.08448192347060739,0.2031589687013302,0.0,0.7123591078280624
2019-01-25,0.08678120088587638,0.20658361537902276,0.0,0.7066351837351008
2019-01-28,0.14987389414955546,0.16070839683889013,0.0,0.6894177090115544
2019-01-29,0.08750114349278557,0.1964288194154239,0.0,0.7160700370917906
2019-01-30,0.061268968532752495,0.22181095142506488,0.0,0.7169200800421827
2019-01-31,0.11657951159435984,0.18585410111425935,0.0,0.6975663872913808
2019-02-01,0.1577039056776565,0.15546484010642592,0.0,0.6868312542159176
2019-02-04,0.16191556272126736,0.1577651447446993,0.0,0.6803192925340333
2019-02-05,0.16500448423149228,0.15946588665937042,0.0,0.6755296291091374
2019-02-06,0.20913870998021875,0.11873355260340758,0.0,0.6721277374163737
2019-02-07,0.2331353429724727,0.10124035871040948,0.0,0.6656242983171178
2019-02-08,0.16674745355988232,0.15378476671110247,0.0,0.6794677797290153
2019-02-11,0.16644536304576654,0.15367060205405209,0.0,0.6798840349001813
2019-02-12,0.208273106200113,0.12411913777265525,0.0,0.6676077560272318
2019-02-13,0.2085793526217155,0.12412536492136933,0.0,0.6672952824569153
2019-02-14,0.20912452063925144,0.1242092673322405,0.0,0.6666662120285081
2019-02-15,0.21083424944884002,0.12491282673210705,0.0,0.664252923819053
2019-02-19,0.21173108583630043,0.12510420299102357,0.0,0.6631647111726761
2019-02-20,0.21158841449021262,0.12510422092323178,0.0,0.6633073645865556
2019-02-21,0.20989595791410784,0.12449580047435008,0.0,0.6656082416115422
2019-02-22,0.21306673982465837,0.12557178280856665,0.0,0.6613614773667751
2019-02-25,0.24325298116058086,0.09442345292592286,0.0,0.6623235659134964
2019-02-26,0.2134074891207765,0.1189364571994174,0.0,0.6676560536798062
2019-02-27,0.1826144480708804,0.1399648085650061,0.0,0.6774207433641135
2019-02-28,0.18178994091231768,0.13955550082870735,0.0,0.678654558258975
2019-03-01,0.18436588528844203,0.1407844702632313,0.0,0.6748496444483267
2019-03-04,0.22761834130976347,0.10476309892317898,0.0,0.6676185597670575
2019-03-05,0.22800889973986604,0.10482962793069335,0.0,0.6671614723294406
2019-03-06,0.19343314775917225,0.12819568219916824,0.0,0.6783711700416596
2019-03-07,0.14256775390953105,0.1613216792555622,0.0,0.6961105668349067
2019-03-08,0.10466704360142834,0.19366644971811134,0.0,0.7016665066804603
2019-03-11,0.10959386790394283,0.19883798345441478,0.0,0.6915681486416424
2019-03-12,0.18762114371898173,0.13636769456795428,0.0,0.676011161713064
2019-03-13,0.19052216192550867,0.137510112614546,0.0,0.6719677254599454
2019-03-14,0.18992573903758533,0.13716809403910796,0.0,0.6729061669233066
2019-03-15,0.1932623182090086,0.1385326817191788,0.0,0.6682050000718126
2019-03-18,0.23211653279996772,0.10533688178367215,0.0,0.6625465854163601
2019-03-19,0.2337089643598281,0.10576259790950464,0.0,0.6605284377306673
2019-03-20,0.2355503417373765,0.10624450540666334,0.0,0.6582051528559603
2019-03-21,0.24299890458492426,0.10797233965930116,0.0,0.6490287557557747
2019-03-22,0.23190238886901682,0.1053137223254478,0.0,0.6627838888055353
2019-03-25,0.1330761174718119,0.17234562456200098,0.0,0.6945782579661871
2019-03-26,0.13443801338763225,0.17330550095323585,0.0,0.692256485659132
2019-03-27,0.2176627320459538,0.1108818565352952,0.0,0.6714554114187511
2019-03-28,0.1740346331646316,0.14421254052024068,0.0,0.6817528263151277
2019-03-29,0.22262150753632126,0.11100032902945141,0.0,0.6663781634342274
2019-04-01,0.28713320680705534,0.06652083896569227,0.0,0.6463459542272523
2019-04-02,0.2892497518090305,0.06668875201569593,0.0,0.6440614961752735
2019-04-03,0.29254729150399644,0.06706562033803135,0.0,0.6403870881579722
2019-04-04,0.2922387207081838,0.06703746470535893,0.0,0.6407238145864573
2019-04-05,0.6132047678316991,0.1021165757226984,0.0,0.2846786564456024
2019-04-08,0.6598931904780707,0.06885868309685762,0.0,0.2712481264250717
2019-04-09,0.6577122639425792,0.06890600160203218,0.0,0.27338173445538855
2019-04-10,0.5738513851444658,0.13165516042125175,0.0,0.29449345443428254
2019-04-11,0.6102560495945722,0.10190623416786862,0.0,0.28783771623755905
2019-04-12,0.6126392295727884,0.10188767806734869,0.0,0.28547309235986296
2019-04-15,0.7048901704710131,0.03381015055288799,0.0,0.2612996789760989
2019-04-16,0.7067280441139288,0.03379809845924688,0.0,0.25947385742682433
2019-04-17,0.708604693342335,0.03377871548017831,0.0,0.2576165911774867
2019-04-18,0.6242497380868008,0.09300080031004648,0.0,0.28274946160315273
2019-04-22,0.6614853674059288,0.06887050751377338,0.0,0.2696441250802978
2019-04-23,0.6358184616864428,0.08894746122835616,0.0,0.275234077085201
2019-04-24,0.6798011765257805,0.050646527483738546,0.0,0.2695522959904808
2019-04-25,0.6180149692927717,0.09624998208661585,0.0,0.2857350486206125
2019-04-26,0.6527732566137293,0.0732978752411623,0.0,0.27392886814510825
2019-04-29,0.686715996134708,0.047994415275864344,0.0,0.26528958858942775
2019-04-30,0.6381000553645709,0.08327653863403645,0.0,0.2786234060013926
2019-05-01,0.6358202063849999,0.08329585308313067,0.0,0.28088394053186944
2019-05-02,0.5099919838348931,0.1741411915009499,0.0,0.3158668246641571
2019-05-03,0.5187057439234485,0.17445541097836365,0.0,0.3068388450981878
2019-05-06,0.6706688392194099,0.06567947266681831,0.0,0.26365168811377176
2019-05-07,0.4875416992088354,0.18801293593415083,0.0,0.3244453648570138
2019-05-08,0.2490846596533162,0.35422308428218524,0.0,0.39669225606449854
2019-05-09,0.24691431869231995,0.353491640553437,0.0,0.39959404075424293
2019-05-10,0.2472477063855925,0.35369377513363603,0.0,0.3990585184807714
2019-05-13,0.18643597772270526,0.13150437489655106,0.0,0.6820596473807438
2019-05-14,0.04953180225494432,0.2252681650827428,0.0,0.7252000326623129
2019-05-15,0.11838517403043687,0.1891633067682994,0.0,0.6924515192012637
2019-05-16,0.17248710807841872,0.14943613154714813,0.0,0.6780767603744332
2019-05-17,0.23535564974276288,0.10173724405602982,0.0,0.6629071062012073
2019-05-20,0.22698196910424642,0.09988931880847879,0.0,0.6731287120872749
2019-05-21,0.1831229421834207,0.13887761085807837,0.0,0.6779994469585009
2019-05-22,0.24792384825988412,0.09361094772622304,0.0,0.6584652040138929
2019-05-23,0.23971628658961,0.09203965130664833,0.0,0.6682440621037417
2019-05-24,0.15305058487203352,0.15571995287631532,0.0,0.6912294622516512
2019-05-28,0.18590368782937772,0.1334052259952346,0.0,0.6806910861753876
2019-05-29,0.1285625557803815,0.1735586401701826,0.0,0.6978788040494358
2019-05-30,0.12969245051856082,0.17450514264532763,0.0,0.6958024068361115
2019-05-31,0.12494981108856393,0.17072244243225013,0.0,0.704327746479186
2019-06-03,0.06772125765662479,0.20505928138151974,0.0,0.7272194609618555
2019-06-04,0.0,0.0,0.2776964295035546,0.7223035704964453
2019-06-05,0.0,0.0,0.2794113663170712,0.7205886336829288
2019-06-06,0.0,0.0,0.3157609874409501,0.68423901255905
2019-06-07,0.0,0.0,0.3178969309823425,0.6821030690176576
2019-06-10,0.0,0.0,0.3188714309333148,0.6811285690666852
2019-06-11,0.22004030952650758,0.10852118873234394,0.0,0.6714385017411486
2019-06-12,0.21737061052156767,0.1078478495886891,0.0,0.6747815398897433
2019-06-13,0.21985745517169777,0.10857085058379272,0.0,0.6715716942445096
2019-06-14,0.21784222067849154,0.10790934657902125,0.0,0.6742484327424871
2019-06-17,0.22062121951406893,0.10869111846587438,0.0,0.6706876620200567
2019-06-18,0.22726788444907384,0.11044741606847926,0.0,0.6622846994824468
2019-06-19,0.2291294732895714,0.11086562289583972,0.0,0.6600049038145889
2019-06-20,0.28211776621683654,0.06632211665979797,0.0,0.6515601171233655
2019-06-21,0.2812244010539477,0.06625176009681748,0.0,0.6525238388492348
2019-06-24,0.28115134016465043,0.06623510410735602,0.0,0.6526135557279935
2019-06-25,0.2712777574114016,0.06502064805042003,0.0,0.6637015945381783
2019-06-26,0.21516986144295244,0.1151170016541824,0.0,0.6697131369028652
2019-06-27,0.21678593510061617,0.11565541039279172,0.0,0.6675586545065921
2019-06-28,0.2528515808438337,0.08900088962574357,0.0,0.6581475295304228
2019-07-01,0.2921738220232449,0.05850614126708403,0.0,0.6493200367096712
2019-07-02,0.33577722285856837,0.03144314780558256,0.0,0.6327796293358491
2019-07-03,0.3405118190039109,0.031638479417587885,0.0,0.6278497015785012
2019-07-05,0.3390724812792319,0.03160603011896114,0.0,0.629321488601807
2019-07-08,0.3344590390391298,0.03137695583441196,0.0,0.6341640051264582
2019-07-09,0.33765821105229427,0.03152424188630126,0.0,0.6308175470614045
2019-07-10,0.29091823720703075,0.06387823439087839,0.0,0.6452035284020908
2019-07-11,0.3283053197475363,0.033465901123530074,0.0,0.6382287791289337
2019-07-12,0.3318397707315937,0.03365086998167025,0.0,0.634509359286736
2019-07-15,0.333632608123844,0.03373447935883068,0.0,0.6326329125173253
2019-07-16,0.33055736899683896,0.03356695311939736,0.0,0.6358756778837636
2019-07-17,0.3273470147748867,0.033418522050493664,0.0,0.6392344631746196
2019-07-18,0.2834106535675935,0.07060634619660512,0.0,0.6459830002358012
2019-07-19,0.2787855750892779,0.06996590011060928,0.0,0.6512485248001127
2019-07-22,0.2831421074609169,0.07061638593859669,0.0,0.6462415066004864
2019-07-23,0.286773872508159,0.0710494303085996,0.0,0.6421766971832414
2019-07-24,0.3385981113946356,0.032557009936319055,0.0,0.6288448786690454
2019-07-25,0.3323359584000771,0.03225783166026622,0.0,0.6354062099396567
2019-07-26,0.3386231313445525,0.032562595225742924,0.0,0.6288142734297045
2019-07-29,0.33658903707910764,0.032469931129728055,0.0,0.6309410317911643
2019-07-30,0.33366746099281996,0.032323540199815176,0.0,0.6340089988073649
2019-07-31,0.271658043218294,0.0679970905255847,0.0,0.6603448662561212
2019-08-01,0.21256195649094012,0.11484136209117046,0.0,0.6725966814178894
2019-08-02,0.1498486617143263,0.15727511047409756,0.0,0.6928762278115762
2019-08-05,0.13784895184689824,0.1499330813589418,0.0,0.7122179667941599
2019-08-06,0.0,0.23806692935413806,0.009025385022515809,0.7529076856233462
2019-08-07,0.0634231273820798,0.22097972849088862,0.0,0.7155971441270315
2019-08-08,0.06667009016606645,0.22771690695332364,0.0,0.7056130028806099
2019-08-09,0.16452893601393279,0.14868463741012647,0.0,0.6867864265759408
2019-08-12,0.16044130107797241,0.14659643689857516,0.0,0.6929622620234525
2019-08-13,0.0574410530448058,0.22723409414550605,0.0,0.7153248528096882
2019-08-14,0.16570164761025877,0.14367229719656507,0.0,0.6906260551931761
2019-08-15,0.030112041950501826,0.23304693288682507,0.0,0.736841025162673
2019-08-16,0.031225786049559816,0.23831560353446044,0.0,0.7304586104159798
2019-08-19,0.14719738022254047,0.16280910706106277,0.0,0.6899935127163969
2019-08-20,0.2157832242535995,0.11327303255479752,0.0,0.670943743191603
2019-08-21,0.182752721976643,0.1383246040026701,0.0,0.678922674020687
2019-08-22,0.25021931182927765,0.08897096736510786,0.0,0.6608097208056146
2019-08-23,0.2339743222295875,0.0858092671488731,0.0,0.6802164106215395
2019-08-26,0.08967726968722353,0.20050771971038042,0.0,0.709815010602396
2019-08-27,0.12631162964719608,0.17242179710146394,0.0,0.70126657325134
2019-08-28,0.0949224738641388,0.19854602865089596,0.0,0.7065314974849651
2019-08-29,0.09821253871705633,0.20251256938130505,0.0,0.6992748919016386
2019-08-30,0.1894859494467701,0.13045421688781927,0.0,0.6800598336654107
2019-09-03,0.148872380843477,0.15979635424456898,0.0,0.691331264911954
2019-09-04,0.11345130138342105,0.1861103332444658,0.0,0.7004383653721132
2019-09-05,0.19779820319348032,0.13127299893569672,0.0,0.6709287978708229
2019-09-06,0.2548577779994153,0.0869694685877358,0.0,0.6581727534128488
2019-09-09,0.29199420629412925,0.058829252483054956,0.0,0.6491765412228158
2019-09-10,0.2903446674820614,0.058705661515534684,0.0,0.650949671002404
2019-09-11,0.29553018051506164,0.05923065853272578,0.0,0.6452391609522126
2019-09-12,0.2979624188048323,0.05942572381161587,0.0,0.6426118573835519
2019-09-13,0.33167371451128336,0.03117729251081413,0.0,0.6371489929779025
2019-09-16,0.3286912418486174,0.031013917752395814,0.0,0.6402948403989868
2019-09-17,0.2820674675048537,0.07066581609913575,0.0,0.6472667163960104
2019-09-18,0.28193125084014126,0.07066796707332959,0.0,0.6474007820865292
2019-09-19,0.3184754742180451,0.04184915232751878,0.0,0.639675373454436
2019-09-20,0.3118417665387943,0.041413489398316745,0.0,0.6467447440628888
2019-09-23,0.26241047189270555,0.08310974552361225,0.0,0.6544797825836821
2019-09-24,0.2552473801213013,0.08188182321409383,0.0,0.6628707966646048
2019-09-25,0.16790708689354011,0.15350040458061517,0.0,0.6785925085258447
2019-09-26,0.2133079552740986,0.1162033591474122,0.0,0.6704886855784892
2019-09-27,0.20774426373393207,0.11462361728767446,0.0,0.6776321189783935
2019-09-30,0.1689285341347173,0.15014034243190755,0.0,0.6809311234333753
2019-10-01,0.16592363836666552,0.14863916133757107,0.0,0.6854372002957634
2019-10-02,0.10998124676102189,0.18201353578098836,0.0,0.7080052174579898
2019-10-03,0.04695518843614986,0.22882958749204096,0.0,0.7242152240718092
2019-10-04,0.08968963966047423,0.20294496796882844,0.0,0.7073653923706974
2019-10-07,0.1608638698437463,0.1531216755702369,0.0,0.6860144545860168
2019-10-08,0.1554104228523533,0.1501768727991399,0.0,0.6944127043485069
2019-10-09,0.07586404967164148,0.20833620006678735,0.0,0.7157997502615713
2019-10-10,0.1431100528662748,0.1679787787924162,0.0,0.688911168341309
2019-10-11,0.18677520176841747,0.13612300755633683,0.0,0.6771017906752457
2019-10-14,0.3120406021410213,0.0473923252711208,0.0,0.6405670725878578
2019-10-15,0.35505308529234747,0.019784606488926743,0.0,0.6251623082187258
2019-10-16,0.35336751321269155,0.01973830748503349,0.0,0.6268941793022749
2019-10-17,0.3548821503317571,0.019796853948105212,0.0,0.6253209957201378
2019-10-18,0.3483671430547082,0.019620626842857137,0.0,0.6320122301024347
2019-10-21,0.35417232366254364,0.019776369974366104,0.0,0.6260513063630904
2019-10-22,0.34893231716846124,0.019626013178095526,0.0,0.6314416696534433
2019-10-23,0.3499531764731034,0.01966464013269294,0.0,0.6303821833942036
2019-10-24,0.35627168544679905,0.019829226459360996,0.0,0.62389908809384
2019-10-25,0.3613282322908976,0.019966086521297693,0.0,0.6187056811878048
2019-10-28,0.3681334158639037,0.020138670030077577,0.0,0.6117279141060187
2019-10-29,0.36282526539017207,0.020011976193711607,0.0,0.6171627584161162
2019-10-30,0.3659866947418709,0.020065491109869493,0.0,0.6139478141482595
2019-10-31,0.3661287619630356,0.02008943865613836,0.0,0.6137817993808261
2019-11-01,0.3722118494501328,0.020255277116464087,0.0,0.607532873433403
2019-11-04,0.3762535621343372,0.02034782545073504,0.0,0.6033986124149278
2019-11-05,0.37652867423713277,0.02034495681931244,0.0,0.6031263689435549
2019-11-06,0.37505012365716395,0.020320851753833025,0.0,0.604629024589003
2019-11-07,0.7670078589253225,0.0,0.0,0.23299214107467747
2019-11-08,0.3874119187589205,0.0,0.0,0.6125880812410794
2019-11-11,0.3863972476508866,0.0,0.0,0.6136027523491133
2019-11-12,0.3883163699889507,0.0,0.0,0.6116836300110492
2019-11-13,0.3879484024435709,0.0,0.0,0.6120515975564291
2019-11-14,0.3878695924394507,0.0,0.0,0.6121304075605493
2019-11-15,0.7593694572002598,0.0,0.0,0.2406305427997402
2019-11-18,0.7603022070758849,0.0,0.0,0.23969779292411503
2019-11-19,0.7610361651695725,0.0,0.0,0.2389638348304275
2019-11-20,0.7577956801457097,0.0,0.0,0.24220431985429028
2019-11-21,0.3819341413807036,0.0,0.0,0.6180658586192963
2019-11-22,0.761152802960707,0.0,0.0,0.23884719703929302
2019-11-25,0.767276934966193,0.0,0.0,0.23272306503380702
2019-11-26,0.768331119576986,0.0,0.0,0.23166888042301406
2019-11-27,0.7718607000848914,0.0,0.0,0.22813929991510862
2019-11-29,0.7694785916053222,0.0,0.0,0.23052140839467775
2019-12-02,0.763618466616146,0.0,0.0,0.23638153338385404
2019-12-03,0.3238388442606044,0.0408708938962295,0.0,0.6352902618431662
2019-12-04,0.2689789236821791,0.07782197549560774,0.0,0.653199100822213
