,equity
2018-05-24,100000.0
2018-05-25,100115.86616221088
2018-05-29,99620.86666275686
2018-05-30,100226.97655273213
2018-05-31,100120.68976735577
2018-06-01,101291.39130596683
2018-06-04,101884.0754734684
2018-06-05,102106.28150484263
2018-06-06,102634.88564978327
2018-06-07,102035.07574987729
2018-06-08,102025.94550099967
2018-06-11,102245.22865807204
2018-06-12,102704.61429465828
2018-06-13,102653.98081336814
2018-06-14,103542.03587887826
2018-06-15,103254.00595924433
2018-06-18,103133.52083098056
2018-06-19,102916.86760130331
2018-06-20,103298.89913621364
2018-06-21,102852.64496755447
2018-06-22,102714.19202498853
2018-06-25,101189.32474531265
2018-06-26,101503.27210726507
2018-06-27,100588.68700743356
2018-06-28,101191.01878541852
2018-06-29,101321.95182230417
2018-07-02,102067.05258893158
2018-07-03,101400.48131846447
2018-07-05,102209.11895932248
2018-07-06,103191.26123193029
2018-07-09,103868.08553797408
2018-07-10,103957.35073920758
2018-07-11,103537.23456936172
2018-07-12,104549.70620764699
2018-07-13,104618.84250863452
2018-07-16,104498.19544964904
2018-07-17,105069.45181261792
2018-07-18,104962.08295690869
2018-07-19,104585.12137280672
2018-07-20,104557.19458822766
2018-07-23,104978.97863846458
2018-07-24,105436.08361578613
2018-07-25,106877.45750642239
2018-07-26,105277.72895412633
2018-07-27,103445.55794035853
2018-07-30,101305.2504082171
2018-07-31,102196.90885570514
2018-08-01,102918.37243796537
2018-08-02,104907.36832475272
2018-08-03,105344.92109015674
2018-08-06,106236.6904443817
2018-08-07,106673.0091829331
2018-08-08,106786.09133180429
2018-08-09,106741.86760015566
2018-08-10,105805.11056871695
2018-08-13,105728.59937969717
2018-08-14,106431.96370664408
2018-08-15,105031.28977217503
2018-08-16,105354.87724698178
2018-08-17,105384.50081203092
2018-08-20,105231.76088872604
2018-08-21,105708.34363681133
2018-08-22,106507.13375146396
2018-08-23,106203.14620560649
2018-08-24,107905.44659204163
2018-08-27,109684.81709517908
2018-08-28,109936.7484522976
2018-08-29,112375.48966401632
2018-08-30,111964.18796535394
2018-08-31,112152.48976451947
2018-09-04,111375.88122924053
2018-09-05,109305.63934419808
2018-09-06,107758.69450381235
2018-09-07,107264.92402905357
2018-09-10,107778.77248372971
2018-09-11,109368.8902639965
2018-09-12,108799.27740507989
2018-09-13,110784.29405994946
2018-09-14,110190.5296862545
2018-09-17,107061.0104476689
2018-09-18,108688.84193413405
2018-09-19,108534.42859062203
2018-09-20,110797.93239398488
2018-09-21,109488.31996277715
2018-09-24,110235.137968602
2018-09-25,110570.3503208927
2018-09-26,110504.02557953476
2018-09-27,112636.85077125848
2018-09-28,112526.90789637402
2018-10-01,113125.44427988716
2018-10-02,112726.6458016694
2018-10-03,112942.1932122524
2018-10-04,109599.88052351345
2018-10-05,107218.51229805703
2018-10-08,106099.04684617539
2018-10-09,106481.5988102943
2018-10-10,100405.13049585215
2018-10-11,99531.05262616172
2018-10-12,99769.42200196515
2018-10-15,99681.95798066957
2018-10-16,100099.99832799041
2018-10-17,100108.25501550292
2018-10-18,99680.26277532688
2018-10-19,99685.07319169893
2018-10-22,99581.57448888259
2018-10-23,100184.48587708191
2018-10-24,97627.06472312036
2018-10-25,98583.40965086824
2018-10-26,98264.78185721688
2018-10-29,98107.93908867243
2018-10-30,98432.28991830893
2018-10-31,98671.4572212926
2018-11-01,99429.48877028101
2018-11-02,98414.85320087445
2018-11-05,98193.2639653522
2018-11-06,98693.53475071571
2018-11-07,100902.04511297343
2018-11-08,100408.2247017028
2018-11-09,98785.62641241285
2018-11-12,96280.97457612344
2018-11-13,96358.29612326354
2018-11-14,95868.28248065832
2018-11-15,96907.17880256566
2018-11-16,96706.42280749639
2018-11-19,94554.9565959763
2018-11-20,92995.47105208389
2018-11-21,93094.96500991864
2018-11-23,92958.18274381186
2018-11-26,93309.31184918794
2018-11-27,93388.92040009843
2018-11-28,93896.48381750777
2018-11-29,93857.45490765102
2018-11-30,94025.22999485813
2018-12-03,94384.61941799961
2018-12-04,93514.94396745703
2018-12-06,93481.58572280996
2018-12-07,92950.47517406881
2018-12-10,92999.44689549209
2018-12-11,93011.06400435604
2018-12-12,93130.53357882479
2018-12-13,93129.55396725239
2018-12-14,92720.49269906772
2018-12-17,92293.64403749505
2018-12-18,92311.94897257841
2018-12-19,92061.23022688857
2018-12-20,91792.32326766319
2018-12-21,91457.68624540757
2018-12-24,91093.87811801932
2018-12-26,91749.02444993936
2018-12-27,91859.84139808698
2018-12-28,91849.62578066954
2018-12-31,91975.60177904698
2019-01-02,92043.74719241878
2019-01-03,91656.47775053777
2019-01-04,92203.87080922807
2019-01-07,92342.39368701678
2019-01-08,92505.74935068843
2019-01-09,92610.95531451992
2019-01-10,92700.40992851973
2019-01-11,92716.03397316784
2019-01-14,92578.59693596984
2019-01-15,93213.9199325427
2019-01-16,93222.82122963152
2019-01-17,93628.54882495216
2019-01-18,94136.23682860205
2019-01-22,93041.67152551273
2019-01-23,93114.59638709905
2019-01-24,93426.89499702714
2019-01-25,94109.27065394886
2019-01-28,93412.85017103578
2019-01-29,92893.40656312346
2019-01-30,93728.82566864384
2019-01-31,93950.47414284706
2019-02-01,93968.80807963158
2019-02-04,94149.18589816726
2019-02-05,94259.9710559494
2019-02-06,94010.24306454507
2019-02-07,93169.03718509858
2019-02-08,92819.09555884395
2019-02-11,92838.9738446485
2019-02-12,93176.3718228541
2019-02-13,93272.871005574
2019-02-14,93217.11458922588
2019-02-15,93526.7856378228
2019-02-19,93581.66251010259
2019-02-20,93503.39677460847
2019-02-21,93233.26366850644
2019-02-22,93497.69584387843
2019-02-25,93543.28375235116
2019-02-26,93528.65451673554
2019-02-27,93522.3245186336
2019-02-28,93474.45868058232
2019-03-01,93661.25864577916
2019-03-04,93561.42032563277
2019-03-05,93528.03983101585
2019-03-06,93358.68107639549
2019-03-07,93123.9237611301
2019-03-08,93072.94469597454
2019-03-11,93492.39219603635
2019-03-12,93607.52759524387
2019-03-13,93805.77788125537
2019-03-14,93793.21166715339
2019-03-15,93943.57876129287
2019-03-18,94056.08863040488
2019-03-19,94069.5088127772
2019-03-20,93987.00951694476
2019-03-21,94324.87653172851
2019-03-22,93759.47471597788
2019-03-25,93743.7192152431
2019-03-26,93966.79529380941
2019-03-27,93819.64668223108
2019-03-28,93936.29800924737
2019-03-29,94127.00015637724
2019-04-01,94482.38644727609
2019-04-02,94701.72209923159
2019-04-03,95153.96091868589
2019-04-04,95126.20237339003
2019-04-05,95493.90487929851
2019-04-08,95611.78241126152
2019-04-09,95408.12771175927
2019-04-10,95789.48248263994
2019-04-11,95620.18381871255
2019-04-12,95913.85903402534
2019-04-15,95933.86309221094
2019-04-16,96205.45342997907
2019-04-17,96482.97584990298
2019-04-18,96575.73965780824
2019-04-22,96740.74149446255
2019-04-23,97783.75664127056
2019-04-24,97596.27074782895
2019-04-25,97854.58509516201
2019-04-26,97944.68164976445
2019-04-29,98030.31487402198
2019-04-30,97644.43774172978
2019-05-01,97354.19934118234
2019-05-02,97123.77089752127
2019-05-03,98077.88908365961
2019-05-06,98007.90205375988
2019-05-07,96420.63549374315
2019-05-08,96173.12490984683
2019-05-09,96031.27519339506
2019-05-10,96117.18180641433
2019-05-13,94447.04034788512
2019-05-14,94888.30984901365
2019-05-15,95083.69114043991
2019-05-16,95331.89008256076
2019-05-17,95167.95204538315
2019-05-20,95001.25011280733
2019-05-21,95279.72285081874
2019-05-22,95008.20694284917
2019-05-23,94039.63800846909
2019-05-24,94037.07495383688
2019-05-28,93837.8710041043
2019-05-29,93401.65186563971
2019-05-30,93535.61805568426
2019-05-31,93219.53917903046
2019-06-03,93165.84344853059
2019-06-04,93683.28089198357
2019-06-05,93898.01940743774
2019-06-06,94062.12587373008
2019-06-07,94312.7854258703
2019-06-10,94432.10424951643
2019-06-11,94000.08435042445
2019-06-12,93642.11740817473
2019-06-13,94010.34288357633
2019-06-14,93711.14492614033
2019-06-17,94117.20782920189
2019-06-18,95071.76358054305
2019-06-19,95334.27445960791
2019-06-20,95942.1227430731
2019-06-21,95842.21749810921
2019-06-24,95838.3285743576
2019-06-25,94562.01040720247
2019-06-26,94875.21801618495
2019-06-27,95152.53654810392
2019-06-28,95263.67916145395
2019-07-01,96230.85425322682
2019-07-02,96542.81684856306
2019-07-03,97060.75017204398
2019-07-05,96934.19277563962
2019-07-08,96429.07832815537
2019-07-09,96783.3376061939
2019-07-10,97489.04524789363
2019-07-11,97453.29241995886
2019-07-12,97841.20579675616
2019-07-15,98041.60087357425
2019-07-16,97706.42848070327
2019-07-17,97375.32294570623
2019-07-18,97444.08526754723
2019-07-19,96927.2296269558
2019-07-22,97444.79358794364
2019-07-23,97846.79185692016
2019-07-24,98388.09632671418
2019-07-25,97690.09753684652
2019-07-26,98409.52709147059
2019-07-29,98173.52840266048
2019-07-30,97798.68335742835
2019-07-31,96838.68140952181
2019-08-01,96519.61003985473
2019-08-02,95717.64551986108
2019-08-05,94069.82950508082
2019-08-06,94596.76283754851
2019-08-07,94673.25378153712
2019-08-08,95087.21295720447
2019-08-09,94933.31923547611
2019-08-12,94630.82216326389
2019-08-13,95442.3108354687
2019-08-14,94052.52407202499
2019-08-15,94070.94045501904
2019-08-16,94624.91543355383
2019-08-19,95163.32030835177
2019-08-20,94829.06138502178
2019-08-21,95290.28872530142
2019-08-22,95053.29494790321
2019-08-23,93021.95244156508
2019-08-26,93850.21786686279
2019-08-27,93714.32471620402
2019-08-28,93893.24824243918
2019-08-29,94774.89043499852
2019-08-30,94644.94404840008
2019-09-03,94068.71646354054
2019-09-04,94855.97970125028
2019-09-05,95774.65573292568
2019-09-06,95683.56265617585
2019-09-09,95539.78747919321
2019-09-10,95397.93304129054
2019-09-11,96066.46486695635
2019-09-12,96371.97949500804
2019-09-13,96100.67506381152
2019-09-16,95721.19454637518
2019-09-17,96009.56374946008
2019-09-18,96007.76882094261
2019-09-19,96107.44953648114
2019-09-20,95455.29780368049
2019-09-23,95478.84226647837
2019-09-24,94677.3718396741
2019-09-25,95326.5238795261
2019-09-26,95119.76150482768
2019-09-27,94468.34124362296
2019-09-30,94944.9923314936
2019-10-01,94502.71755737666
2019-10-02,93586.95539781211
2019-10-03,93785.41555454525
2019-10-04,94086.40406054773
2019-10-07,93995.39595024908
2019-10-08,93657.19179394102
2019-10-09,93868.44819354541
2019-10-10,94021.59893528097
2019-10-11,94254.31670348208
2019-10-14,94229.19931285712
2019-10-15,94495.32252879857
2019-10-16,94514.98082007893
2019-10-17,94715.60580397885
2019-10-18,93940.91359895194
2019-10-21,94641.09487681494
2019-10-22,93966.76032414388
2019-10-23,94106.48559503275
2019-10-24,94909.50409755447
2019-10-25,95568.33845521242
2019-10-28,96510.83200768332
2019-10-29,95744.04304906854
2019-10-30,96202.82209667662
2019-10-31,96235.26648640624
2019-11-01,97143.66005547321
2019-11-04,97754.56189837526
2019-11-05,97799.30506532264
2019-11-06,97596.62516215717
2019-11-07,97905.29924251593
2019-11-08,98333.16259217847
2019-11-11,98187.50538030735
2019-11-12,98479.60514821448
2019-11-13,98429.39004730608
2019-11-14,98425.48031334781
2019-11-15,99092.84203838874
2019-11-18,99282.30849231407
2019-11-19,99430.05933960745
2019-11-20,98824.28313329957
2019-11-21,98572.61523288547
2019-11-22,98664.01330549136
2019-11-25,99817.24029458748
2019-11-26,100032.10379014595
2019-11-27,100771.69167987476
2019-11-29,100279.9689264376
2019-12-02,99190.86726441685
2019-12-03,98339.78314187756
2019-12-04,98726.20380945299
2019-12-05,98806.36645331723
2019-12-06,99677.33901933377
2019-12-09,99279.59995726781
2019-12-10,99227.39266219176
2019-12-11,99609.15449332878
2019-12-12,100320.09199241232
2019-12-13,100646.48415006502
2019-12-16,101660.86541937129
2019-12-17,101703.47273808357
2019-12-18,101796.33328207216
2019-12-19,102587.30397204429
2019-12-20,103059.69090462702
2019-12-23,103358.71646381821
