,w_tqqq,w_qld,w_spy,w_cash
2018-05-24,0.0,0.0,0.0,0.0
2018-05-25,0.6646174019358377,0.06389570675810916,0.0,0.271486891306053
2018-05-29,0.6214965218707218,0.09541219331360105,0.0,0.283091284815677
2018-05-30,0.3072444526131014,0.31750333442998857,0.0,0.37525221295691
2018-05-31,0.45083420873048063,0.21764324531781773,0.0,0.3315225459517016
2018-06-01,0.4184651321173532,0.24489179694325033,0.0,0.3366430709393965
2018-06-04,0.5847613776634671,0.12464946858447777,0.0,0.29058915375205513
2018-06-05,0.6521106594810451,0.07312153868726289,0.0,0.2747678018316921
2018-06-06,0.6162721370191827,0.10097748929137136,0.0,0.28275037368944583
2018-06-07,0.7228632548307072,0.016801911352963668,0.0,0.26033483381632916
2018-06-08,0.722728192523323,0.016793022618881732,0.0,0.26047878485779513
2018-06-11,0.7242065104555425,0.01678660731933827,0.0,0.25900688222511925
2018-06-12,0.7694314731580928,0.0,0.0,0.2305685268419071
2018-06-13,0.7692163064144297,0.0,0.0,0.23078369358557027
2018-06-14,0.7394265840861721,0.01013636222251334,0.0,0.2504370536913147
2018-06-15,0.7730255855721583,0.0,0.0,0.22697441442784166
2018-06-18,0.7726202278746933,0.0,0.0,0.2273797721253068
2018-06-19,0.7710245380309786,0.0,0.0,0.22897546196902135
2018-06-20,0.6827187117307374,0.051242975525269574,0.0,0.2660383127439931
2018-06-21,0.7106286702968034,0.024719519771008936,0.0,0.2646518099321877
2018-06-22,0.6028375540952917,0.1060538788742048,0.0,0.2911085670305036
2018-06-25,0.6469170656300879,0.0706439188957856,0.0,0.28243901547412653
2018-06-26,0.41755244209429393,0.24117822141407602,0.0,0.3412693364916301
2018-06-27,0.4800551285619123,0.18935291204067123,0.0,0.3305919593974165
2018-06-28,0.1840400691752329,0.14182233016941045,0.0,0.6741376006553566
2018-06-29,0.38171906677017264,0.26429784081915647,0.0,0.3539830924106708
2018-07-02,0.21645104797034212,0.12233135392769605,0.0,0.6612175981019618
2018-07-03,0.4756334499624218,0.19372248433743264,0.0,0.33064406570014554
2018-07-05,0.20824185022197061,0.12332916358620481,0.0,0.6684289861918244
2018-07-06,0.25892317335952253,0.09109559964512381,0.0,0.6499812269953535
2018-07-09,0.6345145421550504,0.08733032370438702,0.0,0.2781551341405626
2018-07-10,0.6756771140588357,0.055116329178131376,0.0,0.26920655676303296
2018-07-11,0.6728007227922844,0.05514084970311959,0.0,0.272058427504596
2018-07-12,0.5990293334666121,0.1167430551070067,0.0,0.2842276114263812
2018-07-13,0.6969097642785611,0.0400233565049882,0.0,0.2630668792164508
2018-07-16,0.6955860696819977,0.04004416555220071,0.0,0.2643697647658016
2018-07-17,0.6990958754458306,0.04000982548395788,0.0,0.26089429907021155
2018-07-18,0.6978608542643611,0.04001780841711427,0.0,0.26212133731852477
2018-07-19,0.6949715875193408,0.04005395820299942,0.0,0.26497445427765964
2018-07-20,0.6607386434026167,0.06504031819467505,0.0,0.2742210384027081
2018-07-23,0.6623895138397907,0.06504819404467894,0.0,0.27256229211553024
2018-07-24,0.7019883007750085,0.0332663157879689,0.0,0.26474538343702264
2018-07-25,0.7098235213760747,0.03317517509125177,0.0,0.25700130353267353
2018-07-26,0.7515878792778969,0.0,0.0,0.24841212072210303
2018-07-27,0.743532240370426,0.0,0.0,0.25646775962957397
2018-07-30,0.6474958004211993,0.06990777320118467,0.0,0.28259642637761595
2018-07-31,0.2938736997729283,0.06136768469836208,0.0,0.6447586155287096
2018-08-01,0.32925903621706426,0.03474944446000022,0.0,0.6359915193229355
2018-08-02,0.33760872987006657,0.0351993314414265,0.0,0.6271919386885071
2018-08-03,0.7221518261873645,0.02136064200954117,0.0,0.25648753180309436
2018-08-06,0.7255845280780939,0.02133733582342436,0.0,0.2530781360984818
2018-08-07,0.7274103664891625,0.021309842286547278,0.0,0.25127979122429017
2018-08-08,0.769990197666302,0.0,0.0,0.23000980233369805
2018-08-09,0.7698182572986181,0.0,0.0,0.23018174270138195
2018-08-10,0.7146023635154963,0.02598102457910175,0.0,0.259416611905402
2018-08-13,0.5581483693427686,0.14018881575441305,0.0,0.30166281490281827
2018-08-14,0.4713551500760654,0.20434855739170638,0.0,0.3242962925322283
2018-08-15,0.563719890544941,0.13531168928040715,0.0,0.30096842017465186
2018-08-16,0.4636836953347263,0.2068477749224642,0.0,0.32946852974280955
2018-08-17,0.5577994270269383,0.14275294505212466,0.0,0.29944762792093693
2018-08-20,0.6369346425651005,0.0826373440978586,0.0,0.28042801333704087
2018-08-21,0.6389355547888269,0.08261363576558595,0.0,0.2784508094455872
2018-08-22,0.6411931912114477,0.08255781692957664,0.0,0.2762489918589756
2018-08-23,0.7204158968136807,0.022134594707723367,0.0,0.25744950847859593
2018-08-24,0.7255982450901858,0.02208912973185839,0.0,0.2523126251779559
2018-08-27,0.7311359263282633,0.02204259894511628,0.0,0.2468214747266205
2018-08-28,0.7319418853103419,0.022037968312579537,0.0,0.2460201463770785
2018-08-29,0.6801000415659046,0.056224095638866746,0.0,0.2636758627952287
2018-08-30,0.7164703252581462,0.02513025369345021,0.0,0.2583994210484036
2018-08-31,0.6026101111609595,0.11004192177227662,0.0,0.28734796706676385
2018-09-04,0.6486856550460041,0.07484016724164094,0.0,0.27647417771235494
2018-09-05,0.6406469237414433,0.07497765077214115,0.0,0.28437542548641553
2018-09-06,0.5480975591991049,0.14444375832948977,0.0,0.30745868247140545
2018-09-07,0.5107203036645462,0.17700125105680686,0.0,0.3122784452786468
2018-09-10,0.5124758203376064,0.17687340791049258,0.0,0.310650771751901
2018-09-11,0.5712154441280445,0.13686583736321645,0.0,0.2919187185087391
2018-09-12,0.630119448966753,0.08836520467277967,0.0,0.28151534636046743
2018-09-13,0.6358007940109702,0.08829210679003416,0.0,0.27590709919899564
2018-09-14,0.7267823637148121,0.015791371325011957,0.0,0.25742626496017584
2018-09-17,0.718458811123746,0.01583769066895186,0.0,0.26570349820730216
2018-09-18,0.6429162645987672,0.08257676462428382,0.0,0.27450697077694897
2018-09-19,0.7089283174854516,0.03032790105856975,0.0,0.26074378145597865
2018-09-20,0.7683253398921832,0.0,0.0,0.2316746601078168
2018-09-21,0.7654378833504355,0.0,0.0,0.23456211664956458
2018-09-24,0.8088512240808488,0.0,0.0,0.19114877591915128
2018-09-25,0.8094625384798377,0.0,0.0,0.19053746152016235
2018-09-26,0.7752213008807471,0.0,0.0,0.22477869911925275
2018-09-27,0.7799308343927345,0.0,0.0,0.22006916560726555
2018-09-28,0.7796509320549272,0.0,0.0,0.22034906794507278
2018-10-01,0.7806219945606816,0.0,0.0,0.21937800543931837
2018-10-02,0.7796215835325153,0.0,0.0,0.22037841646748463
2018-10-03,0.7801127947847364,0.0,0.0,0.2198872052152637
2018-10-04,0.7698569054028213,0.0,0.0,0.2301430945971788
2018-10-05,0.6570580763511213,0.06388868867112053,0.0,0.279053234977758
2018-10-08,0.2956782670500757,0.05798166459299827,0.0,0.646340068356926
2018-10-09,0.29716713356036323,0.05815004338419341,0.0,0.6446828230554433
2018-10-10,0.24107098251936143,0.07926369405529318,0.0,0.6796653234253455
2018-10-11,0.0,0.0,0.2853556032225653,0.7146443967774347
