,EW
2018-10-05,99107.3913069618
2018-10-08,98593.2581815737
2018-10-09,98799.20307313226
2018-10-10,97465.76133982654
2018-10-11,97581.02992885571
2018-10-12,97988.56395340807
2018-10-15,98017.189525439
2018-10-16,98230.1752525891
2018-10-17,98161.33788342682
2018-10-18,98041.6867553049
2018-10-19,97876.59099977923
2018-10-22,97944.15048658382
2018-10-23,97985.2310731473
2018-10-24,97068.86039650012
2018-10-25,97377.06016772328
2018-10-26,97361.06013108048
2018-10-29,97246.74262159149
2018-10-30,97248.07736957524
2018-10-31,97203.07360314077
2018-11-01,97472.58734041083
2018-11-02,97272.53303810477
2018-11-05,97346.64490447764
2018-11-06,97368.96891458023
2018-11-07,97587.40551720854
2018-11-08,97550.480143426
2018-11-09,97379.45504217077
2018-11-12,97152.8210913295
2018-11-13,97146.28719068662
2018-11-14,96921.7806179486
2018-11-15,97031.3296845257
2018-11-16,97215.29947056236
2018-11-19,97109.94822766566
2018-11-20,96955.43390955767
2018-11-21,97009.89118988726
2018-11-23,96966.7701838502
2018-11-26,97057.37345643557
2018-11-27,97040.23808180209
2018-11-28,97241.46398206035
2018-11-29,97313.57781877964
2018-11-30,97401.94943814905
2018-12-03,97712.66353403118
2018-12-04,97668.41877598263
2018-12-06,98044.42807637244
2018-12-07,97555.90938216736
2018-12-10,97564.42014391397
2018-12-11,97550.95723497972
2018-12-12,97555.00719850257
2018-12-13,97487.67629974878
2018-12-14,97342.48043092462
2018-12-17,97382.91316257528
2018-12-18,97523.22795810868
2018-12-19,97562.21111612271
2018-12-20,97618.83555433777
2018-12-21,97447.87050318785
2018-12-24,97594.2594674984
2018-12-26,97560.30977526872
2018-12-27,97725.99914794475
2018-12-28,97939.6817242791
2018-12-31,98089.03677538814
2019-01-02,98232.80158919704
2019-01-03,98450.78288374166
2019-01-04,98307.94729678654
2019-01-07,98382.77066267983
2019-01-08,98363.52645718283
2019-01-09,98490.09963444236
2019-01-10,98294.5484298979
2019-01-11,98407.91985021289
2019-01-14,98207.57513554882
2019-01-15,98484.92786773064
2019-01-16,98559.70744578703
2019-01-17,98691.25334270798
2019-01-18,98638.73016392483
2019-01-22,98400.55048765078
2019-01-23,98399.23339750447
2019-01-24,98603.03749232464
2019-01-25,99010.66069324521
2019-01-28,98826.53686524321
2019-01-29,98841.19364920488
2019-01-30,99416.17609716258
2019-01-31,99874.73111644198
2019-02-01,99623.75127393781
2019-02-04,99708.44424775378
2019-02-05,100062.8978563465
2019-02-06,99873.25704198633
2019-02-07,99730.5293255132
2019-02-08,99918.50648487396
2019-02-11,99734.52741283129
2019-02-12,100069.09486269229
2019-02-13,99917.80394098972
2019-02-14,100190.34448279034
2019-02-15,100469.24362577703
2019-02-19,100901.59263467812
2019-02-20,100804.72340728628
2019-02-21,100268.89604145128
2019-02-22,100682.33821355512
2019-02-25,100710.89563676756
2019-02-26,100879.22766660331
2019-02-27,100468.35448387763
2019-02-28,100229.79258879581
2019-03-01,99881.20544697868
2019-03-04,99966.83312959844
2019-03-05,100057.62324340703
2019-03-06,99955.54540335281
2019-03-07,99739.83991523607
2019-03-08,99960.97853738474
2019-03-11,100315.9423716095
2019-03-12,100721.94262928673
2019-03-13,101020.47111810851
2019-03-14,100613.68846361396
2019-03-15,101085.17867598774
2019-03-18,101178.46294833343
2019-03-19,101295.71275180498
2019-03-20,101766.74939132787
2019-03-21,102230.84804599878
2019-03-22,101849.7424027081
2019-03-25,101968.95524876176
2019-03-26,101986.597781758
2019-03-27,101897.36289672295
2019-03-28,101760.96445361846
2019-03-29,101991.53420342642
2019-04-01,102019.1625629658
2019-04-02,102270.23422013217
2019-04-03,102268.70100031848
2019-04-04,102345.34461864407
2019-04-05,102712.65533615866
2019-04-08,102910.80964731176
2019-04-09,102810.15375148744
2019-04-10,103302.6738824938
2019-04-11,102740.76844159415
2019-04-12,102865.5073297894
2019-04-15,102908.66106317923
2019-04-16,102867.39935668539
2019-04-17,103099.64761888974
2019-04-18,103305.40538534478
2019-04-22,103421.80505405861
2019-04-23,104388.36969974797
2019-04-24,104356.01414296185
2019-04-25,104638.82080880721
2019-04-26,104928.07238336466
2019-04-29,104831.3686505944
2019-04-30,104455.94433003597
2019-05-01,104192.5783835724
2019-05-02,103767.65693636303
2019-05-03,104897.82841112054
2019-05-06,104744.19526319893
2019-05-07,103670.76764246303
2019-05-08,103337.4848790936
2019-05-09,103247.37815363437
2019-05-10,103291.63122171958
2019-05-13,102266.04068079224
2019-05-14,102386.88749345984
2019-05-15,102840.55875740718
2019-05-16,102862.77301285169
2019-05-17,102542.90707994446
2019-05-20,102053.65736341817
2019-05-21,102224.26721786067
2019-05-22,102252.65465674095
2019-05-23,102263.98327012964
2019-05-24,102325.01227758045
2019-05-28,102373.36962375301
2019-05-29,102280.13180569978
2019-05-30,102718.09824129698
2019-05-31,102952.71447831683
2019-06-03,103037.9332799858
2019-06-04,103201.9381196605
2019-06-05,103227.16818216124
2019-06-06,103557.9395980608
2019-06-07,104369.47348003567
2019-06-10,104182.18368031568
2019-06-11,103966.42294854924
2019-06-12,103878.77160711389
2019-06-13,104259.95143048202
2019-06-14,104204.20028053364
2019-06-17,104404.90204624299
2019-06-18,105047.29316555546
2019-06-19,105348.14827151292
2019-06-20,106150.24365213272
2019-06-21,105919.5209906833
2019-06-24,106525.8213653827
2019-06-25,106108.66426687269
2019-06-26,105795.38988447054
2019-06-27,106072.24525319466
2019-06-28,106171.399865468
2019-07-01,105741.17877578826
2019-07-02,106644.58855863128
2019-07-03,107297.59340536923
2019-07-05,106469.30738126316
2019-07-08,105888.69274744584
2019-07-09,106119.32996404395
2019-07-10,106791.06327549566
2019-07-11,106131.28673026654
2019-07-12,106692.14580842148
2019-07-15,107024.63531525835
2019-07-16,106397.37811732257
2019-07-17,106820.41407633311
2019-07-18,107095.45360858261
2019-07-19,105928.8242266338
2019-07-22,106278.588311537
2019-07-23,106151.2157508145
2019-07-24,106656.47584323838
2019-07-25,105817.56691103097
2019-07-26,106550.35072000111
2019-07-29,106554.40018807442
2019-07-30,106328.64370156951
2019-07-31,105761.38767364691
2019-08-01,106876.01804930846
2019-08-02,106689.39275839494
2019-08-05,106851.27865587929
2019-08-06,107605.40942545739
2019-08-07,108090.2004809725
2019-08-08,108491.97776978498
2019-08-09,108259.82393526791
2019-08-12,109154.10285895114
2019-08-13,108978.8854118961
2019-08-14,109694.07454860194
2019-08-15,110328.33164407895
2019-08-16,109958.00434446194
2019-08-19,109171.92994576147
2019-08-20,109714.23337410885
2019-08-21,109459.99803968228
2019-08-22,109144.17818266267
2019-08-23,109672.58545868867
2019-08-26,109812.54502851487
2019-08-27,110598.26319846894
2019-08-28,110620.24167145645
2019-08-29,110385.93529228638
2019-08-30,110309.79670060941
2019-09-03,110748.98839515145
2019-09-04,111119.04040327165
2019-09-05,109983.23156708795
2019-09-06,109899.94807724841
2019-09-09,109119.82376923531
2019-09-10,108194.70045189017
2019-09-11,108625.81202949816
2019-09-12,108632.14186529504
2019-09-13,107604.21394069406
2019-09-16,108086.15222006677
2019-09-17,108450.87180751027
2019-09-18,108365.08343286684
2019-09-19,108633.89232769569
2019-09-20,109049.88084336123
2019-09-23,109231.9078040788
2019-09-24,109349.43410717037
2019-09-25,108560.12765246668
2019-09-26,108661.10630592713
2019-09-27,108238.23143885622
2019-09-30,108053.36895610832
2019-10-01,108096.9925833747
2019-10-02,108124.49247373661
2019-10-03,108636.65624131514
2019-10-04,109000.48017874424
2019-10-07,108429.26763623014
2019-10-08,108645.66403306738
2019-10-09,108569.16099734225
2019-10-10,107865.29534636444
2019-10-11,107387.40936977012
2019-10-14,107727.27212750366
2019-10-15,107253.01905867062
2019-10-16,107442.42158122188
2019-10-17,107449.6999287571
2019-10-18,107107.6705893708
2019-10-21,107033.85821495499
2019-10-22,107032.91048571574
2019-10-23,107190.01276491728
2019-10-24,107667.42661111604
2019-10-25,107855.53143903014
2019-10-28,107707.38424311967
2019-10-29,107328.9584610683
2019-10-30,108092.87046318686
2019-10-31,108778.546926707
2019-11-01,109091.61285772371
2019-11-04,108852.71668582341
2019-11-05,108040.04449176282
2019-11-06,108249.65679522521
2019-11-07,107429.12704260103
2019-11-08,107307.25758755364
2019-11-11,107204.57947226313
2019-11-12,107518.47197945102
2019-11-13,107776.66127617106
2019-11-14,108162.44146472489
2019-11-15,108345.98651638752
2019-11-18,108556.42846967097
2019-11-19,108859.90686290304
2019-11-20,108901.18297453722
2019-11-21,108455.09345593237
2019-11-22,108482.6034747787
2019-11-25,108930.1825891556
2019-11-26,109320.63473231762
2019-11-27,109394.3407624681
2019-11-29,109212.22500678385
2019-12-02,108366.03096728161
2019-12-03,108922.92470985348
2019-12-04,108778.96583292783
2019-12-05,108710.25513044914
2019-12-06,108642.0257985146
2019-12-09,108542.34240476802
2019-12-10,108596.2669009467
2019-12-11,109177.36197054581
2019-12-12,108905.75477886136
2019-12-13,109467.84978360246
2019-12-16,109743.9108372319
2019-12-17,109740.73046279364
2019-12-18,109595.59774855991
2019-12-19,110317.22695692079
2019-12-20,110739.38280211062
2019-12-23,111019.25878049302
2019-12-24,111389.72396165576
2019-12-26,112448.45813314647
2019-12-27,112377.92725764643
2019-12-30,111739.08002955327
2019-12-31,111717.74645440425
2020-01-02,113711.91888937508
2020-01-03,113618.91814652704
2020-01-06,114358.96747897458
2020-01-07,114317.86940804806
2020-01-08,114593.77582061401
2020-01-09,115269.3789833199
2020-01-10,115428.37633870817
2020-01-13,116210.58982229707
2020-01-14,115941.73276976959
2020-01-15,116324.01970659752
2020-01-16,117086.67667933986
2020-01-17,117408.57641856554
2020-01-21,117706.41755589757
2020-01-22,118050.65977721577
2020-01-23,118608.38826377183
2020-01-24,118175.52064438316
2020-01-27,116866.40645261278
2020-01-28,117439.65201301669
2020-01-29,117961.3980846662
2020-01-30,118260.30324510674
2020-01-31,117450.21271180312
2020-02-03,118220.80928638781
2020-02-04,118856.29892555263
2020-02-05,118731.9093961982
2020-02-06,119718.8835002971
2020-02-07,119791.7086325641
2020-02-10,120952.92075746498
2020-02-11,120707.84655907657
2020-02-12,121382.67394512153
2020-02-13,121612.19221260262
2020-02-14,122106.69926496892
2020-02-18,122785.12613289492
2020-02-19,123928.8471890641
2020-02-20,123341.12297897917
2020-02-21,122285.27332437692
2020-02-24,119647.71591616917
2020-02-25,118654.69898869007
2020-02-26,118727.94393782245
2020-02-27,118112.61777810121
2020-02-28,117505.9498679472
2020-03-02,118025.63828966342
2020-03-03,119005.37674609642
2020-03-04,119253.96698446572
2020-03-05,120466.398162838
2020-03-06,122075.3864796141
2020-03-09,122129.98840973948
2020-03-10,119753.52916823121
2020-03-11,117822.51151728228
2020-03-12,116178.56312531601
2020-03-13,114972.91514922318
2020-03-16,116274.2612060821
2020-03-17,114166.93280466355
2020-03-18,111420.73027324343
2020-03-19,111833.78465124941
2020-03-20,114196.04236745271
2020-03-23,116594.10119498297
2020-03-24,117389.84928620749
2020-03-25,116965.15276895258
2020-03-26,117888.7449336799
2020-03-27,118460.13639787679
2020-03-30,118493.27331432232
2020-03-31,117036.48485253737
2020-04-01,117462.78420640895
2020-04-02,118354.70654199767
2020-04-03,118481.83952752544
2020-04-06,119791.72355371653
2020-04-07,119242.06988954655
