,InvVol
2018-11-06,97428.79771256376
2018-11-07,97543.6341868413
2018-11-08,97428.80379220376
2018-11-09,97254.27291593999
2018-11-12,97096.50704211004
2018-11-13,97013.75323643259
2018-11-14,97111.47798869495
2018-11-15,97149.42966654008
2018-11-16,97327.68477502085
2018-11-19,97304.68935969417
2018-11-20,97082.85637394086
2018-11-21,97212.97694250428
2018-11-23,97088.46454715927
2018-11-26,97166.2253404696
2018-11-27,97087.0216111642
2018-11-28,97182.04258926756
2018-11-29,97254.64263152865
2018-11-30,97250.33949067886
2018-12-03,97588.76145278654
2018-12-04,97663.83965790013
2018-12-06,97667.54016404097
2018-12-07,97707.52066034683
2018-12-10,97628.72581305793
2018-12-11,97650.09918058249
2018-12-12,97689.49347423154
2018-12-13,97661.43056120272
2018-12-14,97524.60950366154
2018-12-17,97613.39994289268
2018-12-18,97678.7136730507
2018-12-19,97726.47043787307
2018-12-20,97838.58151363229
2018-12-21,97668.33494646856
2018-12-24,97841.92578037141
2018-12-26,97827.94377303372
2018-12-27,97934.17977735611
2018-12-28,98113.67276358955
2018-12-31,98218.19562806761
2019-01-02,98315.01738116489
2019-01-03,98580.25054319669
2019-01-04,98481.69953424297
2019-01-07,98537.63639294583
2019-01-08,98524.01778090338
2019-01-09,98712.25105013169
2019-01-10,98546.70983830003
2019-01-11,98593.28203318451
2019-01-14,98490.52572874639
2019-01-15,98540.99606362674
2019-01-16,98642.55367269364
2019-01-17,98681.51627076737
2019-01-18,98596.14389971098
2019-01-22,98565.36001722136
2019-01-23,98569.10723590023
2019-01-24,98686.00427735095
2019-01-25,98969.47285633275
2019-01-28,98822.8151580427
2019-01-29,98961.82773386023
2019-01-30,99295.5163016484
2019-01-31,99498.09942494624
2019-02-01,99402.34980279836
2019-02-04,99404.69268363956
2019-02-05,99610.66452630716
2019-02-06,99474.41076298425
2019-02-07,99333.19989084433
2019-02-08,99436.9172713637
2019-02-11,99281.36659481183
2019-02-12,99510.99161289808
2019-02-13,99434.72347923931
2019-02-14,99628.76553800801
2019-02-15,100010.24668741024
2019-02-19,100340.20981671134
2019-02-20,100321.80279638739
2019-02-21,99996.22417013769
2019-02-22,100258.27402063087
2019-02-25,100162.74548401593
2019-02-26,100348.17550549703
2019-02-27,100107.70964806869
2019-02-28,99945.42596370511
2019-03-01,99648.43028277578
2019-03-04,99694.54433162243
2019-03-05,99798.758999514
2019-03-06,99713.1115699672
2019-03-07,99524.3906330736
2019-03-08,99669.15261884421
2019-03-11,99836.42078513467
2019-03-12,100088.63685437235
2019-03-13,100348.86876726379
2019-03-14,100074.46126492549
2019-03-15,100413.21876255816
2019-03-18,100533.86958984147
2019-03-19,100622.43650637128
2019-03-20,100951.68168272212
2019-03-21,101032.40760239275
2019-03-22,100702.23723994386
2019-03-25,100842.40375700731
2019-03-26,100890.92726856956
2019-03-27,100847.31180548138
2019-03-28,100696.70361077346
2019-03-29,100827.01962520354
2019-04-01,101008.88238292112
2019-04-02,101143.53522806396
2019-04-03,101202.03967217416
2019-04-04,101232.70099188427
2019-04-05,101419.32573306366
2019-04-08,101533.89896185382
2019-04-09,101436.08694911035
2019-04-10,101779.12774111463
2019-04-11,101432.52445552144
2019-04-12,101565.64268289435
2019-04-15,101568.18728755983
2019-04-16,101446.26844715618
2019-04-17,101498.76290998497
2019-04-18,101622.40039802971
2019-04-22,101674.76039808715
2019-04-23,102001.04593780682
2019-04-24,101905.17400091488
2019-04-25,101951.71653881163
2019-04-26,101984.92846678405
2019-04-29,101970.7617122907
2019-04-30,101966.68015261914
2019-05-01,101770.55788711706
2019-05-02,101449.0170500718
2019-05-03,101956.28331401608
2019-05-06,101829.1347752475
2019-05-07,101212.45479995385
2019-05-08,101118.17849119229
2019-05-09,101024.40332830396
2019-05-10,101151.92117787695
2019-05-13,100638.85132447153
2019-05-14,100900.91857345216
2019-05-15,101195.39491819749
2019-05-16,101298.45584575503
2019-05-17,101012.13395340758
2019-05-20,100872.86942094819
2019-05-21,100989.14487140403
2019-05-22,100820.00143448162
2019-05-23,100603.16900275192
2019-05-24,100875.47582932752
2019-05-28,100876.3227223581
2019-05-29,100803.04292749226
2019-05-30,100977.93318478065
2019-05-31,100952.49568058421
2019-06-03,101245.66870320096
2019-06-04,101305.70573321934
2019-06-05,101137.7316522689
2019-06-06,101431.61262099809
2019-06-07,101886.79778176318
2019-06-10,101641.8747212467
2019-06-11,101698.26406860503
2019-06-12,101580.73234791588
2019-06-13,101860.63451182106
2019-06-14,101829.33991938636
2019-06-17,101853.55414027849
2019-06-18,102328.06381125224
2019-06-19,102539.97217335078
2019-06-20,103331.80639297894
2019-06-21,103226.93694777366
2019-06-24,103719.96051159695
2019-06-25,103667.87387236307
2019-06-26,103465.54178150442
2019-06-27,103629.90480011505
2019-06-28,103624.9515978371
2019-07-01,103367.24624648991
2019-07-02,103733.04386259387
2019-07-03,104172.89285277596
2019-07-05,103630.12891988675
2019-07-08,103351.48593658065
2019-07-09,103399.23262260816
2019-07-10,103932.45256549855
2019-07-11,103560.42231724205
2019-07-12,103812.3321893051
2019-07-15,103810.7757406523
2019-07-16,103352.82425309258
2019-07-17,103623.04324522246
2019-07-18,103804.14777019854
2019-07-19,103390.11131430371
2019-07-22,103464.70132712193
2019-07-23,103474.17961928896
2019-07-24,103653.90595921883
2019-07-25,103147.92276105686
2019-07-26,103393.72252245201
2019-07-29,103518.88275725282
2019-07-30,103401.3511730602
2019-07-31,103092.64853993186
2019-08-01,103364.66667687797
2019-08-02,103313.08850598466
2019-08-05,103222.2218982747
2019-08-06,103602.22512495398
2019-08-07,103757.06068881549
2019-08-08,104072.70189950851
2019-08-09,103953.98074298259
2019-08-12,104338.27667318439
2019-08-13,104521.13953580774
2019-08-14,104577.20770084448
2019-08-15,104891.0331093878
2019-08-16,104767.17694945497
2019-08-19,104405.74950175769
2019-08-20,104716.01276330717
2019-08-21,104659.79669073246
2019-08-22,104415.3807846232
2019-08-23,104688.15205327833
2019-08-26,104764.18108184116
2019-08-27,105160.06191738963
2019-08-28,105261.77880339127
2019-08-29,105294.81633678284
2019-08-30,105147.27430052507
2019-09-03,105250.50992806103
2019-09-04,105809.25118030328
2019-09-05,105358.91753717713
2019-09-06,105416.59720450224
2019-09-09,105236.6641050798
2019-09-10,104902.86995529529
2019-09-11,105056.17538624273
2019-09-12,105092.40683447172
2019-09-13,104763.37011910767
2019-09-16,105341.7821753597
2019-09-17,105230.18488035502
2019-09-18,105084.13756643547
2019-09-19,105324.23061117662
2019-09-20,105500.47656249898
2019-09-23,105567.87110794825
2019-09-24,105425.02723887622
2019-09-25,104947.06984297313
2019-09-26,105049.27435883485
2019-09-27,104770.78222731277
2019-09-30,104661.52924750131
2019-10-01,104498.90962909383
2019-10-02,104073.68605466787
2019-10-03,104356.00151280059
2019-10-04,104683.0892285966
2019-10-07,104429.10553517993
2019-10-08,104361.10036276668
2019-10-09,104472.82815201514
2019-10-10,104369.75233343536
2019-10-11,104570.49224923628
2019-10-14,104607.07095591514
2019-10-15,104616.66975990849
2019-10-16,104738.08784032692
2019-10-17,104831.10454241058
2019-10-18,104675.80661125373
2019-10-21,104741.10310626694
2019-10-22,104702.57501488872
2019-10-23,105014.05926667378
2019-10-24,105307.0423600151
2019-10-25,105507.75335661168
2019-10-28,105520.36561682697
2019-10-29,105301.04530735835
2019-10-30,105614.02947403955
2019-10-31,105765.31734733007
2019-11-01,106336.2152323072
2019-11-04,106454.50178137864
2019-11-05,106129.79271815077
2019-11-06,106032.29908707281
2019-11-07,105780.9841468991
2019-11-08,105775.9948067395
2019-11-11,105612.31626296078
2019-11-12,105768.60791995109
2019-11-13,105828.75691345586
2019-11-14,105879.97700095527
2019-11-15,106181.14414000433
2019-11-18,106145.85888549144
2019-11-19,106113.44573274783
2019-11-20,106157.42080348454
2019-11-21,106072.37991018538
2019-11-22,106127.26412390864
2019-11-25,106533.22697190044
2019-11-26,106772.85174360914
2019-11-27,106816.59963695979
2019-11-29,106252.06269887401
2019-12-02,105752.91295905459
2019-12-03,105859.46250314811
2019-12-04,106235.0328908981
2019-12-05,106206.65975623652
2019-12-06,106505.5553363033
2019-12-09,106310.07303036
2019-12-10,106406.67012670285
2019-12-11,106714.69532681076
2019-12-12,106931.6199958369
2019-12-13,107408.7769664079
2019-12-16,107945.92776770229
2019-12-17,107890.54137961933
2019-12-18,107823.95284005105
2019-12-19,108268.77933941939
2019-12-20,108477.62602112223
2019-12-23,108664.87945352236
2019-12-24,108882.27926172959
2019-12-26,109615.08121402291
2019-12-27,109662.48318315958
2019-12-30,109203.85394799849
2019-12-31,109166.09295818675
2020-01-02,110270.64783010993
2020-01-03,110277.40380622383
2020-01-06,110764.98775389905
2020-01-07,110699.16214841024
2020-01-08,110515.47057746317
2020-01-09,110723.43339527384
2020-01-10,110730.07594044792
2020-01-13,110985.57657638637
2020-01-14,110969.02050396634
2020-01-15,111045.68321418721
2020-01-16,111426.22917670016
2020-01-17,111703.87033191702
2020-01-21,111548.1896993667
2020-01-22,111477.85329384267
2020-01-23,111510.41247480064
2020-01-24,111000.24985981727
2020-01-27,109729.44814132908
2020-01-28,109954.04468534872
2020-01-29,110155.77006929112
2020-01-30,110115.90572557495
2020-01-31,109623.39936901518
2020-02-03,109572.79216315132
2020-02-04,109819.2742846784
2020-02-05,110057.17925999698
2020-02-06,110492.43800104107
2020-02-07,110368.40108080134
2020-02-10,110656.91859575346
2020-02-11,110704.98390102049
2020-02-12,111042.8964211762
2020-02-13,111052.5454854735
2020-02-14,111208.64488270195
2020-02-18,111520.59964249734
2020-02-19,112042.87982967729
2020-02-20,111831.38885253346
2020-02-21,111690.68847265274
2020-02-24,110251.52336221146
2020-02-25,109383.21746650035
2020-02-26,109378.92789151781
2020-02-27,108939.59144959669
2020-02-28,108221.23096802541
2020-03-02,108582.9776124535
2020-03-03,109392.606013449
2020-03-04,109562.01734046641
2020-03-05,110194.23081432818
2020-03-06,110863.56659160974
2020-03-09,110085.34920624338
2020-03-10,108909.51140203877
2020-03-11,107592.38453598773
2020-03-12,106032.01331740059
2020-03-13,105326.05050992128
2020-03-16,105918.5631986628
2020-03-17,104704.05651031031
2020-03-18,102942.44978525708
2020-03-19,103230.61645127098
2020-03-20,104787.27180888214
2020-03-23,106327.7971267408
2020-03-24,106880.21218028569
2020-03-25,106649.41661805795
2020-03-26,107197.80917881051
2020-03-27,107208.65865153371
2020-03-30,107314.27885782832
2020-03-31,106651.55366729596
2020-04-01,106559.13424497173
2020-04-02,106997.789790482
2020-04-03,107081.43301171681
2020-04-06,107751.98610224141
2020-04-07,107613.56493996145
2020-04-08,107484.38770585074
2020-04-09,108027.71991594433
2020-04-13,108224.79102034523
2020-04-14,108455.99476891379
2020-04-15,108390.02117364552
2020-04-16,108529.7495992491
2020-04-17,108208.83119672912
2020-04-20,108241.37962329751
2020-04-21,107837.60649158237
2020-04-22,108279.71734829992
2020-04-23,108480.82058788379
2020-04-24,108461.65488811221
2020-04-27,108185.80029388526
2020-04-28,108233.1213293298
2020-04-29,108540.06717540917
2020-04-30,108176.73281651622
2020-05-01,107960.0617519281
2020-05-04,108051.75398695914
2020-05-05,108205.43461736034
2020-05-06,107841.55516047766
2020-05-07,108321.85004286582
2020-05-08,108356.27913778565
2020-05-11,108239.28312532444
2020-05-12,108119.18577624086
2020-05-13,108153.22472083928
2020-05-14,108424.68781512133
2020-05-15,108552.22170137012
2020-05-18,108659.86568722274
2020-05-19,108712.99999743092
2020-05-20,109090.47423670578
2020-05-21,108746.57759884515
2020-05-22,108851.41994804487
2020-05-26,108734.86823545044
2020-05-27,108801.34168991463
2020-05-28,108862.11953155305
2020-05-29,109190.83859129479
2020-06-01,109467.11169461907
2020-06-02,109595.54451891509
2020-06-03,109590.82232361808
2020-06-04,109512.28785092992
2020-06-05,109916.20281589715
2020-06-08,110294.23790185337
2020-06-09,110477.64010332238
2020-06-10,110960.89754618431
2020-06-11,109185.10416545332
2020-06-12,109618.89402972141
2020-06-15,109894.98450811018
2020-06-16,110188.14570192024
2020-06-17,110249.42494785017
2020-06-18,110308.49442276979
2020-06-19,110441.4040663364
2020-06-22,110855.556598048
2020-06-23,111025.08494567234
2020-06-24,110309.84648276136
2020-06-25,110623.1759641805
2020-06-26,110345.75512646885
2020-06-29,110608.03772483493
2020-06-30,110784.99558328897
2020-07-01,110934.05936700187
2020-07-02,111126.89742870917
2020-07-06,111561.09090048615
2020-07-07,111506.01647330084
2020-07-08,111981.39990284215
2020-07-09,111970.47447843135
2020-07-10,112188.43558924354
2020-07-13,111613.45867354728
2020-07-14,111778.64814577372
2020-07-15,111997.74221487742
2020-07-16,111732.48131221879
2020-07-17,111881.38961676034
2020-07-20,112260.37948656407
2020-07-21,112320.32202588079
2020-07-22,112663.73939070987
2020-07-23,112447.7299239694
2020-07-24,112410.83722570624
2020-07-27,113030.50557467318
2020-07-28,112959.7332546323
2020-07-29,113303.04930347859
2020-07-30,112986.09080210121
2020-07-31,113121.61430856955
2020-08-03,113558.91795211764
2020-08-04,114147.78060935208
2020-08-05,114377.19558148061
2020-08-06,114981.71296210766
2020-08-07,114136.02961767215
2020-08-10,114156.44510273753
2020-08-11,112697.70550789055
2020-08-12,113269.66166981438
2020-08-13,113551.36469988615
2020-08-14,113381.78707383327
2020-08-17,114329.59950069652
2020-08-18,114715.90571952396
2020-08-19,114017.35335623895
2020-08-20,114311.47096854098
2020-08-21,114033.99645751568
2020-08-24,114357.19005732259
2020-08-25,114663.76269390428
2020-08-26,115201.42623492473
2020-08-27,114553.76410009062
2020-08-28,115072.31017472828
2020-08-31,115180.85839716825
2020-09-01,115639.58368870491
2020-09-02,115580.3769624882
2020-09-03,114318.10074258693
2020-09-04,113761.30658695911
2020-09-08,112895.62245683883
2020-09-09,113494.23841091614
2020-09-10,113101.40248352397
2020-09-11,113342.74795230097
2020-09-14,113583.07930371872
2020-09-15,113778.9225330556
2020-09-16,114012.27732267138
2020-09-17,114204.12551607697
2020-09-18,114097.44614110199
2020-09-21,113067.88066035483
2020-09-22,113020.99634170436
2020-09-23,112292.83516498333
2020-09-24,112478.70467883619
2020-09-25,112620.5396822156
2020-09-28,113103.17642965785
2020-09-29,112991.22837613788
2020-09-30,112904.76643680496
2020-10-01,112999.26563217238
2020-10-02,112504.25252995588
2020-10-05,112948.72427245272
2020-10-06,112662.43196474001
2020-10-07,112839.16038383215
2020-10-08,113278.7325300783
2020-10-09,113739.39014906937
2020-10-12,113952.84351627836
2020-10-13,113757.38219777684
2020-10-14,113829.6257266735
2020-10-15,113528.65652064105
2020-10-16,113345.58676761095
2020-10-19,113143.40078668186
2020-10-20,113345.08242966584
2020-10-21,113109.44723749509
2020-10-22,112913.30084466944
2020-10-23,112935.54734320406
2020-10-26,112460.13884516087
2020-10-27,112655.06373612063
2020-10-28,111451.17991527193
2020-10-29,111095.26433599635
2020-10-30,110815.6060629767
2020-11-02,111438.2786289876
2020-11-03,111823.36352514889
2020-11-04,112675.13113317204
2020-11-05,113466.63712219516
2020-11-06,113216.66528985625
2020-11-09,112600.50048826412
2020-11-10,112816.62194934953
2020-11-11,113113.84222630078
2020-11-12,112989.53755869015
2020-11-13,113288.63977022837
2020-11-16,113681.32767479794
2020-11-17,113775.12870581762
2020-11-18,113636.11835282706
2020-11-19,113905.39180364597
2020-11-20,114205.87967646972
2020-11-23,113962.0513621346
2020-11-24,114318.44776511172
2020-11-25,114464.57413850326
2020-11-27,114670.3079733389
2020-11-30,114079.9875350933
2020-12-01,114519.60341912003
2020-12-02,114575.16514423167
2020-12-03,114884.55850371283
2020-12-04,114879.97352585988
2020-12-07,115131.71880411748
2020-12-08,115377.68794710148
2020-12-09,114911.39000963053
2020-12-10,115419.58998596354
2020-12-11,115368.46793508864
2020-12-14,115393.6065397044
2020-12-15,115956.7599573968
2020-12-16,116226.4399278008
2020-12-17,116787.6451370817
2020-12-18,116631.74326110116
2020-12-21,116094.95354704073
2020-12-22,115797.12684081122
2020-12-23,116204.91536373846
2020-12-24,116445.3047593209
2020-12-28,116516.91317936796
2020-12-29,116684.58701011624
2020-12-30,116987.65228323784
2020-12-31,117048.20230454794
2021-01-04,116932.20688862262
2021-01-05,117673.78422813618
2021-01-06,117160.57805651837
2021-01-07,117327.77360658071
2021-01-08,117270.45195996114
2021-01-11,116646.04382142992
2021-01-12,117242.91908330722
2021-01-13,117347.2315457059
2021-01-14,117510.64359120012
2021-01-15,116693.72481513271
2021-01-19,117209.90772180352
2021-01-20,117800.84207775458
2021-01-21,117824.7474633566
2021-01-22,117201.76628490022
2021-01-25,117848.51745269122
2021-01-26,117872.48190973181
2021-01-27,116692.17841984301
2021-01-28,116709.3742598668
2021-01-29,116058.03928744102
2021-02-01,117022.89893697425
2021-02-02,117269.87181975106
2021-02-03,117142.50188739719
2021-02-04,117186.7348173211
2021-02-05,117426.87798668098
2021-02-08,118203.16872066555
2021-02-09,118440.37852766953
2021-02-10,118409.60152787791
2021-02-11,118445.70890957853
2021-02-12,118791.94990929033
2021-02-16,118830.31576135306
2021-02-17,118663.35195855811
2021-02-18,118218.54274379995
2021-02-19,118052.9828997805
2021-02-22,118309.07545384648
2021-02-23,118362.3665385173
2021-02-24,118861.78134191454
2021-02-25,117497.20684957126
2021-02-26,117123.58504567473
2021-03-01,117153.90155833642
2021-03-02,117236.55013971237
2021-03-03,116946.41283627712
2021-03-04,116873.87129858344
2021-03-05,117503.91834934881
2021-03-08,116947.34368864479
2021-03-09,117557.48990391928
2021-03-10,117857.969016278
2021-03-11,118234.45953899997
2021-03-12,117933.68588765743
2021-03-15,118104.12665130882
2021-03-16,118064.52938642699
2021-03-17,118202.49041829779
2021-03-18,116375.66709859608
2021-03-19,117081.01423306201
2021-03-22,117408.54983425309
2021-03-23,116501.77354900849
2021-03-24,116882.31125939859
2021-03-25,116374.3465169598
2021-03-26,117286.16788802895
2021-03-29,116973.61428754508
2021-03-30,116573.46364278912
2021-03-31,116785.38140398642
2021-04-01,117829.47031916995
2021-04-05,118131.86428346836
2021-04-06,118117.09128755062
2021-04-07,118106.19074747094
2021-04-08,118683.21889763346
2021-04-09,118729.5376332356
2021-04-12,118513.57068880061
2021-04-13,119261.57213576585
2021-04-14,119173.49004894448
2021-04-15,120225.23050891727
2021-04-16,120345.01845816908
2021-04-19,119999.56019306707
2021-04-20,119488.75611371071
2021-04-21,119991.42760182921
2021-04-22,119712.55212224029
2021-04-23,120275.8445150016
2021-04-26,120564.18719542764
2021-04-27,120343.49131719429
2021-04-28,120392.88508995547
2021-04-29,120445.4775188398
2021-04-30,119952.92885644054
2021-05-03,120378.67961361958
2021-05-04,119908.50347446205
2021-05-05,120313.15584420071
2021-05-06,120861.04354203113
2021-05-07,121334.51459050443
2021-05-10,120815.05153142611
2021-05-11,120607.97252560413
2021-05-12,119738.26175301106
2021-05-13,119700.4766741235
2021-05-14,120566.0738359555
2021-05-17,120813.92806141371
2021-05-18,120732.19521540405
2021-05-19,120301.22648951951
2021-05-20,120797.8498216624
2021-05-21,120936.53261397996
2021-05-24,121450.47393055471
2021-05-25,121744.81486811845
2021-05-26,121713.7206001652
2021-05-27,121795.83897717204
2021-05-28,121892.41926660924
2021-06-01,122010.40045797145
2021-06-02,122278.43337704432
2021-06-03,121502.12342531166
2021-06-04,122337.83716238003
2021-06-07,122463.64369841666
2021-06-08,122568.1885516322
2021-06-09,122608.85851683836
2021-06-10,122988.46910352678
2021-06-11,122736.0328618025
2021-06-14,122584.79174811764
2021-06-15,122348.27513366967
2021-06-16,121758.84098892094
2021-06-17,121258.19470932707
2021-06-18,121197.08076131971
2021-06-21,121416.81769394888
2021-06-22,121578.99368323752
2021-06-23,121495.49856359499
2021-06-24,121789.51208386742
2021-06-25,121601.39677219925
2021-06-28,121921.96587518048
2021-06-29,121960.65362291482
2021-06-30,122099.8866945618
2021-07-01,122229.46225974943
2021-07-02,122819.10204687665
2021-07-06,122753.92569721598
2021-07-07,122962.40685039274
2021-07-08,122866.65574685107
2021-07-09,123045.47702761569
2021-07-12,123149.50529644212
2021-07-13,123016.35054364135
2021-07-14,123370.61392806284
2021-07-15,123299.1592699784
2021-07-16,122862.14795965502
2021-07-19,122493.29686293412
2021-07-20,122604.72733928409
2021-07-21,122757.42629041546
2021-07-22,123236.5572194954
2021-07-23,123381.04106638863
2021-07-26,123416.92563153317
2021-07-27,123379.52164806228
2021-07-28,123653.05974368601
2021-07-29,124061.27633323433
2021-07-30,123798.02326488872
2021-08-02,123915.30470628873
2021-08-03,124087.1417189459
2021-08-04,123910.32937919282
2021-08-05,124132.35140825216
2021-08-06,123142.02859937737
2021-08-09,122709.6566675041
2021-08-10,122753.93608743661
2021-08-11,123048.73809502105
2021-08-12,123044.12179895528
2021-08-13,123642.68700247722
2021-08-16,123645.40338280458
2021-08-17,123118.12188560369
2021-08-18,122800.27018765216
2021-08-19,122666.68358177764
2021-08-20,122654.81733486315
2021-08-23,123612.52390443593
2021-08-24,123761.49434840181
2021-08-25,123593.0861422027
2021-08-26,123338.28384697545
2021-08-27,124226.60106470858
2021-08-30,124512.7103959785
2021-08-31,124311.78642571653
2021-09-01,124517.48878011615
2021-09-02,124766.44874985235
2021-09-03,124919.4522726412
2021-09-07,124343.54303605588
2021-09-08,124284.71311153198
2021-09-09,124378.52070781501
2021-09-10,124055.24642206459
2021-09-13,124478.3639266789
2021-09-14,124664.47832292192
2021-09-15,124923.25928345555
2021-09-16,124407.89521657082
2021-09-17,123633.37498670843
2021-09-20,123001.66925067513
2021-09-21,123287.89965699674
2021-09-22,123743.54058608504
2021-09-23,123628.41188597733
2021-09-24,123327.67563166228
2021-09-27,123250.6873974285
2021-09-28,121857.97583020318
2021-09-29,121798.4288469814
2021-09-30,122025.69413631358
2021-10-01,122429.38369308543
2021-10-04,122281.19826484467
2021-10-05,122414.52397107278
2021-10-06,122317.48462063895
2021-10-07,122422.75066669787
2021-10-08,122303.45923037114
2021-10-11,122186.88892954432
2021-10-12,122487.56922337576
2021-10-13,123221.44872738273
2021-10-14,123787.90031497096
2021-10-15,123684.7399445109
2021-10-18,123692.10412723715
2021-10-19,123789.05558634641
2021-10-20,123999.88527802592
2021-10-21,123843.55080335306
2021-10-22,124084.15489136819
2021-10-25,124460.52887636347
2021-10-26,124596.92524603772
2021-10-27,124705.53159873831
2021-10-28,125146.90960817195
2021-10-29,124989.1138569467
2021-11-01,125325.3103496988
2021-11-02,125466.08068011056
2021-11-03,125215.12241661904
2021-11-04,125844.29992047061
2021-11-05,126585.93214592195
2021-11-08,126656.07694523592
2021-11-09,126878.30914353681
2021-11-10,125937.32582625319
2021-11-11,126253.14924956765
2021-11-12,126544.3013927463
2021-11-15,126231.76436009932
2021-11-16,126130.23529489337
2021-11-17,126358.18559602123
2021-11-18,126666.17310764099
2021-11-19,126467.03608668283
2021-11-22,125425.3129486927
2021-11-23,125041.41383282909
2021-11-24,125153.67180253036
2021-11-26,123761.12264274413
2021-11-29,124069.5413692854
2021-11-30,123508.75548126797
2021-12-01,123345.46296535296
2021-12-02,123550.16486111186
2021-12-03,123621.91783414467
2021-12-06,123692.86407453445
2021-12-07,124259.78310051461
2021-12-08,124214.32072467644
2021-12-09,123577.67511321504
2021-12-10,123959.63675272102
2021-12-13,123887.45606031787
2021-12-14,123381.16247400314
2021-12-15,123759.47865262735
2021-12-16,123790.89683282138
2021-12-17,123542.59274161968
2021-12-20,123097.82709344316
2021-12-21,123615.26036301916
2021-12-22,124283.10031549796
2021-12-23,124418.17413141295
2021-12-27,124944.26022947923
2021-12-28,124667.21534510718
2021-12-29,124527.01771817016
2021-12-30,124674.76566103945
2021-12-31,124717.67396706723
2022-01-03,124231.93096844899
2022-01-04,124421.17168337968
2022-01-05,123773.49402667684
2022-01-06,123560.24050608215
2022-01-07,123531.25859916893
2022-01-10,123309.78071283533
2022-01-11,124075.84331285224
2022-01-12,124349.53956671234
2022-01-13,124082.23829401523
2022-01-14,123946.19697562701
2022-01-18,123484.10554843668
2022-01-19,123961.12327226126
2022-01-20,123823.62422072438
2022-01-21,123631.36305435115
2022-01-24,123452.83456661874
2022-01-25,123500.46446672003
2022-01-26,122985.21497672817
2022-01-27,122891.49648641267
2022-01-28,122932.26541019358
2022-01-31,123263.45678346827
2022-02-01,123436.7276520493
2022-02-02,123732.49509944959
2022-02-03,123324.34306402423
2022-02-04,123331.521285077
